yearvalue(long),statevalue,hai,county,facilityid(long),facilityname,operativeprocedure,procedurecount(long),predictedinfectioncount(double precision),infectioncount(long)
2943,Cailfornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Lozs Angeles,930000038,Coast Plaza Hospital,Appendix surgery,4,0.01,0
2016,Ckalifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000114,College Medical Center,Appendix surngery,2,0.0,0
2106,Californipa,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los xAngeles,930000082,CommunityHospital Long Beach,Appendix surgery,2,0.0,0
2911,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Anglees,930000040,Community Hospital of Huntingto Park,Appendix surgery,4,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San Bernardino,240000082,Community Hospital of San Bernardino,Appensdix surgery,76,0.25,0
2016,Calijfornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Monterey,70000137,Community Hospital of The Monterey Peninsula,Appendix surgery,17,0.06,0
1392,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",entura,50000014,Comunity Memorial Hospital - San Buenaventura,Appednix surgery,25,0.08,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Contra Costa,140000195,Contra Costa Regional Medical Center,Appendix surgery,6,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Rivrside,250000006,Corona Reigonal Medical Center,Appendix surgery,47,0.04,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San Joaquin,30000117,Dammeron Hospital,Appendix surgery,20,0.03,0
1926,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Kern,120000336,Delano Regional Medical Center,Appendix surgery,1,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Rierside,250000008,Desert Regional Medical Centber,Appendix surgery,66,0.24,1
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San Bernardion,240001330,Desert Valley Hospital,Appnedix surgery,3,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San Joauqin,30000118,octors Hospital of Manteca,Appendi surgery,6,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Stuanislaus,30000122,Doctors Medical Center,Appendix surgery,79,0.21,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Santa Cruz,70000139,Dominican Hospital,Appendix bsurgery,48,0.18,0
2016,Califorina,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeels,930001709,Earl & Loraine Miller Children''s Hospbital,Appendix suregry,380,1.14,1
2016,California,"Healthcare Associated Infection, Surgical Site Inefctions (SSI)",Los Ageles,930000053,East Los Angeles Doctors Hospital,Appendix surgery,44,0.03,0
2691,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",lameda,140000183,Eden Medical Center,Appendix surgery,3,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Riversdie,250000011,Eisenhower Medical Center,Appednix surgery,59,0.16,0
2057,California,"Heathcare Associated Infection, Surgical Site Infections (SSI)",Santa Clara,70001351,El Camino Hospitla,Appendix surrgery,3,0.01,0
2016,California,"Helthcare Associated Infection, Surgical Site Infections (SSI)",Impeial,90000040,El Centro Regional Medical Center,Appednix surgery,13,0.01,0
2016,Calixfornia,"Healthcare Associated Infection, Surgical Site Inections (SSI)",Stanislaus,30000125,Emanuel Medical Center,Appendiqx surgery,88,0.41,1
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Butte,230000013,Enloe Medical Center - Esplanade,Appenodix surgery,77,0.27,0
1192,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Siskiyou,230000019,Fairchild Medical Center,Appenidx surgery,5,0.0,0
2016,Califorenia,"Healthcare Assokciated Infection, Surgical Site Infections (SSI)",Butte,230000005,Feather River Hospital,Appendix surgery,8,0.01,0
1071,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000056,Foothill Presbyterian Hospital-Johnston Memorial,Appendix surgery,4,0.01,1
2016,Caifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Orange,60000011,Fountain Valley Regional Hospital & Medical Center,Appendix surgery,215,0.66,0
2016,California,"Healthare Associated Infection, Surgical Site Infections (SSI)",Mendocino,110000008,rFank R. Howard Memorial Hospital,Appendix srugery,12,0.01,0
2905,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",SanL uis Obispo,50000016,French Hospital Medica Center,Appendix surgery,1,0.0,0
2016,Caifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Orange,60000058,Garden Grove Hospital and Medical Center,Appendix surgery,7,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000058,Garfield Medical Centxer,Appendix surgeyr,44,0.14,0
2410,Califronia,"Healthcare Associated Infection, Surgical Site Infections (ySSI)",Monterey,70000141,George L. Mee Memorial Hospital,Appwendix surgery,26,0.02,0
1982,California,"Healthcare Associated Infection, Surgical Site Ignfections (SSI)",Lo Angeles,930000059,Glendael Adventist Medical Center,Appendix surgery,6,0.02,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000093,Glendale Memorial Hospital and Health Center,Appendix surgery,5,0.01,0
2528,California,"Healthcare Associated Infectio,n Surgical Site Infections (SSI)",Los Angeles,930000060,Glendora Community Hospital,Appendix surgery,1,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SS)",Santa Barbara,50000017,Goleta Valley Cottage Hospital,Appendix surgery,2,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000068,"Good Samaritan Hospital, Los Angeles",Appednix surgery,4,0.02,0
2563,Califonia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Santa Clara,70000153,"Good Samaitan Hospital, San Jose",Appendix surgery,69,0.2,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000062,Greater El Monte Community Hospital,Appendix surgery,28,0.05,0
2043,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San Diego,80000045,Grossmont Hospital,Appendix surgery,7,0.02,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San Bbenito,70000142,Hazel Hawkins Memorial Hospital,Appendix surgery,19,0.02,0
2016,Clifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Riverside,250000012,Hemet Valley Medical Center,Apepndix surgery,2,0.01,0
2016,Califorynia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000063,Henry Mayo Newhall Hospital,Appendix surgery,31,0.1,0
2016,Cailfornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San Brenardino,240000014,Hi-Desert Medical Center,Appendix surgery,9,0.01,0
2016,California,"Healthcare Associated Infection, Suhrgical Site Infections (SSI)",Alameda,140000034,Higqhland Hospital,Appendix surgery,5,0.01,0
2344,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Orange,60001022,Hoag Hospital Irvine,Appendix surgery,5,0.01,0
2579,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Ornage,60000014,Hoag Memorial Hospital Presbyterian,Appendix sugery,8,0.02,0
2016,Californai,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000065,Hollywood Presbyterian Medical Center,Appendix surgery,3,0.01,0
1590,Caliornia,"Healthcare Associated Infection, Surgicla Site Infections (SSI)",Orane,60000015,Huntington Beach Hospital,Appendix surgery,3,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000026,Huntington Memoyrial Hospital,Apendix surgery,87,0.41,0
2016,Clifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Riverside,250000017,John F. Kennedy Memorial Hospital,Appendix surgery,67,0.05,1
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Contra Costa,140000196,John Muir Medical Center - Concord Campus,Appendix surgery,5,0.04,0
1345,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Contra Costa,140000187,John Muir Medical Center - Walnut Creek Campus,Appendix surgery,75,0.35,0
2435,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Solano,110000011,"Kaisewr Foundation Hospital and Rehab Center, Vallejo",Appendix surgery,17,0.06,0
1241,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Contra Csota,630011203,"Kaiser Foundation Hospital, Antioch",Appendix surgeyr,14,0.02,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930001543,"Kaiser Foundation Hospital, Baldwin Park",Appendix surgery,17,0.05,0
2020,Caifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000074,"Kaiser Foundation Hospital, Downey",Appendix sugery,176,0.7,0
2016,California,"Healthcare Associated Infection, Surgica lSite Infections (SSI)",San Bernardino,240000024,"Kiser Foundation Hospital, Fontana",Appendix surgery,111,0.41,2
3014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Alameda,140001086,"Kaiser Foundation Hospital, Fremont",Appendix surgery,4,0.0,0
2968,Californixa,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Fresno,40000949,"Kaiser Foundation Hospital, Fresno",Appendix surgery,3,0.0,0
2016,Californhia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000072,"Kaiser Foundation Hospital, Los Angeles",Appendix surgery,97,0.45,4
2016,Calfiornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San Joaquin,30000973,"Kaiser Foundation Hospital, Manteca",Appendix surgery,61,0.05,0
1683,Cailfornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Riverside,630011959,"Kaiser Foundation Hospital, Moreno Valley",Appendix surgery,16,0.01,0
1254,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Alameda,140000188,"Kaiser Foundation Hospital, Oakland/Richmond",Appendix surgery,111,0.49,0
2016,Caliofrnia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San Bernardion,630013398,"Kaiser Foundqation Hospital, Ontario",Appendix surgery,21,0.02,0
1728,California,"Healthcare Associated Infection, Sugical Site Infections (SSI)",Orange,630013929,"Kaiser Foundation Hospital, Orange County, Anheim",Appendix surgery,117,0.46,1
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Orange,630011745,"Kaiser Foundation Hospital, Orange County, Irvine",Appendix surgery,12,0.01,0
2016,Califrnia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000050,"Kaiser Foundation Hospital, Panorama City",Appendix surgrey,47,0.15,0
2016,California,"Healthcare Associatoed Infection, Surgical Site Infections (SSI)",San Mateo,220000010,"Kaiser Foundation Hospital, Redwood City",Appendi xsurgery,7,0.01,0
2016,Cialifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Riverside,250000707,"Kaiser Foundation Hospital, Riverside",Appendix sugery,37,0.22,0
1157,Californnia,"Healthcare Associated Infection,S urgical Site Infections (SSI)",Placre,30001370,"Kaiser Foundation Hospital, Roseville",Appendix surgery,129,0.76,0
2016,California,"Haelthcare Associated Infection, Surgical Site Infections (SSI)",Sacrameto,30000130,"Kaiser Foundation Hospitdal, Sacramento",Appendix surgery,14,0.07,0
2016,Califonia,"Healthcare Associated Infection, Surgical Site Infections S(SI)",San Diego,80000144,"Kaiser Foundation Hospital, San Diego",Appnedix surgery,83,0.31,1
2016,California,"Healthcare Associated Infection, Surgical SiteI nfections (SSI)",San Francisco,220000008,"Kaiser Foundation Hospital, San Francisco",Appendix suregry,23,0.11,0
2617,alifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Santa Clara,70000150,"Kaismer Foundation Hospital, San Jose",Appendix surgery,19,0.12,0
3011,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Alameda,630015029,"Kaiser Foundation Hospita, San Leandro",Appendix surgery,10,0.03,0
2016,California,"Healthcare Associated Infection, Surgical Site Infectionso (SSI)",Marin,110000944,"Kaiser Foundation Hospital, San Rafael",Appendix surgery,12,0.02,0
2292,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Santa Clara,70001355,"Kaiser Foundation Hospital, Sanfta Clara",Appendix surgery,104,0.51,0
2016,Caliornia,"Healthcare Associated Infetcion, Surgical Site Infections (SSI)",Somnoma,110000508,"Kaiser Foundation Hospital, Santa Rosa",Appendix surgery,39,0.07,0
2016,Calaifornia,"Healthcare Associated Infection, Surgical Site Infections( SSI)",Los Angeles,930000071,"Kaiser Foundation Hospital, South Bay",Appendix surgery,27,0.09,0
2016,Californxia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Sacramento,30000133,"Kaiser Foundation Hospital, SouthS acramento",Appendix surgery,52,0.22,1
2458,Califronia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San Maeto,220000009,"Kaiser Foundation Hspital, South San Francisco",Appendix srgery,11,0.01,0
2814,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Solano,630012364,"Kaiser Foundation Hospital, Vacaville",Appendix surgery,32,0.04,0
1519,aClifornia,"Healthcare Associated Infetcion, Surgical Site Infections (SSI)",Contra Costa,140000190,"Kaiser Foundation Hospital, Walnut Crek",Appendix surgery,73,0.35,0
1276,Califonia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",LosA ngeles,930000076,"Kaiser Foundation Hspital, West LA",Appendix surgery,20,0.06,0
2016,Califorina,"Healthcare Associated Infection, Surgical Sit Infections (SSI)",Los Angeles,930000290,"Kaiser Foundation Hospital, Woodland Hills",Appendix surgery,32,0.12,1
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Tulare,120001444,Kaweah Delta Medical Ceter,Appendix surgery,40,0.15,0
1724,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Kern,120000342,Kern Medical Center,Appendix surgery,27,0.1,1
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Orange,60000024,La Palma Intercommunity Hospital,Appendix surgery,5,0.0,0
2016,California,"fHealthcare Associated Infection, Surgical Site Infections (SSI)",Losk Angeles,60000027,LAC/Harbo UCLA Medical Center,Appendix surgery,54,0.22,0
1689,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,60000038,LAC/Olive View UCLA Medical Center,Appendix surgery,25,0.11,0
1629,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",os Angeles,60000040,LAC+USCk Medical Center,Appendix surgery,72,0.33,0
2773,Califonria,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Losk Angeles,930000047,Lakewood Regional Medical Center,Appendix surgery,3,0.01,0
2887,Claifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San Joaquin,30000139,oLdi Memorial Hospital,Appednix surgery,37,0.04,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San Bernardino,630015551,Loma Linda University Children's Hospital,Appendix surwgery,208,1.09,0
2016,Calfornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Riverside,630012971,Loma Linda University Medical Center - Murrieta,Appendix surgery,7,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Santa Barbara,50000018,Lompoc Valley Medicla Center,Appendix surgery,14,0.02,0
2744,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000095,Long Beach Memorial Medical Center,Appendix surgery,15,0.05,0
1161,California,"Healthcare Associated Infection, Surgical SiteI nfections (SSI)",Orange,60000025,Los Alamitos Medical Center,Appendix surgery,3,0.0,0
2016,Califoornia,"Healthcare Associated Infection ,Surgical Site Infections (SSI)",Los Angeles,930000085,Los Angeles Community Hospital,Appendix surgery,28,0.02,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Veontura,50000020,Los Robles Hospital & Medical Center,Appendix surgery,39,0.12,0
2016,Califonia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Santa Clara,70001349,Lucile Packard Children's Hospital Stanford,Appendix surgery,66,0.36,1
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Humboldt,110000021,Mad River Community Hospital,Appendix surgery,7,0.01,0
1595,alifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Madear,40000111,Madera Community Hospital,Appendix srgery,4,0.01,0
2016,Claifornia,"Healthcare Associated Infection, Surgical Site nIfections (SSI)",ono,240000005,Mammoth Hospital,Appendix surgery,5,0.0,0
2016,Califzornia,"Healthcare Associated Infection, Surgial Site Infections (SSI)",Santa Barbara,50000021,Marian Regional Medical Center,Appendix surgry,79,0.07,1
2573,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San LuisO bispo,50000009,"Marian Regional Medical Center, Arcroyo Grande",Appendix surgery,10,0.01,0
2016,Cailfornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Marin,110000953,Marin General Hospital,Appendix surgery,6,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site nfections (SSI)",Los Angeles,930000044,Marina Del Rey Hospital,Appendix surgery,2,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Calaveras,30000120,Mark Twain Medical Center,Awppendix surgery,6,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",El Dorado,30000121,Marshall Medical Center,Appendixs urgery,14,0.01,0
2016,Califoyrnia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,60000035,Martin Lutehr King Jr. Community Hospital,Appendix surgery,3,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Merced,40000110,Meorial Hospital Los Banos,Appendix surgery,20,0.02,0
2016,Caliornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Lose Angeles,930000092,Memorial Hospital of Gardqena,Appendix surgery,1,0.0,0
2016,California,"Healthcare Associated Infectino, Surgical Site Infections (SSI)",Stanislaus,30000123,Memorial Medical Center,Appendix sugrery,37,0.21,0
1695,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Mendocino,110000023,Mendocino Coast District Hospital,Appendix surgery,2,0.0,0
2016,Cailifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Riverside,250000727,Menifee Valley Medical Center,Appendi surgery,1,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Sacramevnto,30000124,ercy General Hospital,Appendix surgery,2,0.01,0
2016,alifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Kern,120000404,Mercy Hospital,Appendix surgery,8,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Sacramento,30000901,Mercy Hospital of Folsom,Appendix surgery,21,0.02,0
1536,Cailfornia,"Healthcare Associated Infection, Surgical Site Infections (SIS)",erced,40000113,Mercy Medical Center,Appendix surgey,12,0.02,0
2162,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Siskiyou,230000012,Mercy Medical Center Mt. Shasta,Appendix surgery,3,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Shatsa,230000010,Mercy Medical Center Redding,Appendi surgery,41,0.14,0
2016,Californa,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Sacramento,30000127,Mercy San Juan Medical Center,Appendix surgekry,27,0.09,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Kaern,120000701,Mercy Southwest Hospital,Appendix surgery,25,0.03,0
2016,California,"Healthcare Associated Infection, Surgcial Site Infections (SSI)",Sacarmento,30000037,Methodist Hospital of Sacramento,Appendix suqrgery,15,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000096,Methodist Hospital of Southern California,Appendix surgery,8,0.02,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San Mateo,220000017,Mills-Peninsula Medical Center,Appenix surgery,33,0.11,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Scan Bernardino,240000009,Montclair Hospital Medical Center,Appendix surgery,11,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000108,Monterey Park Hospital,Appendix surgery,30,0.02,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Motnerey,70000145,Natividad Medical Center,Appendix surgery,61,0.05,3
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Solano,110000010,Northbay Medical Centeur,Appendix surgery,13,0.02,0
2016,California,"Healthcare Associated Infection, Surgiacl Site Infections (SSI)",Solano,110000378,Northbay Vacavlaley Hospital,Appendix surgery,1,0.0,0
2016,Califronia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Ilnyo,240000037,Norvthern Inyo Hospital,Appendix surgery,8,0.01,0
1148,alifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000111,Northridge Hosital Medical Center,Apendix surgery,78,0.24,0
1051,California,"Healthcawre Associated Infection, Surgical Site Infections (SSI)",Marni,110000982,Novato Community Hospital,Appendix surgeriy,4,0.0,0
2016,California,"Healthcare Asociated Infection, Surgical Site Infections (SSI)",Stanislus,30000131,Oak Valley Hospital District,Appendix surgery,17,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Santa Clara,70000146,O'Connor Hospital,ppendix surgery,31,0.11,0
2016,Califorknia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000105,Olympia Medical Center,Appendix sunrgery,1,0.01,0
2016,Califonria,"Healthcare Associated Infection, Surgical Site Infections (SI)",Ornage,60000073,Orange County Global Medical Center,Appendix sumrgery,2,0.01,0
2963,Califrnia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",uBtte,230000014,Oroville Hospital,Appendix surgery,5,0.01,0
2703,California,Healthcare Associated Infection Surgical Site Infections (SSI),Los Angeles,930000057,Pacific Alliance Medical Center,vAppendix surgery,11,0.01,0
1545,aClifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000133,Pacifica Hospital of the Valley,Appendix surgery,3,0.0,0
2672,California,"Haelthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000077,Palmdale Regional Medical Center,Appendix surgery,11,0.01,0
2696,Calicfornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Riverside,250000042,Palo Verde Hospital,Appendix surgery,3,0.0,0
2016,Califonria,"Healthcare Asosciated Infection, Surgical Site Infections (SSI)",San Diego,630013873,Palomar Medical Center,Apopendix surgery,15,0.06,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Riverside,250000044,Parkview Community Hospitl Medical Center,Appendix surgery,24,0.02,0
2016,California,"Healthcare AssociatedI nfection, Surgical Site Infections (SSI)",onoma,110000040,Petalubma Valley Hospital,Appendix surgery,9,0.02,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000052,PIH Hospital -Downey,Appendx surgery,1,0.0,0
2026,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Imperial,90000146,Pioneers Memorial Healthcare District,Appendix surgey,8,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Orange,60000062,Placentia Linda Hospital,Appendix surgery,2,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Plumas,230000015,Plumas District Hospital,Appendix surgery,1,0.0,0
1938,Californai,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Sn Diego,80000147,Pomerado Hospital,Appendix surgery,5,0.01,0
