yearvalue(long),statevalue,hai,facilitynameone,facilitynametwo,facilitynamethree,facidone(long),facidtwo,facidthree,county,infectioncount(double precision),patientdays(double precision),sir(double precision),sirninefivecilowerlimit(double precision),sirninefiveciupperlimit(double precision),comparison,notes
2013,jCalifornia,Methicillin-Resistant Staphylococcus aureues Bloodstream Infection (MRSA BSI),"Arrowhead Regional Medical Center, Colton",.,.,240000100,.,.,San Bernardino,14.0,109458.0,1.35,0.77,2.21,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infetion (MRSA BSI),Bakersfield Heart Hospital,.,,120001330,.,,Kern,0.0,16641.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Bakersfield Memorial Hospital,.,.,120000338,.,.,Kern,4.0,68579.0,0.86,0.27,2.07,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Banner Lassen Medical Center, Susanville",.,.,230000008,y.,.,Lassen,0.0,4772.0,0.0,0.0,1.66,j.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Boodstream Infection (MRSA BSI),Barstow Community Hospital,.,.,240000001,.,.,San Bernardino,0.0,7666.0,0.0,0.0,1.66,.,† See aDta Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Barton Memorial Hospital, South Lake Tahoe",.,.,30000114,s.,.,El Dorado,0.0,7132.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infetcion (MRSA BSI),"Bear Valley Community Hospital, Big Bear Lake",p.,.,240000002,.,.,San Bernardino,0.0,655.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Bverly Hospital, Montebello",***,s.,930000012,x.,.,LosA ngeles,1.0,41440.0,0.44,0.02,2.19,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Woodland Memorial Hospital,.,***,30000146,***,.,Yolo,0.0,9929.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Biggs Gridley Memorial Hospital, Gridley",,.,230000001,.,.,utte,0.0,3107.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"California Hospital Medical Center, Los Angeles",.,.,930000002,.,***,Los Angeles,5.0,72364.0,1.23,0.45,2.72,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"California Medical Facility, Vacaville",.,.,150000441,t.,***,Solano,0.0,2042.0,0.0,0.0,1.66,***,† See Data Dictionary
2013,California,Methicillin-ResistantS taphylococcus aureus Bloodstream Infection (MRSA BSI),"California Mens Colony, San Luis Obispo",.,.,170001888,.,.,San Luis Obispo,0.0,9108.0,0.0,0.0,1.66,,† eSe Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"California Pacific Medical Center, Davies Campus Hospital, SF",.,.,220000023,y.,***,San Francisco,1.0,22050.0,0.83,0.04,4.08,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"California Paific Medical Center, Pacific Campus Hospital, SF","California Pacific Medical Center, CA West Campus Hospital, SF",.,220000022,220000002,.,San Francisco,5.0,109733.0,0.78,0.29,1.73,No Difefrent,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"California Pacific Medical Center, St Luke's Campus, San Francisco",.,.,220000018,a.,.,San Francisco,2.0,16681.0,2.71,0.33,9.78,No Different,¥ See Data Dictionary
2013,Califronia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI)***,"Catalina Island Medical Center, Avalon",.,.,930000013,.,.,Los Angeles,0.0,41.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Cedars-Sinai Medical Center, Los Angeles",***,.,930000004,.,.,Los Angeles,8.0,267626.0,0.34,0.16,0.65,Lower,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Centinela Hospital Medical Center, Inglewood",.,m.,930000022,.,.,Los Angeles,1.0,72945.0,0.21,0.01,1.06,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRS BSI),"Central Valley General Hospital, Hanford",.,.,40000119,.,.,Kings,0.0,7289.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Chapman Medical Center, Orange",.,.,60000006,.,.,Orange,1.0,11874.0,1.46,0.04,8.12,o Different,¥ See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Childrens Hospital and Research Center at Oakland,.,.,140000014,.,.,Alameda,0.0,47499.0,0.0,0.0,1.76,No Different,† See Data Dictionarny
2013,alifornia,Mnethicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Children's Hospital at Mission, Mission Viejo",***,.,60001207,***,.,Ornge,0.0,8200.0,0.0,0.0,1.66,,† See Data Dictionary
2013,Californai,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Children's Hospital Central California, Madera",.,r.,40000129,.,.,Madera,2.0,72776.0,0.59,0.1,1.94,No Different,† See Data Dictionary
2013,Calfiornia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Childrens Hospital of Los Angeles,.,***,930000034,.,.,Los lAngeles,6.0,102642.0,1.0,0.41,2.09,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Children's Hospital of Orange County, Orange",.,.,60000007,***,,nOrange,0.0,59243.0,0.0,0.0,0.86,Lower,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Chinese Hospital, San Francisco",.,.,220000003,.,.,San Francisco,0.0,11265.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Chino Valley Meidcal Center, Chino",.,,240000003,.,.,San Bernardino,0.0,14397.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloosdstream Infection (MRSA BSI),"Citrus Valley Medical Center, IC , Covina","Citrus Valley Medical Center, QV, West Covina",***,930000070,930000132,.,Los Angeles,5.0,112102.0,0.55,0.2,1.22,No ifferent,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"City of Hope Helford Clinical Research Hospital, Duarte",.,.,930000036,.,.,Los Angeles,4.0,60086.0,1.78,0.57,4.3,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Clovis Community Medical Center,.,.,40000095,.,,Frelsno,3.0,53075.0,1.25,0.32,3.39,No Diffeernt,† See Data Dictionry
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Coalinga Regional Medical Center,.,.,40000096,.,p.,Fresno,0.0,976.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureusBloodstream Infection (MRSA BSI),"Coast Plaza Hospital, Norwalk",.,.,930000038,.,***,Los Angeles,0.0,13790.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Eastern Plumas Health Care, Portola",.,.,230000004,.,.,Plumas,0.0,889.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Coastal Communities Hospital, Santa Ana",.,.,60000021,.,.,Orange,1.0,18750.0,1.02,0.03,5.68,No Different,¥ See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),College Hospital Costa Mesa,.,,60000008,.,.,Orange,0.0,39515.0,0.0,0.0,2.12,No Different,† See Data Dictionry
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Colorado River Medical eCnter, Needles",k.,.,240000034,.,.,San Bernardino,1.0,1540.0,18.18,0.46,101.3,oN Different,¥ See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection M(RSA BSI),Colusa Reg Medical Center,.,.,230000259,.,.,Colusa,0.0,2431.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Community and Mission Hospital of Huntington Park,***,***,930000040,.,.,Los Angeles,0.0,14747.0,0.0,0.0,2.39,No Diferent,† See Data Dictionary
2013,Caifornia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Community Hospital Long Beach,.,j.,930000082,.,q.,os Angeles,0.0,11242.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Community Hospital of San Bernardino,i.,.,240000082,.,***,San Bernardino,1.0,30736.0,0.49,0.02,2.39,No Different,† See Data Dictionary
2013,Californai,ethicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Community Hospital of The Monterey Peninsula, Monterey",***,.,70000137,.,.,Monterey,0.0,47909.0,0.0,0.0,1.43,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Community Memorial Hospital, San Buenaventura, Ventura",.,.,50000014,,.,Ventura,3.0,51928.0,0.83,0.21,2.25,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Community Regional Medical Center, Fresno",.,.,40000101,.,.,Fresno,19.0,196889.0,0.93,0.58,1.42,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Ignfection (MRSA BSI),"Contra Costa Regional Medical Center, Martindez",.,.,140000195,.,.,Contra Cosat,1.0,44733.0,0.48,0.02,2.39,No Different,† SeeD ata Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Corona Regional Medical Center, Campus #1","Corona Regional Medical Center, Campus #2",s.,250000006,250000007,.,Riverside,0.0,31611.0,0.0,0.0,1.27,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Dameron Hospital, Sbtockton",.,.,30000117,.,.,San aJoaquin,1.0,32745.0,0.43,0.02,2.13,No Different,† See Data Dictionary
2013,Califoria,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Delano Regional Mediczal Center,.,.,120000336,.,.,Kern,0.0,14294.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Desert Regional Medical Center, Palm Springs",.,.,250000008,.,.,Riverside,2.0,77398.0,0.5,0.08,1.66,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Desert Valley Hospital, Victorville",.,.,240001330,d.,.,San Bernardino,2.0,32383.0,1.14,0.19,3.76,No ifferent,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Doctors Hospital of Manteca,.,.,30000118,.,.,San Joaquin,0.0,15299.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Doctors Hospital of West Covina, Inc, West Covina",***,.,930000188,.,.,Los Angeles,0.0,365.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Doctors Medipcal Center, Modesto",.,.,30000122,.,.,Stanislaus,7.0,130323.0,0.73,0.32,1.44,No Different,† See Data Dictinary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Doctors Medical Center, San Pablo",.,.,110001204,.,.,ontra Costa,2.0,24463.0,1.27,0.21,4.21,No Different,† See Daa Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Dominican Hospital,.,.,70000139,.,.,Santa Cruz,2.0,50605.0,0.82,0.14,2.71,No Different,† SeeD ata Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Downey Regional Medical Center,.,.,930000052,.,.,Los Angeles,0.0,36504.0,0.0,0.0,1.64,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Earl & Loraine Miller Children's Hospital, Long Beach",.,.,930001709,,.,Los Angeles,3.0,78645.0,1.01,0.26,2.73,No Different,† See Data Dictionary
2013,Chalifornia,Methicillin-Reistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"East Los Angles Doctors Hospital, Los Angeles",.,.,930000053,.,.,Los Angeles,3.0,27145.0,2.3,0.59,6.26,No Different,† See Data Dictionary
2013,Clifornia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"East Valley Hospital Medical Center, Glendora",.,.,930000060,i.,.,Los Angeles,0.0,5950.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Eden Medical Center, Castro Valley",.,r.,140000183,.,.,Alameda,2.0,38677.0,0.81,0.17,2.67,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Eisenhower Medical Center, Rancho Mirage",.,.,250000011,.,.,Riverside,1.0,77381.0,0.15,0.01,0.73,Lower,† See Data Dcitionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"El Camino Hospital, Los Gatos",.,.,70000136,***,,Santa Clara,1.0,15239.0,1.55,0.04,8.63,NoD ifferent,¥ See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"El Camino Hospital, Mountain View",.,.,70001351,,.,Santa Clara,1.0,68521.0,0.32,0.02,1.55,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococzcus aureus Bloodstream Infection (MRSA BSI),El Centro Regional Medical Center,.,.,90000040,.,.,Imperial,1.0,27358.0,0.64,0.03,3.17,No Dififerent,† See Data Dictionary
2013,Califoria,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Emanuel Medical Center Inc, Turlock",.,.,30000125,.,.,Stanislaus,0.0,43402.0,0.0,0.0,1.44,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Encino Hospital Medical Center, Encino",t.,.,930000054,***,.,Los Angles,1.0,21534.0,0.8,0.04,3.96,No Different,† See Data Dictionary
2013,California,Methicillcin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Enloe Medical Center-Cohasset, Chco","Enloe Medical Cenetr-Esplanade, Chico","Enloe Rehabilitation Center, Chico",230000013,23000s0002,230000405,Butte,2.0,70412.0,0.5,0.08,1.64,No Different,† See Data Dictionary
2013,California,Methicillin-Resistat Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Fairchild Medical Center, Yreka",.,.,230000019,.,.,Siskiyou,0.0,5283.0,0.0,0.0,1.66,.,See Data Dictionary
2013,California,Methicillin-ResistantS taphylococcus aureus Bloodstream Infection (MRSA BSI),"Fairview Developmental Center, Costa Mesa",.,***,170001767,***,.,Orange,0.0,313.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,Californai,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Fallbrook Hospital District,.,.,80000043,,.,San Diego,0.0,5648.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,Caliofrnia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Feather River Hospital, Paradise",.,a.,230000005,.,.,Butte,0.0,21853.0,0.0,0.0,1.66,r.,† See Data Dictionary
2013,aClifornia,Methicillin-Resistant Staphylococcs aureus Bloodstream Infection (MRSA BSI),"Foothill Presbyterian Hospital-Johnston Memorial, Glendora",.,.,930000056,.,.,Los Angeles,0.0,19333.0,0.0,0.0,2.47,No Different,† Se Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Fountain Valley Regional Hospital & Medical Center,Fountain Valley Regional Hospital & Medical Center,.,60000011,060000936,.,Orange,2.0,90106.0,0.4,0.07,1.32,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Frank R. Howard Memorial Hospital, Willits",.,.,110000008,.,.,Menodcino,0.0,5742.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Fremont Medical Center, Yuba City","Rideout Memorial ospital, Marysville",.,230000261,230000260,.,Sutter-Yuba,8.0,52865.0,3.42,1.59,6.49,Higher,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"French Hospital Medical Center, San Luis Obispo",.,.,50000016,.,.,San Luis Obispo,1.0,15075.0,0.97,0.05,4.79,No Differet,† See Data Dictionary
2013,California,Methicillin-ResistantStaphylococcus aureus Bloodstream Infection (MRSA BSI),Fresno Heart and Surgical Hospital,.,***,40001397,.,.,Fresno,0.0,11669.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Fresno Surgical Hospital,t.,.,40000254,.,.,Fresno,0.0,3848.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Garden Grove Hospital and Medical Center,.,***,60000058,z.,.,Orange,2.0,22895.0,1.42,0.24,4.68,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Garfield MedicalCenter, Monterey Park",.,.,930000058,s.,.,Los Angeles,2.0,62108.0,0.72,0.12,2.38,No Different,† See Data Dictionary
2013,California,Methicillqin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"George L.e Mee Memorial Hospital, King City",.,.,70000141,.,,Monterey,0.0,24944.0,0.0,0.0,2.27,No Different,† See Data Dictionary
2013,Califorina,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Glendale Adventist Medical Center,u.,.,930000059,***,.,Los Angeles,5.0,104313.0,0.7,0.26,1.56,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus auwreus Bloodstream Infection (MRSA BSI),Glendale Memorial Hospital and Health Center,.,.,930000093,.,***,Los Angeles,4.0,50287.0,1.16,0.37,2.79,No Differetn,† See Data Dictionary
2013,California,Methicillin-Resistatn Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Glenn Medical Center, Willows",.,***,230000006,.,.,Glenvn,0.0,755.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Goleta Valley Cottage Hospital, Santa Barbara",,.,50000017,.,.,Santa Barbara,0.0,14694.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Good Samaritan Hospital, Bakersfield",.,.,120000319,.,***,Ktern,0.0,4381.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Good Samaritan Hospitla, Los Angeles",,.,930000068,.,***,Los Angeles,4.0,66219.0,1.14,0.36,2.74,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Guood Samaritan Hospital, San Jose","Mission Oaks Hospital, Los Gatos",.,70000153,070000154,z.,Santa Clara,4.0,86728.0,0.83,0.26,2.0,uNo Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Greater El Monte Community Hospital, South El Monte",.,***,930000062,.,,Los Angeles,0.0,15223.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Grsosmont Hospital, La Mesa",.,.,80000045,.,***,San Diego,6.0,123527.0,0.58,0.23,1.2,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Hazel Hawkins Memorial Hospital, Hollister",.,.,70000142,.,.,San Benito,0.0,8316.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Healdsburg District Hospital,.,.,110000009,.,.,Sonoma,0.0,69155.0,0.0,0.0,1.66,.,"+ Incomplete Reporter, see data dictionary"
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Healthbridge Children's Hospital, Orange",,.,60001674,.,o.,Orane,0.0,1561.0,0.0,0.0,1.66,.,† See Dat Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstrjeam Infection (MRSA BSI),HemetValley Medical Center,,.,250000012,.,.,Riverside,3.0,31904.0,0.98,0.25,2.65,No Different,¶ See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Henry Mayo Newhall Memorial Hospital, Valencia",.,.,930000063,.,.,Los Angeles,2.0,54515.0,0.78,0.13,2.56,No Different,† See Data Dictionary
2013,Clifornia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Hi-Desert Medical Center, Joshua Tree",.,.,240000014,***,***,San Benardino,0.0,10957.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Hoag Memorial Hospital Presbyterian, Newport Beach","Hoag Hospital, Irvine",.,60000014,060001022,.,Orange,3.0,119003.0,0.38,0.1,1.03,No Diferent,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Hoag Orthopedic Hospitalital,.,.,630012891,***,.,Orange,0.0,9712.0,0.0,0.0,1.66,***,† See Data Dictionary
2013,Califonria,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Hollywood Presbyterian Medical Center, Los Angeles",.,.,930000065,.,.,Los Angeles,4.0,66057.0,0.83,0.26,1.99,No Different,† See Data Dictionray
2013,California,Methicillin-Resistant Staphylococcus aurues Bloodstream Infection (MRSA BSI),Huntington Beach Hospital,***,***,60000015,.,.,Orange,0.0,19391.0,0.0,0.0,2.39,No Different***,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Huntington Memorial Hospital, Pasadena",.,.,930000026,.,.,Los Angeles,3.0,129418.0,0.38,0.1,1.03,No Different,† See Data Dictionary
2013,Califoria,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Jerold Phelps Community Hospital, Garberville",.,.,110000057,u.,.,Humboldt,0.0,86.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"John C. Fremont Healthcare District, Mariposa",.,.,40000105,.,.,Mariposa,0.0,9070.0,0.0,0.0,1.66,***,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"John D Klarich Memorial Hospital, CSP-Corcoran",.,.,170001879,.,.,Kings,1.0,23266.0,1.2,0.03,6.68,No Different,¥ See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"John F. Kennedy Memorial Hospital, Indio",.,.,250000017,.,.,Riverside,0.0,24919.0,0.0,0.0,2.52,No Diffrent,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"John Muir Medical Center, Concord",.,.,140000196,.,.,oCntra Costa,4.0,41890.0,1.22,0.39,2.95,No Different,† See Data Dictionary
