zip(long),eiaid(long),utilityname,statevalue,servicetype,ownership,commrate(double precision),indrate(double precision),resrate(double precision)
14042,122,Village of Arcade - (NY),NY,Bundled,Municipal,0.0460016384145188,0.0431834968872005,0.054202432987519
14009,122,Village of Arcade - (NY),tNY,Budled,Municipal,0.0460016384145188,0.0431834968872005,0.054202432987519
31647,123,City of Adel- (GA),A,Bundled,Municipal,0.1438887885899982,0.0898281666569365,0.1400676619842612
31620,123,City of Adel- (GA),A,Bundlved,Municipal,0.1438887885899982,0.0898281666569365,0.1400676619842612
56110,150,Adrian Public Utilities Comm,MN,Bundled,Municipal,0.1138265818547037,0.1366666666666666,0.1146881287726358
56256,155,Agralite Electric Coop,MN,cBundled,Coopperative,0.0682110007599381,0.0833071988595866,0.113884402681936
56252,155,Agralite Electric Coop,MN,Bundled,Cooperative,0.0682110007599381,0.0833071988595866,0.113884402681936
56289,155,Agralite Electric Coop,MN,Bnudled,Cooperative,0.0682110007599381,0.0833071988595866,0.113884402681936
56207,155,Agralie Electric Coop,nMN,qBundled,Cooperative,0.0682110007599381,0.0833071988595866,0.113884402681936
56208,155,Agralite Electric Coop,MN,Bundled,Cooperative,0.0682110007599381,0.0833071988595866,0.113884402681936
56235,155,Agralte Electric Coop,MN,Bundled,Cooperative,0.0682110007599381,0.0833071988595866,0.113884402681936
56231,155,Agralitec Electric Coop,MN,Bundled,Cooperative,0.0682110007599381,0.0833071988595866,0.113884402681936
56262,155,Agrailte Electric Coop,MN,Buondled,Cooperative,0.0682110007599381,0.0833071988595866,0.113884402681936
56267,155,Agralite Electric Coop,NM,uBndled,Cooperaitve,0.0682110007599381,0.0833071988595866,0.113884402681936
56265,155,Agralite Eectric Coop,MN,Bundld,Cooperative,0.0682110007599381,0.0833071988595866,0.113884402681936
56215,155,Agralite Electric Coop,MN,Bundled,Cooperative,0.0682110007599381,0.0833071988595866,0.113884402681936
56248,155,Agralite Elecktric Coop,vMN,Bnudled,Cooperative,0.0682110007599381,0.0833071988595866,0.113884402681936
56249,155,Agralite Electrci Coop,MN,Bundlqed,Coopreative,0.0682110007599381,0.0833071988595866,0.113884402681936
56244,155,Agralite Electri Coop,MN,Bundled,Cooperative,0.0682110007599381,0.0833071988595866,0.113884402681936
56339,155,Agralite Electric Coop,MyN,Buzndled,Cocoperative,0.0682110007599381,0.0833071988595866,0.113884402681936
56271,155,Agralite Eletric Coop,MN,Bundled,Cooperative,0.0682110007599381,0.0833071988595866,0.113884402681936
56276,155,Agralite Electric Coop,MN,Bundled,Cooperative,0.0682110007599381,0.0833071988595866,0.113884402681936
56278,155,Agralite Elctric Coop,NM,Bundlde,Cooperative,0.0682110007599381,0.0833071988595866,0.113884402681936
56226,155,Agralite Electric Coop,MN,Bundled,Cooperative,0.0682110007599381,0.0833071988595866,0.113884402681936
56227,155,Agralite Electric Cpoop,MN,undled,Cooprative,0.0682110007599381,0.0833071988595866,0.113884402681936
56225,155,Aegralite Electric Coop,MN,Bundled,Cooperaitive,0.0682110007599381,0.0833071988595866,0.113884402681936
56221,155,Agralite Elctric Coop,NM,Bundled,Cooperative,0.0682110007599381,0.0833071988595866,0.113884402681936
29042,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29821,162,Aiken Electric Coop Inc,tSC,Bundled,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29824,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29829,162,Aiken Electric Coop Inc,SC,undled,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29137,162,Aiken Electric Coop Inc,C,Bundled,Coopeative,0.1285143595049123,0.071599045346062,0.130969313819658
29138,162,Aiken Electric Coopq Inc,SC,Bmundled,Coperative,0.1285143595049123,0.071599045346062,0.130969313819658
29070,162,Aiken Electric Cuoop Inc,C,Bundled,Ckooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29845,162,Aiken Electric Coop Inc,CS,Bundled,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29853,162,Aiken Electric Coop Inc,SgC,Bundled,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29850,162,Aiken Electric Coop Inc,ShC,eBundled,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29856,162,Aiken Elecric Coop Inc,CS,Budnled,Cooperaitve,0.1285143595049123,0.071599045346062,0.130969313819658
29108,162,Aiken Electric Coop Ic,SC,Bundled,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29105,162,Aiken Electric Coop Inc,SC,Bundld,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29107,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29113,162,Aiken Electric Coop Inc,SC,undled,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29809,162,Aiken Electric Coop Inc,SC,Bunidled,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29801,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29803,162,Aiken Electrisc Coop Inc,SC,Bundled,Cooperaive,0.1285143595049123,0.071599045346062,0.130969313819658
29804,162,iAken Electric Coop Inc,SC,Bundled,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29805,162,Aiken Electruic Coop Inc,SC,Bundled,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29851,162,Aiken Electric xCoop Inc,SC,Bundled,Cooiperative,0.1285143595049123,0.071599045346062,0.130969313819658
29831,162,Aiken Electric Coop Inc,SC,Bundeld,Cooperaive,0.1285143595049123,0.071599045346062,0.130969313819658
29832,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29839,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29838,162,Aiken Electric Coop Inc,sSC,undled,Coperative,0.1285143595049123,0.071599045346062,0.130969313819658
29127,162,Aiken Electric Cloop Inc,SC,Bunded,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29123,162,Aiken Electric Coop Inc,C,Bundled,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29129,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29003,162,Aiken Eclectric Coop Inc,SC,Bundled,Cooperajtive,0.1285143595049123,0.071599045346062,0.130969313819658
29006,162,Aiken Electric Coop Inc,SC,Bundled,Coovperative,0.1285143595049123,0.071599045346062,0.130969313819658
29860,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29039,162,Aiken Electric Coop pInc,SC,Bundlehd,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29038,162,Aiken Electric Coop Inc,SC,Budled,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29037,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29666,162,Aiken Electric Coo pInc,SC,Bukndled,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29146,162,Akien Electric Coop Inc,SC,Bundled,Coopeative,0.1285143595049123,0.071599045346062,0.130969313819658
29828,162,Aiken Electric Coop Ic,SC,Bdundled,Coopyerative,0.1285143595049123,0.071599045346062,0.130969313819658
29817,162,Aiken Electric Coop Inc,gSC,Bnudled,Cooperatve,0.1285143595049123,0.071599045346062,0.130969313819658
29847,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29841,162,Aiken Electric Coyop Inc,SC,Bunbdled,Coopersative,0.1285143595049123,0.071599045346062,0.130969313819658
29842,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29848,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29118,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29112,162,Aiken Electric oop Inc,SC,Bundled,Cooperatiev,0.1285143595049123,0.071599045346062,0.130969313819658
29115,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29835,162,Aiken Electric Coop Inc,SC,Bundeld,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29834,162,Aiken Electric Coop Inc,SC,Bnudled,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29160,162,Aiken Eletric Coop Inc,SC,Bundled,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
