objectid,datevalue,countvalue
55.0,05/20/2020 10:00:00 AM,2993.0
56.0,05/21/2020 10:00:00 AM,3099.0
57.0,05/22/2020 10:00:00 AM,3243.0
58.0,05/23/2020 10:00:00 AM,3283.0
59.0,05/24/2020 10:00:00 AM,3319.0
60.0,05/25/2020 10:00:00 AM,3329.0
61.0,05/26/2020 10:00:00 AM,3334.0
62.0,05/27/2020 10:00:00 AM,3401.0
63.0,05/28/2020 10:00:00 AM,3468.0
64.0,05/29/2020 10:00:00 AM,3571.0
65.0,05/30/2020 10:00:00 AM,3649.0
66.0,05/31/2020 10:00:00 AM,3764.0
67.0,06/01/2020 10:00:00 AM,3782.0
68.0,06/02/2020 10:00:00 AM,3855.0
69.0,06/03/2020 10:00:00 AM,3970.0
70.0,06/04/2020 10:00:00 AM,3985.0
71.0,06/05/2020 10:00:00 AM,4159.0
72.0,06/06/2020 10:00:00 AM,4175.0
73.0,06/07/2020 10:00:00 AM,4240.0
74.0,06/08/2020 10:00:00 AM,4240.0
75.0,06/09/2020 10:00:00 AM,4279.0
76.0,06/10/2020 10:00:00 AM,4310.0
77.0,06/11/2020 10:00:00 AM,4365.0
78.0,06/12/2020 10:00:00 AM,4474.0
79.0,06/13/2020 10:00:00 AM,4536.0
80.0,06/14/2020 10:00:00 AM,4541.0
81.0,06/15/2020 10:00:00 AM,4567.0
82.0,06/16/2020 10:00:00 AM,4579.0
83.0,06/17/2020 10:00:00 AM,4596.0
84.0,06/18/2020 10:00:00 AM,4640.0
85.0,06/19/2020 10:00:00 AM,4685.0
86.0,06/20/2020 10:00:00 AM,4745.0
87.0,06/21/2020 10:00:00 AM,4773.0
88.0,06/22/2020 10:00:00 AM,4776.0
89.0,06/23/2020 10:00:00 AM,4797.0
90.0,06/24/2020 10:00:00 AM,4810.0
91.0,06/25/2020 10:00:00 AM,4874.0
92.0,06/26/2020 10:00:00 AM,4903.0
93.0,06/27/2020 10:00:00 AM,4935.0
94.0,06/28/2020 10:00:00 AM,4976.0
95.0,06/29/2020 10:00:00 AM,4979.0
96.0,06/30/2020 10:00:00 AM,4982.0
97.0,07/01/2020 10:00:00 AM,5001.0
98.0,07/02/2020 10:00:00 AM,5013.0
99.0,07/03/2020 10:00:00 AM,5023.0
100.0,07/04/2020 10:00:00 AM,5025.0
101.0,07/05/2020 10:00:00 AM,5029.0
102.0,07/06/2020 10:00:00 AM,5029.0
103.0,07/07/2020 10:00:00 AM,5036.0
104.0,07/08/2020 10:00:00 AM,5085.0
105.0,07/09/2020 10:00:00 AM,5132.0
106.0,07/10/2020 10:00:00 AM,5132.0
107.0,07/11/2020 10:00:00 AM,5190.0
108.0,07/12/2020 10:00:00 AM,5230.0
109.0,07/13/2020 10:00:00 AM,5230.0
110.0,07/14/2020 10:00:00 AM,5238.0
111.0,07/15/2020 10:00:00 AM,5238.0
112.0,07/16/2020 10:00:00 AM,5286.0
113.0,07/17/2020 10:00:00 AM,5286.0
114.0,07/18/2020 10:00:00 AM,5344.0
115.0,07/19/2020 10:00:00 AM,5344.0
116.0,07/20/2020 10:00:00 AM,5344.0
117.0,07/21/2020 10:00:00 AM,5380.0
118.0,07/22/2020 10:00:00 AM,5434.0
119.0,07/23/2020 10:00:00 AM,5434.0
120.0,07/24/2020 10:00:00 AM,5434.0
121.0,07/25/2020 10:00:00 AM,5434.0
122.0,07/26/2020 10:00:00 AM,5434.0
123.0,07/27/2020 10:00:00 AM,5434.0
124.0,07/28/2020 10:00:00 AM,5592.0
125.0,07/29/2020 10:00:00 AM,5592.0
126.0,07/30/2020 10:00:00 AM,5592.0
127.0,07/31/2020 10:00:00 AM,5689.0
128.0,08/01/2020 10:00:00 AM,5713.0
129.0,08/02/2020 10:00:00 AM,5713.0
130.0,08/03/2020 10:00:00 AM,5740.0
131.0,08/04/2020 10:00:00 AM,5740.0
132.0,08/05/2020 10:00:00 AM,5749.0
133.0,08/06/2020 10:00:00 AM,5790.0
134.0,08/07/2020 10:00:00 AM,5838.0
135.0,08/08/2020 10:00:00 AM,5899.0
136.0,08/09/2020 10:00:00 AM,5910.0
137.0,08/10/2020 10:00:00 AM,5910.0
138.0,08/11/2020 10:00:00 AM,5935.0
139.0,08/12/2020 10:00:00 AM,5956.0
140.0,08/13/2020 10:00:00 AM,5962.0
141.0,08/14/2020 10:00:00 AM,5962.0
142.0,08/15/2020 10:00:00 AM,5995.0
143.0,08/16/2020 10:00:00 AM,6004.0
144.0,08/17/2020 10:00:00 AM,6008.0
145.0,08/18/2020 10:00:00 AM,6008.0
146.0,08/19/2020 10:00:00 AM,6030.0
147.0,08/20/2020 10:00:00 AM,6040.0
148.0,08/21/2020 10:00:00 AM,6047.0
149.0,08/22/2020 10:00:00 AM,6047.0
150.0,08/23/2020 10:00:00 AM,6047.0
151.0,08/24/2020 10:00:00 AM,6047.0
152.0,08/25/2020 10:00:00 AM,6056.0
153.0,08/26/2020 10:00:00 AM,6061.0
154.0,08/27/2020 10:00:00 AM,6080.0
155.0,08/28/2020 10:00:00 AM,6124.0
156.0,08/29/2020 10:00:00 AM,6124.0
157.0,08/30/2020 10:00:00 AM,6124.0
158.0,08/31/2020 10:00:00 AM,6124.0
159.0,09/01/2020 10:00:00 AM,6976.0
160.0,09/02/2020 10:00:00 AM,7026.0
161.0,09/03/2020 10:00:00 AM,7039.0
162.0,09/04/2020 10:00:00 AM,7072.0
163.0,09/05/2020 10:00:00 AM,7099.0
164.0,09/06/2020 10:00:00 AM,7103.0
165.0,09/07/2020 10:00:00 AM,7112.0
166.0,09/08/2020 10:00:00 AM,7142.0
167.0,09/09/2020 10:00:00 AM,7157.0
168.0,09/10/2020 10:00:00 AM,7166.0
169.0,09/11/2020 10:00:00 AM,7186.0
170.0,09/12/2020 10:00:00 AM,7221.0
171.0,09/13/2020 10:00:00 AM,7225.0
172.0,09/14/2020 10:00:00 AM,7229.0
173.0,09/15/2020 10:00:00 AM,7254.0
174.0,09/16/2020 10:00:00 AM,7286.0
175.0,09/17/2020 10:00:00 AM,7311.0
176.0,09/18/2020 10:00:00 AM,7351.0
177.0,09/19/2020 10:00:00 AM,7374.0
178.0,09/20/2020 10:00:00 AM,7377.0
179.0,09/21/2020 10:00:00 AM,7377.0
180.0,09/22/2020 10:00:00 AM,7394.0
181.0,09/23/2020 10:00:00 AM,7396.0
182.0,09/24/2020 10:00:00 AM,7416.0
183.0,09/25/2020 10:00:00 AM,7431.0
184.0,09/26/2020 10:00:00 AM,7458.0
185.0,09/27/2020 10:00:00 AM,7463.0
186.0,09/28/2020 10:00:00 AM,7476.0
187.0,09/29/2020 10:00:00 AM,7509.0
188.0,09/30/2020 10:00:00 AM,7536.0
189.0,10/01/2020 10:00:00 AM,7568.0
190.0,10/02/2020 10:00:00 AM,7606.0
191.0,10/03/2020 10:00:00 AM,7652.0
192.0,10/04/2020 10:00:00 AM,7653.0
193.0,10/05/2020 10:00:00 AM,7657.0
194.0,10/06/2020 10:00:00 AM,7661.0
195.0,10/07/2020 10:00:00 AM,7665.0
196.0,10/08/2020 10:00:00 AM,7676.0
197.0,10/09/2020 10:00:00 AM,7704.0
198.0,10/10/2020 10:00:00 AM,7721.0
199.0,10/11/2020 10:00:00 AM,7738.0
200.0,10/12/2020 10:00:00 AM,7738.0
201.0,10/13/2020 10:00:00 AM,7744.0
202.0,10/14/2020 10:00:00 AM,7812.0
203.0,10/15/2020 10:00:00 AM,7851.0
204.0,10/16/2020 10:00:00 AM,7869.0
205.0,10/17/2020 10:00:00 AM,7880.0
206.0,10/18/2020 10:00:00 AM,7890.0
207.0,10/19/2020 10:00:00 AM,7892.0
208.0,10/20/2020 10:00:00 AM,7926.0
209.0,10/21/2020 10:00:00 AM,7960.0
210.0,10/22/2020 10:00:00 AM,7999.0
211.0,10/23/2020 10:00:00 AM,8030.0
212.0,10/24/2020 10:00:00 AM,8055.0
213.0,10/25/2020 10:00:00 AM,8064.0
214.0,10/26/2020 10:00:00 AM,8067.0
215.0,10/27/2020 10:00:00 AM,8099.0
216.0,10/28/2020 10:00:00 AM,8117.0
217.0,10/29/2020 10:00:00 AM,8144.0
218.0,10/30/2020 10:00:00 AM,8164.0
219.0,10/31/2020 10:00:00 AM,8181.0
220.0,11/01/2020 10:00:00 AM,8199.0
221.0,11/02/2020 10:00:00 AM,8201.0
222.0,11/03/2020 10:00:00 AM,8223.0
223.0,11/04/2020 10:00:00 AM,8235.0
224.0,11/05/2020 10:00:00 AM,8255.0
225.0,11/06/2020 10:00:00 AM,8262.0
226.0,11/07/2020 10:00:00 AM,8284.0
227.0,11/08/2020 10:00:00 AM,8291.0
228.0,11/09/2020 10:00:00 AM,8297.0
229.0,11/10/2020 10:00:00 AM,8305.0
230.0,11/11/2020 10:00:00 AM,8313.0
231.0,11/12/2020 10:00:00 AM,8323.0
232.0,11/13/2020 10:00:00 AM,8343.0
233.0,11/14/2020 10:00:00 AM,8362.0
234.0,11/15/2020 10:00:00 AM,8374.0
235.0,11/16/2020 10:00:00 AM,8380.0
236.0,11/17/2020 10:00:00 AM,8408.0
237.0,11/18/2020 10:00:00 AM,8421.0
238.0,11/19/2020 10:00:00 AM,8441.0
239.0,11/20/2020 10:00:00 AM,8474.0
240.0,11/21/2020 10:00:00 AM,8498.0
241.0,11/22/2020 10:00:00 AM,8506.0
242.0,11/23/2020 10:00:00 AM,8511.0
243.0,11/24/2020 10:00:00 AM,8517.0
244.0,11/25/2020 10:00:00 AM,8549.0
245.0,11/26/2020 10:00:00 AM,8561.0
246.0,11/27/2020 10:00:00 AM,8565.0
247.0,11/28/2020 10:00:00 AM,8599.0
248.0,11/29/2020 10:00:00 AM,8607.0
249.0,11/30/2020 10:00:00 AM,8608.0
250.0,12/01/2020 10:00:00 AM,8613.0
251.0,12/02/2020 10:00:00 AM,8648.0
252.0,12/03/2020 10:00:00 AM,8675.0
253.0,12/04/2020 10:00:00 AM,8751.0
254.0,12/05/2020 10:00:00 AM,8780.0
255.0,12/06/2020 10:00:00 AM,8785.0
256.0,12/07/2020 10:00:00 AM,8797.0
257.0,12/08/2020 10:00:00 AM,8801.0
258.0,12/09/2020 10:00:00 AM,8833.0
259.0,12/10/2020 10:00:00 AM,8878.0
260.0,12/11/2020 10:00:00 AM,8910.0
261.0,12/12/2020 10:00:00 AM,8938.0
262.0,12/13/2020 10:00:00 AM,8944.0
263.0,12/14/2020 10:00:00 AM,8951.0
264.0,12/15/2020 10:00:00 AM,8958.0
265.0,12/16/2020 10:00:00 AM,8966.0
266.0,12/17/2020 10:00:00 AM,9044.0
267.0,12/18/2020 10:00:00 AM,9064.0
268.0,12/19/2020 10:00:00 AM,9098.0
269.0,12/20/2020 10:00:00 AM,9114.0
270.0,12/21/2020 10:00:00 AM,9128.0
271.0,12/22/2020 10:00:00 AM,9128.0
272.0,12/23/2020 10:00:00 AM,9197.0
273.0,12/24/2020 10:00:00 AM,9197.0
274.0,12/25/2020 10:00:00 AM,9272.0
275.0,12/26/2020 10:00:00 AM,9272.0
276.0,12/27/2020 10:00:00 AM,9300.0
277.0,12/28/2020 10:00:00 AM,9300.0
278.0,12/29/2020 10:00:00 AM,9302.0
279.0,12/30/2020 10:00:00 AM,9302.0
280.0,12/31/2020 10:00:00 AM,9355.0
281.0,01/01/2021 10:00:00 AM,9358.0
282.0,01/02/2021 10:00:00 AM,9374.0
283.0,01/03/2021 10:00:00 AM,9378.0
284.0,01/04/2021 10:00:00 AM,9383.0
285.0,01/05/2021 10:00:00 AM,9388.0
286.0,01/06/2021 10:00:00 AM,9391.0
287.0,01/07/2021 10:00:00 AM,9404.0
288.0,01/08/2021 10:00:00 AM,9419.0
289.0,01/09/2021 10:00:00 AM,9427.0
290.0,01/10/2021 10:00:00 AM,9427.0
291.0,01/11/2021 10:00:00 AM,9431.0
292.0,01/12/2021 10:00:00 AM,9434.0
293.0,01/13/2021 10:00:00 AM,9439.0
294.0,01/14/2021 10:00:00 AM,9443.0
295.0,01/15/2021 10:00:00 AM,9444.0
296.0,01/16/2021 10:00:00 AM,9451.0
297.0,01/17/2021 10:00:00 AM,9454.0
298.0,01/18/2021 10:00:00 AM,9455.0
299.0,01/19/2021 10:00:00 AM,9456.0
300.0,01/20/2021 10:00:00 AM,9457.0
301.0,01/21/2021 10:00:00 AM,9459.0
302.0,01/22/2021 10:00:00 AM,9469.0
303.0,01/23/2021 10:00:00 AM,9471.0
304.0,01/24/2021 10:00:00 AM,9474.0
305.0,01/25/2021 10:00:00 AM,9474.0
306.0,01/26/2021 10:00:00 AM,9477.0
307.0,01/27/2021 10:00:00 AM,9479.0
308.0,01/28/2021 10:00:00 AM,9479.0
309.0,01/29/2021 10:00:00 AM,9482.0
310.0,01/30/2021 10:00:00 AM,9491.0
311.0,01/31/2021 10:00:00 AM,9499.0
312.0,02/01/2021 10:00:00 AM,9501.0
313.0,02/02/2021 10:00:00 AM,9502.0
314.0,02/03/2021 10:00:00 AM,9511.0
315.0,02/04/2021 10:00:00 AM,9511.0
316.0,02/05/2021 10:00:00 AM,9514.0
317.0,02/06/2021 10:00:00 AM,9514.0
318.0,02/07/2021 10:00:00 AM,9525.0
319.0,02/08/2021 10:00:00 AM,9526.0
320.0,02/09/2021 10:00:00 AM,9526.0
321.0,02/10/2021 10:00:00 AM,9526.0
322.0,02/11/2021 10:00:00 AM,9554.0
323.0,02/12/2021 10:00:00 AM,9559.0
324.0,02/13/2021 10:00:00 AM,9565.0
325.0,02/14/2021 10:00:00 AM,9569.0
326.0,02/15/2021 10:00:00 AM,9569.0
327.0,02/16/2021 10:00:00 AM,9571.0
328.0,02/17/2021 10:00:00 AM,9571.0
329.0,02/18/2021 10:00:00 AM,9587.0
330.0,02/19/2021 10:00:00 AM,9591.0
331.0,02/20/2021 10:00:00 AM,9600.0
332.0,02/21/2021 10:00:00 AM,9606.0
333.0,02/22/2021 10:00:00 AM,9606.0
334.0,02/23/2021 10:00:00 AM,9606.0
335.0,02/24/2021 10:00:00 AM,9626.0
336.0,02/25/2021 10:00:00 AM,9635.0
337.0,02/26/2021 10:00:00 AM,9643.0
338.0,02/27/2021 10:00:00 AM,9659.0
339.0,02/28/2021 10:00:00 AM,9667.0
340.0,03/01/2021 10:00:00 AM,9669.0
341.0,03/02/2021 10:00:00 AM,9677.0
342.0,03/03/2021 10:00:00 AM,9685.0
343.0,03/04/2021 10:00:00 AM,9691.0
344.0,03/05/2021 10:00:00 AM,9701.0
345.0,03/06/2021 10:00:00 AM,9703.0
346.0,03/07/2021 10:00:00 AM,9703.0
347.0,03/08/2021 10:00:00 AM,9707.0
348.0,03/09/2021 10:00:00 AM,9707.0
349.0,03/10/2021 10:00:00 AM,9727.0
350.0,03/11/2021 10:00:00 AM,9732.0
351.0,03/12/2021 10:00:00 AM,9748.0
352.0,03/13/2021 10:00:00 AM,9765.0
353.0,03/14/2021 10:00:00 AM,9765.0
354.0,03/15/2021 10:00:00 AM,9765.0
355.0,03/16/2021 10:00:00 AM,9765.0
356.0,03/17/2021 10:00:00 AM,9765.0
357.0,03/18/2021 10:00:00 AM,9787.0
358.0,03/19/2021 10:00:00 AM,9797.0
359.0,03/20/2021 10:00:00 AM,9799.0
360.0,03/21/2021 10:00:00 AM,9800.0
361.0,03/22/2021 10:00:00 AM,9800.0
362.0,03/23/2021 10:00:00 AM,9800.0
363.0,03/24/2021 10:00:00 AM,9800.0
364.0,03/25/2021 10:00:00 AM,9808.0
365.0,03/26/2021 10:00:00 AM,9830.0
366.0,03/27/2021 10:00:00 AM,9830.0
367.0,03/28/2021 10:00:00 AM,9845.0
368.0,03/29/2021 10:00:00 AM,9845.0
369.0,03/30/2021 10:00:00 AM,9845.0
370.0,03/31/2021 10:00:00 AM,9862.0
371.0,04/01/2021 10:00:00 AM,9875.0
372.0,04/02/2021 10:00:00 AM,9881.0
373.0,04/03/2021 10:00:00 AM,9914.0
374.0,04/04/2021 10:00:00 AM,9918.0
375.0,04/05/2021 10:00:00 AM,9919.0
376.0,04/06/2021 10:00:00 AM,9919.0
377.0,04/07/2021 10:00:00 AM,9953.0
378.0,04/08/2021 10:00:00 AM,9969.0
379.0,04/09/2021 10:00:00 AM,9989.0
380.0,04/10/2021 10:00:00 AM,10006.0
381.0,04/11/2021 10:00:00 AM,10026.0
382.0,04/12/2021 10:00:00 AM,10026.0
383.0,04/13/2021 10:00:00 AM,10026.0
384.0,04/14/2021 10:00:00 AM,10044.0
385.0,04/15/2021 10:00:00 AM,10045.0
386.0,04/16/2021 10:00:00 AM,10072.0
387.0,04/17/2021 10:00:00 AM,10089.0
388.0,04/18/2021 10:00:00 AM,10095.0
389.0,04/19/2021 10:00:00 AM,10095.0
390.0,04/20/2021 10:00:00 AM,10095.0
391.0,04/21/2021 10:00:00 AM,10115.0
392.0,04/22/2021 10:00:00 AM,10116.0
393.0,04/23/2021 10:00:00 AM,10139.0
394.0,04/24/2021 10:00:00 AM,10162.0
395.0,04/25/2021 10:00:00 AM,10176.0
396.0,04/26/2021 10:00:00 AM,10176.0
397.0,04/27/2021 10:00:00 AM,10176.0
398.0,04/28/2021 10:00:00 AM,10194.0
399.0,04/29/2021 10:00:00 AM,10194.0
400.0,04/30/2021 10:00:00 AM,10236.0
401.0,05/01/2021 10:00:00 AM,10237.0
402.0,05/02/2021 10:00:00 AM,10237.0
403.0,05/03/2021 10:00:00 AM,10237.0
404.0,05/04/2021 10:00:00 AM,10239.0
405.0,05/05/2021 10:00:00 AM,10255.0
406.0,05/06/2021 10:00:00 AM,10274.0
407.0,05/07/2021 10:00:00 AM,10302.0
408.0,05/08/2021 10:00:00 AM,10341.0
409.0,05/09/2021 10:00:00 AM,10365.0
410.0,05/10/2021 10:00:00 AM,10365.0
411.0,05/11/2021 10:00:00 AM,10382.0
412.0,05/12/2021 10:00:00 AM,10395.0
413.0,05/13/2021 10:00:00 AM,10420.0
414.0,05/14/2021 10:00:00 AM,10470.0
415.0,05/15/2021 10:00:00 AM,10471.0
416.0,05/16/2021 10:00:00 AM,10497.0
417.0,05/17/2021 10:00:00 AM,10499.0
418.0,05/18/2021 10:00:00 AM,10508.0
419.0,05/19/2021 10:00:00 AM,10544.0
420.0,05/20/2021 10:00:00 AM,10574.0
421.0,05/21/2021 10:00:00 AM,10588.0
422.0,05/22/2021 10:00:00 AM,10609.0
423.0,05/23/2021 10:00:00 AM,10609.0
424.0,05/24/2021 10:00:00 AM,10609.0
425.0,05/25/2021 10:00:00 AM,10609.0
426.0,05/26/2021 10:00:00 AM,10610.0
427.0,05/27/2021 10:00:00 AM,10628.0
428.0,05/28/2021 10:00:00 AM,10657.0
429.0,05/29/2021 10:00:00 AM,10679.0
430.0,05/30/2021 10:00:00 AM,10684.0
431.0,05/31/2021 10:00:00 AM,10684.0
432.0,06/01/2021 10:00:00 AM,10684.0
433.0,06/02/2021 10:00:00 AM,10684.0
434.0,06/03/2021 10:00:00 AM,10684.0
435.0,06/04/2021 10:00:00 AM,10701.0
436.0,06/05/2021 10:00:00 AM,10701.0
437.0,06/06/2021 10:00:00 AM,10706.0
438.0,06/07/2021 10:00:00 AM,10710.0
439.0,06/08/2021 10:00:00 AM,10718.0
440.0,06/09/2021 10:00:00 AM,10745.0
441.0,06/10/2021 10:00:00 AM,10753.0
442.0,06/11/2021 10:00:00 AM,10776.0
443.0,06/12/2021 10:00:00 AM,10792.0
444.0,06/13/2021 10:00:00 AM,10804.0
445.0,06/14/2021 10:00:00 AM,10804.0
446.0,06/15/2021 10:00:00 AM,10804.0
447.0,06/16/2021 10:00:00 AM,10824.0
448.0,06/17/2021 10:00:00 AM,10868.0
449.0,06/18/2021 10:00:00 AM,10900.0
450.0,06/19/2021 10:00:00 AM,10906.0
451.0,06/20/2021 10:00:00 AM,10908.0
452.0,06/21/2021 10:00:00 AM,10909.0
453.0,06/22/2021 10:00:00 AM,10915.0
454.0,06/23/2021 10:00:00 AM,10957.0
455.0,06/24/2021 10:00:00 AM,10968.0
456.0,06/25/2021 10:00:00 AM,10971.0
457.0,06/26/2021 10:00:00 AM,11001.0
458.0,06/27/2021 10:00:00 AM,11003.0
459.0,06/28/2021 10:00:00 AM,11003.0
460.0,06/29/2021 10:00:00 AM,11003.0
461.0,06/30/2021 10:00:00 AM,11005.0
462.0,07/01/2021 10:00:00 AM,11005.0
463.0,07/02/2021 10:00:00 AM,11014.0
464.0,07/03/2021 10:00:00 AM,11026.0
465.0,07/04/2021 10:00:00 AM,11029.0
466.0,07/05/2021 10:00:00 AM,11029.0
467.0,07/06/2021 10:00:00 AM,11038.0
468.0,07/07/2021 10:00:00 AM,11041.0
469.0,07/08/2021 10:00:00 AM,11043.0
470.0,07/09/2021 10:00:00 AM,11046.0
471.0,07/10/2021 10:00:00 AM,11046.0
472.0,07/11/2021 10:00:00 AM,11047.0
473.0,07/12/2021 10:00:00 AM,11047.0
474.0,07/13/2021 10:00:00 AM,11047.0
475.0,07/14/2021 10:00:00 AM,11050.0
476.0,07/15/2021 10:00:00 AM,11063.0
477.0,07/16/2021 10:00:00 AM,11063.0
478.0,07/17/2021 10:00:00 AM,11063.0
479.0,07/18/2021 10:00:00 AM,11063.0
480.0,07/19/2021 10:00:00 AM,11063.0
481.0,07/20/2021 10:00:00 AM,11063.0
482.0,07/21/2021 10:00:00 AM,11064.0
483.0,07/22/2021 10:00:00 AM,11072.0
484.0,07/23/2021 10:00:00 AM,11076.0
485.0,07/24/2021 10:00:00 AM,11085.0
486.0,07/25/2021 10:00:00 AM,11087.0
487.0,07/26/2021 10:00:00 AM,11087.0
488.0,07/27/2021 10:00:00 AM,11087.0
489.0,07/28/2021 10:00:00 AM,11092.0
490.0,07/29/2021 10:00:00 AM,11093.0
491.0,07/30/2021 10:00:00 AM,11093.0
492.0,07/31/2021 10:00:00 AM,11097.0
493.0,08/01/2021 10:00:00 AM,11097.0
494.0,08/02/2021 10:00:00 AM,11097.0
495.0,08/03/2021 10:00:00 AM,11097.0
496.0,08/04/2021 10:00:00 AM,11104.0
497.0,08/05/2021 10:00:00 AM,11104.0
498.0,08/06/2021 10:00:00 AM,11120.0
499.0,08/07/2021 10:00:00 AM,11129.0
500.0,08/08/2021 10:00:00 AM,11130.0
501.0,08/09/2021 10:00:00 AM,11141.0
502.0,08/10/2021 10:00:00 AM,11150.0
503.0,08/11/2021 10:00:00 AM,11161.0
504.0,08/12/2021 10:00:00 AM,11162.0
505.0,08/13/2021 10:00:00 AM,11162.0
506.0,08/14/2021 10:00:00 AM,11163.0
507.0,08/15/2021 10:00:00 AM,11163.0
508.0,08/16/2021 10:00:00 AM,11163.0
509.0,08/17/2021 10:00:00 AM,11164.0
510.0,08/18/2021 10:00:00 AM,11165.0
511.0,08/19/2021 10:00:00 AM,11165.0
512.0,08/20/2021 10:00:00 AM,11165.0
513.0,08/21/2021 10:00:00 AM,11168.0
514.0,08/22/2021 10:00:00 AM,11171.0
515.0,08/23/2021 10:00:00 AM,11174.0
516.0,08/24/2021 10:00:00 AM,11175.0
517.0,08/25/2021 10:00:00 AM,11175.0
518.0,08/26/2021 10:00:00 AM,11176.0
519.0,08/27/2021 10:00:00 AM,11179.0
520.0,08/28/2021 10:00:00 AM,11184.0
521.0,08/29/2021 10:00:00 AM,11185.0
522.0,08/30/2021 10:00:00 AM,11186.0
523.0,08/31/2021 10:00:00 AM,11187.0
524.0,09/01/2021 10:00:00 AM,11189.0
525.0,09/02/2021 10:00:00 AM,11192.0
526.0,09/03/2021 10:00:00 AM,11196.0
527.0,09/04/2021 10:00:00 AM,11206.0
528.0,09/05/2021 10:00:00 AM,11214.0
529.0,09/06/2021 10:00:00 AM,11214.0
530.0,09/07/2021 10:00:00 AM,11214.0
531.0,09/08/2021 10:00:00 AM,11216.0
532.0,09/09/2021 10:00:00 AM,11231.0
533.0,09/10/2021 10:00:00 AM,11231.0
534.0,09/11/2021 10:00:00 AM,11243.0
535.0,09/12/2021 10:00:00 AM,11247.0
536.0,09/13/2021 10:00:00 AM,11248.0
537.0,09/14/2021 10:00:00 AM,11248.0
538.0,09/15/2021 10:00:00 AM,11249.0
539.0,09/16/2021 10:00:00 AM,11253.0
540.0,09/17/2021 10:00:00 AM,11256.0
541.0,09/18/2021 10:00:00 AM,11261.0
542.0,09/19/2021 10:00:00 AM,11264.0
543.0,09/20/2021 10:00:00 AM,11267.0
544.0,09/21/2021 10:00:00 AM,11267.0
545.0,09/22/2021 10:00:00 AM,11268.0
546.0,09/23/2021 10:00:00 AM,11270.0
547.0,09/24/2021 10:00:00 AM,11270.0
548.0,09/25/2021 10:00:00 AM,11291.0
549.0,09/26/2021 10:00:00 AM,11293.0
550.0,09/27/2021 10:00:00 AM,11301.0
551.0,09/28/2021 10:00:00 AM,11318.0
552.0,09/29/2021 10:00:00 AM,11323.0
553.0,09/30/2021 10:00:00 AM,11323.0
554.0,10/01/2021 10:00:00 AM,11354.0
555.0,10/02/2021 10:00:00 AM,11357.0
556.0,10/03/2021 10:00:00 AM,11357.0
557.0,10/04/2021 10:00:00 AM,11357.0
558.0,10/05/2021 10:00:00 AM,11357.0
559.0,10/06/2021 10:00:00 AM,11363.0
