OBJECTID,DEF_FEATURE,COORD_SRC,ACCURACY_FT,SOURCE_LYR,ADMU_LNTYPE,GLOBALID,SHAPE_Length
40,COUNTY,SOURCEL,0,COB_ARC,SOB,{C4C2F83E-7647-4285-8771-3D9004A6458B},1.70944931959955
41,COUNTY,SOURCEL,0,COB_ARC,SOB,{43D28CE9-DAEC-412E-ACAA-095AECC778BD},2.30189547395375
42,SUBDIVISION,SRV,1,none,DOB,{D15B73FE-6BB0-4E76-AD8A-E39612018E5C},0.0200517641148887
43,SUBDIVISION,DIS,0,PLSSIntersected,DOB,{E04DC343-D8F4-43D0-A365-76B433B01C9D},0.0358636125280495
44,SUBDIVISION,DIS,0,PLSSIntersected,DOB,{BABE0FEF-88D0-43DE-8AE8-A65052A392E9},0.0241442909659773
45,SUBDIVISION,DIS,0,PLSSIntersected,DOB,{649BA3B5-5DA1-4B18-BD97-E011F18271FE},0.0201959873480069
46,SUBDIVISION,DIS,0,PLSSIntersected,DOB,{08367C0C-9324-4459-8C19-4A83A3B34192},0.0198558566754568
47,SUBDIVISION,DIS,0,PLSSIntersected,DOB,{4E95C29E-09C6-409B-AC88-263B2271F2D0},0.00697336296260549
48,SUBDIVISION,DIS,0,PLSSIntersected,DOB,{50AC8165-C9E6-4D85-AAC2-D29311A07059},0.0194148414805432
49,SUBDIVISION,DIS,0,PLSSIntersected,DOB,{BE4D8E83-588F-46B7-BEE5-35A5C4ACA0EC},0.00974799943434373
50,SUBDIVISION,DIS,0,PLSSIntersected,DOB,{6AAFE209-AB0F-4434-83F5-F106B3E2EBD8},0.0332509881175609
51,SUBDIVISION,DIS,1,none,FOB,{33D8EA1F-6967-4B66-8F8E-9AE5AC009FEB},0.00514344800019872
52,SUBDIVISION,SOURCEL,0,PLSSIntersected,DOB,{F41BD9F1-6447-4F00-88C0-3A7B18FE6F7D},0.285056579804815
53,SUBDIVISION,SOURCEL,0,PLSSIntersected,DOB,{42F61274-33D4-41A0-B57E-9DD8F4316EB8},0.448120160610507
54,SUBDIVISION,SOURCEL,0,PLSSIntersected,FOB,{EA61AD63-FAAE-4290-B76D-B030134A0492},0.308000071653272
56,CLOSURE,SOURCEL,0,PLSSIntersected,FOB,{9A886720-4183-4FAE-BC97-197BB2732EF4},8.05837397651574e-05
57,COUNTY,SOURCEL,0,COB_ARC,DOB,{0E7A525B-9413-4D54-9437-83D6549AC88E},0.894446928648903
58,WATERCOURSE,SOURCEL,0,HYD_PUB_FLOWLINE,FOB,{FE8BD65A-8156-4957-9115-9E7D52D2F88A},0.530422608557878
59,SUBDIVISION,SOURCEL,0,PLSSIntersected,DOB,{AD1353F5-786E-45A1-BFB8-0AC2C79BF78D},0.166670448950459
60,CLOSURE,DIS,1, ,DOB,{8ED80215-FD19-4191-9268-F54F6D17EDDA},0.0450651131126365
61,WATERCOURSE,SOURCEL,0,HYD_PUB_FLOWLINE,FOB,{6D552A0F-DEC9-4C5E-B106-DF97CB7F927A},0.207855855676475
62,WATERCOURSE,SOURCEL,0,HYD_PUB_FLOWLINE,FOB,{8932A598-80A0-4BD7-BAD5-F92B3C86D82C},1.07840163050847
63,COUNTY,SOURCEL,0,COB_ARC,SOBOCEAN,{D9056F55-7875-4524-934B-0F5ADE416479},0.413648638268079
64,COUNTY,SOURCEL,0,COB_ARC,SOBOCEAN,{0D7CB013-044B-4A53-8888-4FE4DC81666C},0.326796503341173
65,RIDGE,SOURCEL,0,HUC5,FOB,{9ACDEB3B-E115-4664-AFEE-BEBFE2A1DC26},0.181021863553375
66,RIDGE,SOURCEL,0,HUC5,FOB,{D88C46A8-7302-4439-8475-E7557280E419},0.0448674771124929
68,SUBDIVISION,SOURCEL,0,GCD_ARC,FOB,{F2A83D3C-7865-4599-921C-6DFEFC1F9B5B},0.0323888512284999
69,SUBDIVISION,SOURCEL,0,GCD_arc,FOB,{F2AD2132-35D6-4FC6-B2FC-732683FCC657},0.0147261994473746
70,SUBDIVISION,SOURCEL,0,GCD_arc,FOB,{27C0DB0E-9B3E-4CE8-974A-EDF285E0059B},0.00541629275453568
71,SUBDIVISION,SOURCEL,0,GCD_arc,FOB,{09FC9DF2-E0CE-4D7B-B1AD-EED78EBDA77A},0.0134898692020732
72,SUBDIVISION,SOURCEL,0,GCD_arc,FOB,{53C5A2AF-1FA2-4E4C-9EF2-4A4F24B332B3},0.00853629395373174
73,SUBDIVISION,SOURCEL,0,GCD_arc,FOB,{266ADF17-59DC-4E48-AAF6-387745BE1597},0.00979742121416265
74,SUBDIVISION,SOURCEL,0,GCD_arc,FOB,{80AF9FB7-6901-415E-9D93-E289ECB4C1D1},0.0207407882994561
75,SUBDIVISION,SOURCEL,0,GCD_arc,FOB,{21E43DA5-6837-42C8-B02C-203730DD1753},0.00789368748767846
76,SUBDIVISION,SOURCEL,0,GCD_arc,FOB,{63B55C17-75D7-451E-901E-E91F5863E41F},0.0342750865858341
77,SUBDIVISION,SOURCEL,0,GCD_arc,FOB,{F02693B2-3301-42D9-AB67-5B4CDF35A21C},0.00852965277209105
78,SUBDIVISION,SOURCEL,0,GCD_arc,FOB,{03472640-F717-4554-BDC4-BF924E25DA75},0.0239423881431515
79,SUBDIVISION,SOURCEL,0,GCD_arc,FOB,{C7EE1CD5-1E9C-4CC2-BABB-D823775CB15B},0.00734037213983877
80,SUBDIVISION,SOURCEL,0,GCD_arc,FOB,{E68D9E18-FC34-4083-8931-FBC80ADBCD09},0.00667997719462959
82,SUBDIVISION,SOURCEL,0,GCD_arc,DOB,{1BEAE28D-28D3-477C-A25F-D974F78BEDD6},0.296379757025402
83,SUBDIVISION,SOURCEL,0,GCD_arc,DOB,{DD7DA6E7-13D3-4941-A2AD-A986C194ABB9},0.0530884965397745
84,SUBDIVISION,SOURCEL,0,GCD_arc,DOB,{235DC5A2-8073-467E-A8B5-E0116896E02F},0.0655882512355224
85,SUBDIVISION,SOURCEL,0,GCD_arc,FOB,{DFB3493A-4E5D-473A-9154-602D5B126239},0.00841171864697322
86,CLOSURE,SOURCEL,0,GCD_arc,FOB,{FE904175-0A5E-4614-A2D2-D423A4D9DB07},0.00215868672918323
87,SUBDIVISION,SOURCEL,0,GCD_arc,DOB,{F2B11BCE-6DAF-4F5B-8D22-9E27CA36BD3F},0.37247133808712
88,SUBDIVISION,SOURCEL,0,GCD_arc,DOB,{BF4E7D3B-E10A-41B1-9F4F-E23872BFF7AD},0.279997871646624
90,SUBDIVISION,SOURCEL,0,OR_PLSSThirdDiv,DOB,{9844E196-2E95-436F-AD2C-B9E9147574D9},0.00488280906813699
91,SUBDIVISION,SOURCEL,0,OR_PLSSThirdDiv,DOB,{A599F45B-9FBA-44AD-A72C-A72829A002EF},0.00489750500258757
92,SUBDIVISION,SRV,1, ,FOB,{EE1A2F47-F716-4E8B-B7B2-EE32AA43D736},0.00427130455279722
93,SUBDIVISION,SOURCEL,0,GCD_arc,DOB,{2D385022-66A5-4494-81FA-DFB424A2808A},0.421596929638627
94,SUBDIVISION,SOURCEL,0,GCD_ARC,FOB,{615503D7-25F5-4D52-BF21-A45441D7C5C3},0.00426620661934258
95,SUBDIVISION,SRV,1, ,FOB,{83925DF3-5915-4368-969A-D50BF0019902},0.00428926404481945
96,SUBDIVISION,SRV,1, ,FOB,{7327C5BD-3B7A-4C33-9524-DB55074F6751},0.00917482528042432
97,SUBDIVISION,SRV,1, ,FOB,{0F00E7FD-EC8C-49FD-95E0-32F87D305FE4},0.00855260779134388
98,SUBDIVISION,SRV,1, ,FOB,{836936DE-7ACC-4D17-8492-24F02E83ADF4},0.00427380930158306
99,SUBDIVISION,SRV,1, ,FOB,{623A47F1-CF10-4FD9-AA0A-AC48FD820105},0.00428426445769946
100,SUBDIVISION,SOURCEL,0,GCD_arc,DOB,{EE15BC00-51DE-45E6-8AA6-7CAA75607A44},0.184428369478337
101,SUBDIVISION,SRV,1, ,FOB,{3AA0BFF9-2D4E-4429-ABB5-C6E4FD190015},0.00425536583943895
102,SUBDIVISION,SOURCEL,0,GCD_arc,FOB,{4687A871-AE8A-475D-95BA-62DD1DEE35BA},0.0066108623590051
103,SUBDIVISION,SRV,1, ,FOB,{01E8EB50-1748-4911-A38F-70C5737E9784},0.00427220077205054
104,SUBDIVISION,SOURCEL,0,GCD_ARC,FOB,{85AE7EEF-C6F6-4F7F-94F7-9B77C1001F1F},0.00426197311837572
105,SUBDIVISION,SRV,1, ,FOB,{F98237F7-0424-4944-A56B-08E23FD20B03},0.00360744101800287
106,SUBDIVISION,SRV,1, ,FOB,{86795D7B-4772-4811-A995-780486423A26},0.00979753036696916
107,SUBDIVISION,SOURCEL,0,GCD_ARC,FOB,{7073DA8E-D231-41A0-9AE2-C6AAA8D3D5F7},0.00362597154436736
108,SUBDIVISION,SRV,1, ,FOB,{EC48C1F9-0AEB-42FE-BAE9-936F13EA65D6},0.0140764691020354
109,SUBDIVISION,SRV,1, ,FOB,{36929E06-A8DF-46B0-A331-13136B9683F3},0.0157741322251729
110,SUBDIVISION,SRV,1, ,FOB,{54E17E0F-AA21-4EC6-8132-E844AD119955},0.00426537100768488
111,SUBDIVISION,SOURCEL,0,GCD_ARC,FOB,{AE5A124B-8FF3-45FB-A0DA-43DB59D586C1},0.00489846961086922
112,SUBDIVISION,SRV,1, ,FOB,{9C029695-9596-4E8B-BB28-62CBEC1C68D8},0.00492022140911772
113,SUBDIVISION,SRV,1, ,FOB,{8D48A6CF-A9AC-4DE0-97D7-75E1FA38D66F},0.0072597471388514
114,SUBDIVISION,SRV,1, ,FOB,{0BB6CA92-E48F-46C4-9C77-B92D640200A7},0.0140669974042538
115,SUBDIVISION,SOURCEL,0,GCD_ARC,FOB,{DFAFF8B5-41AF-46A5-82BB-7E8D16424FC1},0.00491217370278071
116,SUBDIVISION,SOURCEL,0,GCD_ARC,FOB,{D631462F-A4E8-4830-8D58-0780A0873EDD},0.00364547018645281
117,SUBDIVISION,SOURCEL,0,GCD_ARC,FOB,{581C5A5E-8281-40EA-BEBD-6778E1679E7B},0.00428587170582046
118,SUBDIVISION,SRV,1, ,FOB,{4499BB31-32F0-407D-BC86-97B29FA43382},0.00983009019984601
119,SUBDIVISION,SOURCEL,0,GCD_ARC,FOB,{4BD4566F-E0AE-4CEF-AEB6-A90607696447},0.00492717182764799
120,SUBDIVISION,SRV,1, ,FOB,{CF0E5CCD-99BB-40F5-BB54-5DCBEEB43220},0.00364337105073533
121,SUBDIVISION,SRV,1, ,FOB,{071D768F-DB5F-49A0-BA11-C17FDDDE3A06},0.00428614570985629
122,SUBDIVISION,SRV,1, ,FOB,{87AE770F-D5BD-4027-85E3-BD617BF584F7},0.00428479657647437
123,SUBDIVISION,SRV,1, ,FOB,{05C104DA-1588-4D33-82AF-76C62C8DBEB8},0.0042640815486431
124,SUBDIVISION,SOURCEL,0,GCD_ARC,DOB,{20E6732D-CC84-45D3-8C47-07EBAB3E5ED2},0.0048415548774495
125,SUBDIVISION,SOURCEL,0,GCD_ARC,DOB,{B68195A7-8358-4A24-9FD4-A7DC97DEAB1B},0.00355500183304001
126,SUBDIVISION,DIS,0,GCD_ARC,DOB,{24C03B7C-873E-4547-AEDF-729CD0065CDA},0.000721289133094991
127,RIDGE,SOURCEL,0,HUC5,FOB,{C16B604D-72CF-4BF0-9AA9-93A63A8478E6},0.153402857694427
128,SUBDIVISION,SOURCEL,0,GCD_ARC,FOB,{B0E084AB-8A53-4C4F-815D-C26D50B71763},0.0289739641986586
129,RIDGE,SOURCEL,0,HUC5,FOB,{A340FCB5-7DA9-4A53-B8BE-4140F8EA4455},0.231583531065495
130,SUBDIVISION,SOURCEL,0,PLSSIntersected,FOB,{1D4A9B6D-55A5-4749-9E77-F9D6556E82FF},0.0197637455945923
131,RIDGE,SOURCEL,0,HUC5,FOB,{766801D9-F314-4F64-BEEA-3A85980D4D6D},0.154387628936556
132,RIDGE,SOURCEL,0,HUC5,FOB,{E8FEFABA-EEE7-491F-B5D9-0B81CA469052},0.00390547688552197
133,SUBDIVISION,SOURCEL,0,PLSSIntersected,FOB,{04F8941A-7B5E-402A-9945-D8B58187F69C},0.0026106532380535
135,CLOSURE,GCD,0,PLSSIntersected,FOB,{5B75DB80-397A-48E9-81B5-BBB77BE2D198},0.000503861218135034
136,SUBDIVISION,SOURCEL,0,PLSSIntersected,FOB,{2B694124-C08C-4FF9-8FEA-87C2DC2F3F52},0.0531333874007386
137,COUNTY,SOURCEL,0,COB_arc,SOB,{06BB0142-42CC-4374-97DA-D8F5818206E8},0.231942867074079
139,SUBDIVISION,SOURCEL,0,PLSSIntersected,FOB,{DB0FDDC2-A8BE-408F-B62C-C33913882B45},0.00498102421733335
141,RIDGE,SOURCEL,0,HUC5,FOB,{2550930F-AAE4-4B1A-91E5-166068E4F56E},0.227706064158782
321,SUBDIVISION,SOURCEL,0,PLSSIntersected,FOB,{043E1476-85D3-4BE5-9095-9FD7CBB7D501},0.0541847206204654
322,SUBDIVISION,CADNSDI,0,PLSSIntersected,FOB,{0731700D-0E8E-4349-A648-26E80E8119D8},0.298564551075858
323,COUNTY,SOURCEL,0,COB_ARC,SOBOCEAN,{0783EDA2-CA26-460C-B964-7490FB57DA3F},0.122194095999755
324,SUBDIVISION,SOURCEL,0,PLSSIntersected,FOB,{0A7C6678-CC17-4936-84A4-54C9D1310478},0.0653636260759474
325,SUBDIVISION,SOURCEL,0,PLSSIntersected,DOB,{0B03E082-7DF4-4D9E-8FD3-2C288A636E19},1.20378329207193
326,UNKNOWN,UNK,0,PLSSIntersected,FOB,{0D4A7D24-1049-479E-B389-6908EA79EC1A},0.291594929703548
327,SUBDIVISION,SOURCEL,0,PLSSIntersected,FOB,{0F5691A6-B70C-4EBE-B30A-1CE6653EE12D},0.0251124966267531
328,SUBDIVISION,SOURCEL,0,PLSSIntersected,FOB,{0F847CBF-0C40-45CC-A644-E891AD6CD454},0.823520222564953
329,SUBDIVISION,SOURCEL,0,PLSSIntersected,FOB,{10035150-0DA9-4D68-8177-43AF2B6F76A6},0.567124420219095
330,RIDGE,SOURCEL,0,HUC5,FOB,{118D7B2B-A2C2-4BDC-9376-AB93BAF8A987},0.174406941214792
331,SUBDIVISION,SOURCEL,0,PLSSIntersected,FOB,{149ACDEC-02DA-4B74-A721-69BF8BDAC452},1.76783100509673
332,SUBDIVISION,SOURCEL,0,PLSSIntersected,FOB,{14B59192-5686-4165-907F-59364E02BF64},0.0429654864587226
333,COUNTY,SOURCEL,0,COB_arc,SOB,{1544F56C-6186-4F9F-86FF-A12D73BDC29D},1.03643612158682
334,SUBDIVISION,SOURCEL,0,PLSSIntersected,DOB,{1733CE97-9889-4992-94FD-EA5EB1F3F2C4},0.887950821650539
335,WATERCOURSE,SOURCEL,0,hyd_pub_flowline,FOB,{182587CC-8D20-4541-9B6B-2942CF9A852C},0.458931789941277
336,SUBDIVISION,SOURCEL,0,PLSSIntersected,DOB,{18DD44E3-583D-4EBC-AA44-45514C2BBD27},1.52711020604499
337,SUBDIVISION,SOURCEL,0,PLSSIntersected,FOB,{19BCA71C-6F18-4950-B45D-11ACA0EE447B},0.395435744652871
338,RIDGE,SOURCEL,0,HUC5,FOB,{1B0D3D41-F7DE-47D1-AE10-0880D66AE6A1},0.0443135885428477
339,SUBDIVISION,SOURCEL,0,PLSSIntersected,DOB,{1B1F8DFD-B767-4811-A4A7-F35147DF976C},0.425595533572524
340,UNKNOWN,MAP,50,,FOB,{1C9AAF47-C409-40AF-9373-C716F2B0366D},0.0113158394666674
341,RIDGE,SOURCEL,0,HUC5,FOB,{1CB7691D-B80E-49E9-B9EE-5421A73E2239},4.22548752155829e-05
342,RIDGE,SOURCEL,0,HUC5,FOB,{1DF7EA02-31EB-4978-8A33-A3EBA287FAB1},0.000409373677338734
343,UNKNOWN,MAP,50,,FOB,{235A395F-D1E7-4749-84B9-2CFDB81C8803},0.249788453151855
344,SUBDIVISION,SOURCEL,0,PLSSIntersected,FOB,{24DDA80B-F2FD-4AB4-9629-62327267E15D},0.628343014843026
345,COUNTY,SOURCEL,0,COB_ARC,SOBOCEAN,{257D9296-6ABE-4079-A33E-09D71C2C9CCE},0.269742645642511
346,SUBDIVISION,SOURCEL,0,PLSSIntersected,FOB,{263D0011-372D-46BF-8577-70DDD8E99701},0.00982791936956091
347,UNKNOWN,MAP,50,,DOB,{27185FC2-80F8-4CC9-8853-349DDEB2E6F9},0.316042536163592
348,SUBDIVISION,SOURCEL,0,PLSSIntersected,FOB,{2B08D81A-A285-4AA7-8995-D39FCCF04E57},0.0142575998561755
349,RIDGE,SOURCEL,0,HUC5,FOB,{2B1074F7-87F4-431B-ACFA-F0CD3C233632},0.0159503208641558
350,SUBDIVISION,SOURCEL,0,PLSSIntersected,DOB,{2BEBF27B-9B6D-4796-8F39-83F0439E34E7},0.356297865172805
351,WATERCOURSE,SOURCEL,0,HYD_PUB_FLOWLINE,FOB,{30A8E286-8FDA-4114-8AD2-B37627BE39D7},0.831154104375474
352,UNKNOWN,MAP,50,,FOB,{32B04A12-EB6B-4224-BB6C-783BD881BC9E},1.24721580656252
353,WATERCOURSE,SOURCEL,0,HYD_PUB_FLOWLINE,SOB,{3392CE63-702F-4F07-B598-C4635E696057},1.55283372030436
354,RIDGE,SOURCEL,0,HUC5,FOB,{33A8746C-0EBD-491B-AF76-FD127B08413E},0.00802385317197265
355,WATERCOURSE,SOURCEL,0,hyd_pub_flowline,FOB,{3685C48C-2A95-48DA-BD2A-B00D3E648E40},0.477137103174346
356,SUBDIVISION,SOURCEL,0,PLSSIntersected,FOB,{37933E70-51FE-43CD-BD95-12C489BEC543},0.00659868132513946
357,COUNTY,SOURCEL,0,COB_ARC,SOB,{389EC35D-86CE-4656-B857-5AB9DDD45D48},1.80102785202704
358,SUBDIVISION,CADNSDI,0,PLSSIntersected,FOB,{3969C652-1239-4261-9428-F2798AD02437},0.691304688860982
359,SUBDIVISION,SOURCEL,0,PLSSIntersected,FOB,{39F14BBC-59CC-49F7-B07A-AABC62171ED7},0.417870773112743
360,SUBDIVISION,CADNSDI,0,PLSSIntersected,FOB,{3A51E2D8-0DDA-496B-9948-6715E629743A},0.209285957444575
361,SUBDIVISION,SOURCEL,0,PLSSIntersected,FOB,{3AEADE34-4027-40CA-A140-E7200DB0633F},0.019100068604212
362,SUBDIVISION,SOURCEL,0,PLSSIntersected,DOB,{3BB42DE5-9288-4369-9D81-784D91E60277},0.55205388920897
363,SUBDIVISION,SOURCEL,0,PLSSIntersected,FOB,{3C3BB47D-681C-4AA7-AC9C-CBDF9D704139},0.207924913668912
364,UNKNOWN,MAP,50,,FOB,{3D68726B-EF70-4937-8BA2-8C07854125A2},0.213266285863564
365,WATERCOURSE,SOURCEL,0,hyd_pub_flowline,DOB,{3E9A5112-0C50-46D4-A7B1-763BA142D542},0.438395777966822
366,SUBDIVISION,SOURCEL,0,PLSSIntersected,FOB,{3FFA35F2-821A-41FE-99A2-024A036DF3F2},0.741621161371131
367,SUBDIVISION,SOURCEL,0,PLSSIntersected,FOB,{4578C032-EE27-4491-8466-A86C1DE369CC},0.00797879070376325
368,SUBDIVISION,SOURCEL,0,PLSSIntersected,DOB,{48574814-7085-4D92-9859-51FA468C934C},0.435904041535771
369,SUBDIVISION,SOURCEL,0,PLSSIntersected,FOB,{498DEFEA-1A24-45EE-BA8D-0C9189F3D27B},0.0158594190305797
370,SUBDIVISION,CADNSDI,0,PLSSIntersected,FOB,{4AE5FD57-A7A2-4730-944E-51F8B35CF77D},0.205788694756042
371,UNKNOWN,MAP,50,,FOB,{4B362943-19E6-4613-AE51-C07483D505AC},0.397578939003149
372,SUBDIVISION,SOURCEL,0,PLSSIntersected,DOB,{4B7899E6-4ECE-4902-A8E1-65FD75C2A1CC},0.663937745526781
373,RIDGE,SOURCEL,0,HUC5,DOB,{4D686200-FA77-4CEB-96A1-6D313EE6DED5},0.162271060717545
374,SUBDIVISION,CADNSDI,0,PLSSIntersected,DOB,{4EFB89F5-2CFF-4C12-B425-87D97780DAF3},0.107538955635542
375,SUBDIVISION,CADNSDI,0,PLSSIntersected,FOB,{4FAB8FF2-C85E-4919-A7DD-935B9FACCC7F},0.344629790434419
376,SUBDIVISION,SOURCEL,0,PLSSIntersected,DOB,{5109EB84-9A13-4F5D-8671-F33E98908258},0.0770444785533417
377,RIDGE,SOURCEL,0,HUC5,FOB,{527597BC-0FD5-46C0-8565-39B15BF955D2},0.0709846304955384
378,SUBDIVISION,SOURCEL,0,PLSSIntersected,FOB,{53EC0266-AE70-4CD0-BD75-427A09EC823D},0.0323122932542961
379,SUBDIVISION,SOURCEL,0,PLSSIntersected,DOB,{542DFBF9-27C6-4C42-BBE1-4160C83806AC},0.832254116784623
380,WATERCOURSE,SOURCEL,0,HYD_PUB_FLOWLINE,FOB,{55A38A8B-9E86-4F0C-81B1-0EB47D2FAB9A},0.182936573132005
381,SUBDIVISION,SOURCEL,0,PLSSIntersected,FOB,{55D26134-C173-4889-8237-138357AE3C61},0.657649955712094
382,UNKNOWN,MAP,50,,FOB,{564C3FDD-B35E-4793-A115-FD2C567B43A4},1.00032424758488
383,SUBDIVISION,CADNSDI,0,PLSSIntersected,FOB,{588E6FA6-C983-49F5-94F2-D1A00A9C1204},0.522511305133778
384,RIDGE,SOURCEL,0,HUC5,FOB,{5E351D50-6C6D-49AD-ADF3-6C7B299BA39F},0.00487676151178415
385,SUBDIVISION,SOURCEL,0,PLSSIntersected,FOB,{5E95CD1E-CA3D-4AB5-A0AD-891FD6D78CA9},3.1419074542714
386,SUBDIVISION,SOURCEL,0,PLSSIntersected,DOB,{5EFFFDF7-0E7D-46EB-BBD3-90A0F5DDEE2D},0.260884803605592
387,SUBDIVISION,CADNSDI,0,PLSSIntersected,FOB,{630EEAA5-5A79-4884-B1D3-19EC16310D16},0.353216733085951
388,SUBDIVISION,SOURCEL,0,PLSSIntersected,FOB,{6545CA42-2F70-4C6C-B02D-EC205F29124C},0.0062013387695688
389,SUBDIVISION,SOURCEL,0,PLSSIntersected,DOB,{6570AC17-4AAC-4059-9E80-3009145D6288},1.44052754406311
390,UNKNOWN,MAP,50,,FOB,{694A5807-4685-4378-987E-F5535664BF14},0.0581852298680056
391,SUBDIVISION,CADNSDI,0,PLSSIntersected,FOB,{69A2B5E0-7307-419B-B329-4B069AFC3F14},0.0558526926748192
