thegeom,name,housenum,streetname,city,zip,url,bin,bbl
POINT (-73.94832080054505 40.826657921015226),Hamilton Grange Station,521,WEST 146 STREET,New York,10031,http://www.usps.com/,1061961,1020780017.0
POINT (-73.94400466032515 40.8342630777308),Fort Washington,556,WEST 158 STREET,New York,10032,http://www.usps.com/,1084192,1021160001.0
POINT (-73.938638975525 40.83842205921315),Audubon Station,511,WEST 165 STREET,New York,10032,http://www.usps.com/,1085733,1021230045.0
POINT (-73.93338829403784 40.84851905006448),Washington Bridge Station,555,WEST 180 STREET,New York,10033,http://www.usps.com/,1081876,1021530081.0
POINT (-73.92292520657553 40.86618505327374),Inwood Station,90,VERMILYEA AVENUE,New York,10034,http://www.usps.com/,1064904,1022340025.0
POINT (-73.93695865727435 40.80356341308475),Triborough Station,167,EAST 124 STREET,New York,10035,http://www.usps.com/,1054464,1017730027.0
POINT (-73.98169298563131 40.75495071233829),Bryant,23,WEST 43 STREET,New York,10036,http://www.usps.com/,1034206,1012590019.0
POINT (-73.97899606840359 40.75709389941134),Appraisers Stores,580,5 AVENUE,New York,10036,http://www.usps.com/,1034484,1012630034.0
POINT (-73.99194997307617 40.757673795866296),Times Square Station,340,WEST 42 STREET,New York,10036,http://www.usps.com/,1024927,1010320054.0
POINT (-73.93679348616408 40.81468685037503),Lincolnton Station,2266,5 AVENUE,New York,10037,http://www.usps.com/,1053920,1017350040.0
POINT (-74.00192811816349 40.70863537536173),Peck Slip Station,1,PECK SLIP,New York,10038,http://www.usps.com/,1001363,1001060009.0
POINT (-73.93646681613536 40.82770391410017),Colonial Park Station,99,MACOMBS PLACE,New York,10039,http://www.usps.com/,1060622,1020390045.0
POINT (-73.9310723693871 40.85888172658774),Fort George Station,4558,BROADWAY,New York,10040,http://www.usps.com/,1064061,1021700103.0
POINT (-73.94639076217729 40.76488756503613),Roosevelt Island,694,MAIN STREET,New York,10044,http://www.usps.com/,1083211,1013730001.0
POINT (-73.95095393862364 40.77123726498467),Cherokee,1483,YORK AVENUE,New York,10075,http://www.usps.com/,1076320,1014737502.0
POINT (-73.9857369375728 40.748443489207226),Empire State,19,WEST 33 STREET,New York,10118,http://www.usps.com/,1015862,1008350041.0
POINT (-73.95111619767086 40.781354435784316),Yorkville,1617,3 AVENUE,New York,10128,http://www.usps.com/,1086170,1015367501.0
POINT (-73.91389999792564 40.82371841722649),Melcourt,860,MELROSE AVENUE,Bronx,10451,http://www.usps.com/,2001490,2023820001.0
POINT (-73.92654852728563 40.81891439819394),Bronx General Post Office,558,GRAND CONCOURSE,Bronx,10451,http://www.usps.com/,2002459,2024430400.0
POINT (-73.92454858910932 40.82818708431281),Stadium,901,GERARD AVENUE,Bronx,10452,http://www.usps.com/,0,NULL
POINT (-73.91957701749185 40.845736153049685),University Heights,1541,SHAKESPEARE AVENUE,Bronx,10452,http://www.usps.com/,2008741,2028730103.0
POINT (-73.9203526885767 40.838765002220256),Highbridge,1315,INWOOD AVENUE,Bronx,10452,http://www.usps.com/,2008418,2028640076.0
POINT (-73.90770998433186 40.85294544220294),Morris Heights,2024,JEROME AVENUE,Bronx,10453,http://www.usps.com/,2008267,2028540036.0
POINT (-73.9180838873192 40.80820362226942),Mott Haven,517,EAST 139 STREET,Bronx,10454,http://www.usps.com/,2096088,2022670069.0
POINT (-73.90504861785949 40.812644218411165),Oak Point,839,EAST 149 STREET,Bronx,10455,http://www.usps.com/,2004899,2026740017.0
POINT (-73.9121848540668 40.81633321928944),Hub,633,SAINT ANNS AVENUE,Bronx,10455,http://www.usps.com/,2001151,2023590130.0
POINT (-73.90886117013454 40.829967017089835),Morrisania,442,EAST 167 STREET,Bronx,10456,http://www.usps.com/,2001583,2023880034.0
POINT (-73.89825899151761 40.842033316933964),Bathgate,4006,3 AVENUE,Bronx,10457,http://www.usps.com/,2009660,2029300012.0
POINT (-73.8938922483614 40.84672464874057),Tremont,575,EAST TREMONT AVENUE,Bronx,10457,http://www.usps.com/,2011959,2030680001.0
POINT (-73.88322860577462 40.86779938652193),Botanical,2963,WEBSTER AVENUE,Bronx,10458,http://www.usps.com/,2016445,2032800058.0
POINT (-73.88608864866454 40.85465860440672),Mount Carmel,652,EAST 187 STREET,Bronx,10458,http://www.usps.com/,2012174,2030740045.0
POINT (-73.88740811913031 40.861243889473144),Fordham University,441,EAST FORDHAM ROAD,Bronx,10458,http://www.usps.com/,2102025,2032730001.0
POINT (-73.89065323987563 40.85876666539049),Fordham,465,EAST 188 STREET,Bronx,10458,http://www.usps.com/,2088342,2030420005.0
POINT (-73.89153237231878 40.82746388621882),Boulevard,1132,SOUTHERN BOULEVARD,Bronx,10459,http://www.usps.com/,2006052,2027450007.0
POINT (-73.88883244259024 40.83645048396283),Crotona Park,1682,BOSTON ROAD,Bronx,10460,http://www.usps.com/,2010522,2029780182.0
POINT (-73.8773608248928 40.8395469633342),West Farms,362,DEVOE AVENUE,Bronx,10460,http://www.usps.com/,2028356,2039060051.0
POINT (-73.98906750880039 40.75080273171056),Macys Finance,151,WEST 34 STREET,New York,10001,http://www.usps.com/,1015219,1008100001.0
POINT (-73.98762626603029 40.74753476549114),Greeley Square,39,WEST 31 STREET,New York,10001,http://www.usps.com/,1015806,1008330018.0
POINT (-73.99593847219099 40.75154738393712),James A. Farley,421,8 AVENUE,New York,10001,http://www.usps.com/,1084820,1007550040.0
POINT (-73.98741072098524 40.715678083319766),Pitt,185,CLINTON STREET,New York,10002,http://www.usps.com/,1077606,1003110013.0
POINT (-73.99188675802166 40.71417687668869),Knickerbocker Station,128,EAST BROADWAY,New York,10002,http://www.usps.com/,1003586,1002830055.0
POINT (-73.98972557557789 40.732033385686705),Cooper Station,93,4 AVENUE,New York,10003,http://www.usps.com/,1008976,1005560036.0
POINT (-74.01277117671856 40.70380842928688),Whitehall Retail Unit,1,WHITEHALL STREET,New York,10004,http://www.usps.com/,1000027,1000100023.0
POINT (-74.00872794828089 40.7056426338008),Wall Street Retail Unit,1,HANOVER STREET,New York,10005,http://www.usps.com/,1000828,1000270009.0
POINT (-73.85184585719617 40.85044867179277),Morris Park,1807,WILLIAMSBRIDGE ROAD,Bronx,10461,http://www.usps.com/,2098187,2041320034.0
POINT (-73.81130203251804 40.67566459795966),South Ozone Park,126-15,FOCH BOULEVARD,South Ozone Park,11420,http://www.usps.com/,4252671,4116830031.0
POINT (-73.82737378232447 40.68935348399346),South Richmond Hill,117-04,101 AVENUE,South Richmond Hill,11419,http://www.usps.com/,4200469,4094850001.0
POINT (-73.82790576979971 40.7007599276907),Richmond Hill,122-01,JAMAICA AVENUE,Richmond Hill,11418,http://www.usps.com/,4193775,4092760087.0
POINT (-73.8473362981498 40.68029851639751),Ozone Park Finance,91-11,LIBERTY AVENUE,Ozone Park,11417,http://www.usps.com/,4189504,4091110025.0
POINT (-73.80714037498922 40.70093421997089),Archer Ave,147-21,ARCHER AVENUE,Jamaica,11435,http://www.usps.com/,4438708,4099940038.0
POINT (-73.83099648767082 40.66027869477317),Station B,102-12,159 AVENUE,Howard Beach,11414,http://www.usps.com/,4295480,4141820006.0
POINT (-73.8169942053644 40.707294234661134),Briarwood Finance,138-69,QUEENS BOULEVARD,Jamaica,11435,http://www.usps.com/,4206503,4096460021.0
POINT (-73.8589474063015 40.67887153314581),Ozone Park Annex,78-02,LIBERTY AVENUE,Ozone Park,11417,http://www.usps.com/,4189850,4091310045.0
POINT (-73.83948186291563 40.655972816354755),Howard Beach,160-50,CROSSBAY BOULEVARD,Howard Beach,11414,http://www.usps.com/,4293776,4140300020.0
POINT (-73.86142619683176 40.692733154037406),Woodhaven,86-42,FOREST PARKWAY,Woodhaven,11421,http://www.usps.com/,4181303,4088470136.0
POINT (-73.79775383878611 40.70764901263807),Jamaica,88-40,164 STREET,Jamaica,11432,http://www.usps.com/,4210048,4098130052.0
POINT (-73.85114812003503 40.71067704199587),Parkside,101-19,METROPOLITAN AVENUE,Forest Hills,11375,http://www.usps.com/,4077081,4032200033.0
POINT (-73.87245801784597 40.68389667380683),Cypress Hills,222,CRESCENT STREET,Brooklyn,11208,http://www.usps.com/,3092260,3041300061.0
POINT (-73.81017195371072 40.730659955130676),Pomonok,158-05,71 AVENUE,Fresh Meadows,11365,http://www.usps.com/,4146991,4067890065.0
POINT (-73.88144684825268 40.70172052854673),Glendale,69-36,MYRTLE AVENUE,Glendale,11385,http://www.usps.com/,4090369,4037050007.0
POINT (-73.75646768528142 40.69306038331435),Archie Spigner,195-04,LINDEN BOULEVARD,Saint Albans,11412,http://www.usps.com/,4271625,4126130001.0
POINT (-73.7858793956995 40.72745395234639),Utopia,182-04,UNION TURNPIKE,Fresh Meadows,11366,http://www.usps.com/,4155926,4072480008.0
POINT (-73.75119722003144 40.67932901389312),Springfield Gardens,218-10,MERRICK BOULEVARD,Springfield Gardens,11413,http://www.usps.com/,4279950,4130120020.0
POINT (-73.76161491900623 40.713189649054925),Hollis,197-40,JAMAICA AVENUE,Hollis,11423,http://www.usps.com/,4231580,4108280028.0
POINT (-73.88317062351149 40.71266604293626),Middle Village,71-35,METROPOLITAN AVENUE,Middle Village,11379,http://www.usps.com/,4071317,4030550022.0
POINT (-73.76472342356199 40.71896756614458),Holliswood,197-33,HILLSIDE AVENUE,Hollis,11423,http://www.usps.com/,4224338,4105300001.0
POINT (-73.8832787389167 40.64881409461384),Spring Creek,1310,PENNSYLVANIA AVENUE,Brooklyn,11239,http://www.usps.com/,3342903,3044520001.0
POINT (-73.89571322669467 40.70044907585453),Ridgewood,60-60,MYRTLE AVENUE,Ridgewood,11385,http://www.usps.com/,4086758,4035900001.0
POINT (-73.75047760239653 40.71455315998897),Queens Village,209-20,JAMAICA AVENUE,Queens Village,11428,http://www.usps.com/,4231694,4108350051.0
POINT (-73.89782814742814 40.70754912709169),Fresh Pond,60-80,WOODBINE STREET,Ridgewood,11385,http://www.usps.com/,4084939,4035290066.0
POINT (-73.74013772939425 40.65962932202063),Rosedale Station,145-06,243 STREET,Rosedale,11422,http://www.usps.com/,4287951,4135470002.0
POINT (-73.73191704896058 40.692814174646436),Cambria Heights Station,229-01,LINDEN HEIGHTS,Cambria Heights,11411,http://www.usps.com/,4244646,4113300001.0
POINT (-73.9139848686195 40.68458202737724),Halsey,805,MACDONOUGH STREET,Brooklyn,11233,http://www.usps.com/,3040252,3014990013.0
POINT (-73.8957572364887 40.72761008829291),Maspeth Station,55-02,69 STREET,Maspeth,11378,http://www.usps.com/,4055487,4023980068.0
POINT (-73.91672323480066 40.654586569465906),Martin Luther King Jr Station,9402,CHURCH AVENUE,Brooklyn,11212,http://www.usps.com/,3346903,3047150036.0
POINT (-73.77600189339051 40.67857965896706),Rochdale Village Station,165-100,BAISLEY BOULEVARD,Jamaica,11434,http://www.usps.com/,4448681,4124950002.0
POINT (-73.73016806581703 40.72720430074312),Bellerose Station,237-15,BRADDOCK AVENUE,Bellerose,11426,http://www.usps.com/,4167467,4079850048.0
POINT (-73.87307059660169 40.75614590492156),Junction Boulevard Station,33-23,JUNCTION BOULEVARD,Jackson Heights,11372,http://www.usps.com/,4042372,4017100067.0
POINT (-73.90272187903773 40.74636563117511),Woodside Station,39-25,61 STREET,Woodside,11377,http://www.usps.com/,4028366,4012310010.0
POINT (-73.92957349114585 40.64126002541862),Farragut Station,1284,UTICA AVENUE,Brooklyn,11203,http://www.usps.com/,3106176,3047800018.0
POINT (-73.77759231298391 40.77852653042685),Bay Terrace Station,212-71,26 AVENUE,Bayside,11360,http://www.usps.com/,4439466,4059000002.0
POINT (-73.87232132056269 40.77313295152129),LA Guardia Airport,1,MAIN TERMINAL,Flushing,11371,http://www.usps.com/,0,4009260001.0
POINT (-73.9594000275998 40.57909303416855),Brighton Finance Station,3157,CONEY ISLAND AVENUE,Brooklyn,11235,http://www.usps.com/,3245352,3087070065.0
POINT (-73.95175791105102 40.59318197248231),Homecrest Station,2370,EAST 19 STREET,Brooklyn,11229,http://www.usps.com/,3202082,3074030029.0
POINT (-73.95165338481577 40.58784373218784),Bay Station Station,2628,EAST 18 STREET,Brooklyn,11235,http://www.usps.com/,3204970,3074620007.0
POINT (-73.98950606501302 40.69557635316378),General Post Office Station,271,CADMAN PLAZA EAST,Brooklyn,11201,http://www.usps.com/,3000242,3001270001.0
POINT (-73.97979234008034 40.68467254018519),Times Plaza Station,542,ATLANTIC AVENUE,Brooklyn,11217,http://www.usps.com/,3001006,3001860020.0
POINT (-73.93110133653377 40.65592701125818),Rugby Station,726,UTICA AVENUE,Brooklyn,11203,http://www.usps.com/,3100813,3046360012.0
POINT (-73.9637040715784 40.693472839595685),Pratt Station,524,MYRTLE AVENUE,Brooklyn,11205,http://www.usps.com/,3259561,3019050040.0
POINT (-73.93742547077464 40.67058670249926),St. Johns Station,1234,ST JOHNS PLACE,Brooklyn,11213,http://www.usps.com/,3036958,3013820031.0
POINT (-73.95177670699343 40.664142550856894),Lefferts Station,315,EMPIRE BOULEVARD,Brooklyn,11225,http://www.usps.com/,3034526,3013080047.0
POINT (-73.96278190383214 40.68231316600403),Adlephi Station,950,FULTON STREET,Brooklyn,11238,http://www.usps.com/,3057636,3020140019.0
POINT (-73.91974828819826 40.704343587169596),Wyckoff Station,86,WYCKOFF AVENUE,Brooklyn,11237,http://www.usps.com/,3073649,3032370033.0
POINT (-73.94122417214079 40.702035908791),Metropolitan Station,47,DEBEVOISE STREET,Brooklyn,11206,http://www.usps.com/,3071615,3031200016.0
POINT (-73.8965028222057 40.67610110634107),East New York Station,2645,ATLANTIC AVENUE,Brooklyn,11207,http://www.usps.com/,3083284,3036700001.0
POINT (-73.87252659256174 40.67293118374769),New Lots Station,1223,SUTTER AVENUE,Brooklyn,11208,http://www.usps.com/,3095381,3042490001.0
POINT (-73.9116180216339 40.66726536806417),Brownsville Station,167,BRISTOL STREET,Brooklyn,11212,http://www.usps.com/,3081031,3035200005.0
POINT (-73.919973994765 40.679016528314136),Shirley A Chisholm Station,1915,FULTON STREET,Brooklyn,11233,http://www.usps.com/,3041574,3015300005.0
POINT (-74.02717627356135 40.6198916526478),Ft. Hamilton Station,8801,5 AVENUE,Brooklyn,11209,http://www.usps.com/,3154228,3060670015.0
POINT (-74.01280688832783 40.61553235806498),Dyker Heights Station,8320,13 AVENUE,Brooklyn,11228,http://www.usps.com/,3164316,3063080044.0
POINT (-73.96579028203618 40.62596222502817),Midwood Station,1288,CONEY ISLAND AVENUE,Brooklyn,11230,http://www.usps.com/,3170997,3065230021.0
POINT (-74.00268019291063 40.60419354705472),Bath Beach Station,1865,BENSON AVENUE,Brooklyn,11214,http://www.usps.com/,3166673,3063710001.0
POINT (-73.8968507988877 40.64648945646674),Canarsie Station,10201,FLATLANDS AVENUE,Brooklyn,11236,http://www.usps.com/,3229834,3081900001.0
POINT (-73.95090867645818 40.67882863455166),Breevort Station,1205,ATLANTIC AVENUE,Brooklyn,11216,http://www.usps.com/,3053928,3018660013.0
POINT (-73.97174734665715 40.596838802921454),Gravesend Station,344,AVENUE U,Brooklyn,11223,http://www.usps.com/,3192673,3071240018.0
POINT (-73.99541625184801 40.63487231080303),Blythbourne Station,1200,51 STREET,Brooklyn,11219,http://www.usps.com/,3138346,3056550001.0
POINT (-74.00874948972611 40.639352929330684),Bay Ridge Station,5501,7 AVENUE,Brooklyn,11220,http://www.usps.com/,3015130,3008340007.0
POINT (-73.92155305472848 40.68945235862517),Bushwick Station,1369,BROADWAY,Brooklyn,11221,http://www.usps.com/,3251928,3033390045.0
POINT (-73.95718484617854 40.710063662385316),Williamsburg Station,263,SOUTH 4 STREET,Brooklyn,11211,http://www.usps.com/,3063326,3024340024.0
POINT (-73.9544823720709 40.72626689072682),Greenpoint Station,66,MESEROLE AVENUE,Brooklyn,11222,http://www.usps.com/,3065498,3026170007.0
POINT (-73.99402768180742 40.57594396309869),Coney Island Station,2727,MERMAID AVENUE,Brooklyn,11224,http://www.usps.com/,3188878,3070120051.0
POINT (-73.9563677858366 40.65086264089686),Flatbush Station,2273,CHURCH AVENUE,Brooklyn,11226,http://www.usps.com/,3116871,3050890051.0
POINT (-73.98706275855766 40.66989063436445),Van Brunt Station,275,9 STREET,Brooklyn,11215,http://www.usps.com/,3022104,3010040055.0
POINT (-74.00180439229625 40.674062985272805),Red Hook Station,615,CLINTON STREET,Brooklyn,11231,http://www.usps.com/,3008560,3005620004.0
POINT (-73.94857085991401 40.74570759327215),Long Island City Main Post Office,46-02,21 STREET,Long Island City,11101,http://www.usps.com/,4000465,4000550001.0
POINT (-73.94103782529247 40.75049907996365),Plaza Station,24-18,QUEENS PLAZA SOUTH,Long Island City,11101,http://www.usps.com/,4005063,4004240019.0
POINT (-73.75060386628057 40.60341433482895),Far Rockaway Station,18-36,MOTT AVENUE,Far Rockaway,11691,http://www.usps.com/,4298233,4155570017.0
POINT (-73.82815365230167 40.756449996035684),Flushing Main Post Office Station,41-65,MAIN STREET,Flushing,11355,http://www.usps.com/,4115669,4051340008.0
POINT (-73.94926354419361 40.75215169813037),Parcel Post Station,43-10,10 STREET,Long Island City,11101,http://www.usps.com/,4005263,4004560001.0
POINT (-73.9163347445363 40.757968574080934),Steinway Station,43-01,BROADWAY,Astoria,11103,http://www.usps.com/,4011837,4006930008.0
POINT (-73.91081149536582 40.76170712961092),Grand Finance Station,45-08,30 AVENUE,Astoria,11103,http://www.usps.com/,4012688,4007140183.0
POINT (-73.92044709567166 40.74266971609684),Sunnyside Station,45-15,44 STREET,Sunnyside,11104,http://www.usps.com/,4001967,4001660020.0
POINT (-73.94948283063206 40.75191321899137),Woolsey Station,43-10,10 STREET,Long Island City,11101,http://www.usps.com/,4005263,4004560001.0
POINT (-73.93044321685029 40.764896140330166),Broadway Station,21-17,BROADWAY,Astoria,11106,http://www.usps.com/,4006384,4005540005.0
POINT (-73.7895483996459 40.593509744437746),Arverne Station,329,BEACH 59 STREET,Arverne,11692,http://www.usps.com/,4301931,4158980035.0
POINT (-73.8144820783006 40.5870880269058),Rockaway Beach Station,90-14,ROCKAWAY BEACH BOULEVARD,Rockaway Beach,11693,http://www.usps.com/,4303501,4161240001.0
POINT (-73.83645072869932 40.58201600738201),Rockaway Park Station,113-25,BEACH CHANNEL DRIVE,Rockaway Park,11694,http://www.usps.com/,4303767,4161660450.0
POINT (-73.82696433325528 40.77088204974769),Linden Hill Station,29-50,UNION STREET,Flushing,11354,http://www.usps.com/,4100732,4043430115.0
POINT (-73.84737711566879 40.78434714903562),College Point Station,120-07,15 AVENUE,College Point,11356,http://www.usps.com/,4098183,4040740013.0
POINT (-73.87811869910188 40.76419522295797),East Elmhurst Station,91-07,25 AVENUE,East Elmhurst,11369,http://www.usps.com/,4024206,4011020040.0
POINT (-73.77177706811328 40.76284965177944),Bayside Station,212-35,42 AVENUE,Bayside,11361,http://www.usps.com/,4137461,4062270322.0
POINT (-73.75592930102044 40.74841354929688),Oakland Gardens Station,61-43,SPRINGFIELD BOULEVARD,Oakland Gardens,11364,http://www.usps.com/,4163156,4076440009.0
POINT (-73.73709651155987 40.76841748543405),Little Neck Station,250-10,NORTHERN BOULEVARD,Little Neck,11362,http://www.usps.com/,4170862,4082260014.0
POINT (-73.81958916202912 40.72311895801214),Station C Station,75-23,MAIN STREET,Flushing,11367,http://www.usps.com/,4144214,4066650001.0
POINT (-73.86177171356982 40.749615308906485),Corona-"A" Station,103-28,ROOSEVELT AVENUE,Corona,11368,http://www.usps.com/,4048558,4019750018.0
POINT (-73.88458217768795 40.743998399424534),Elmhurst A Station,80-27,BROADWAY,Elmhurst,11373,http://www.usps.com/,4037307,4015090001.0
POINT (-73.86832300939058 40.732202895885735),Rego Park Station,89-12,ELIOT AVENUE,Rego Park,11374,http://www.usps.com/,4071942,4030750006.0
POINT (-73.887427036876 40.74917157963336),Jackson Heights Station,78-02,37 AVENUE,Jackson Heights,11372,http://www.usps.com/,4029915,4012890001.0
POINT (-73.84697056914449 40.72167859002639),Forest Hills Station,106-28,QUEENS BOULEVARD,Forest Hills,11375,http://www.usps.com/,4077476,4032370018.0
POINT (-74.0753674656325 40.64116733218783),St. George Station,45,BAY STREET,Staten Island,10301,http://www.usps.com/,5000004,5000010055.0
POINT (-74.07689157587866 40.62940086337512),Stapleton Station,514,BAY STREET,Staten Island,10304,http://www.usps.com/,5013424,5005110003.0
POINT (-74.11633841133967 40.63487136115413),West New Brighton Station,1015,CASTLETON AVENUE,Staten Island,10310,http://www.usps.com/,5004894,5001770075.0
POINT (-74.12314718706774 40.6143016501433),Gen'L Post Office Station,550,MANOR ROAD,Staten Island,10314,http://www.usps.com/,5010473,5003710001.0
POINT (-74.13717405855216 40.633086152589506),Port Richman Station,364,PORT RICHMOND AVENUE,Staten Island,10302,http://www.usps.com/,5025688,5010910001.0
POINT (-74.15935022762497 40.63670619289731),Marinners Harbor Station,2980,RICHMOND TERRACE,Staten Island,10303,http://www.usps.com/,5027769,5012270063.0
POINT (-74.11040868920595 40.568351044989534),New Dorp Station,2562,HYLAN BOULEVARD,Staten Island,10306,http://www.usps.com/,5104304,5039600210.0
POINT (-74.16294290966094 40.544623296822586),Eltingville Station,4455,AMBOY ROAD,Staten Island,10312,http://www.usps.com/,5073192,5054970080.0
POINT (-74.24761491268521 40.50950209373971),Tottenville Station,228,MAIN STREET,Staten Island,10307,http://www.usps.com/,5089300,5080480072.0
POINT (-74.20655355771851 40.54286130642881),Princes Bay Finance Station,655,ROSSVILLE AVENUE,Staten Island,10309,http://www.usps.com/,5079747,5061450300.0
POINT (-74.07534376878624 40.640927426106586),Ferry Terminal Station,45,BAY STREET,Staten Island,10301,http://www.usps.com/,5000004,5000010055.0
POINT (-74.00391109606355 40.659906025704835),Bush Term Station,824,3 AVENUE,Brooklyn,11232,http://www.usps.com/,3009828,3006670001.0
POINT (-73.92698495930304 40.77138895420048),Astoria Station,27-40,21 STREET,Astoria,11102,http://www.usps.com/,4006100,4005390041.0
POINT (-73.81987162630207 40.60623041401212),Broad Channel Station,909,CROSS BAY BOULEVARD,Broad Channel,11693,http://www.usps.com/,4315080,4153140010.0
POINT (-73.8136924013514 40.78784585251201),White Stone Station,14-44,150 STREET,Whitestone,11357,http://www.usps.com/,4105619,4046600041.0
POINT (-73.94690791640853 40.62852356381418),Vanderveer Station,2319,NOSTRAND AVENUE,Brooklyn,11210,http://www.usps.com/,3207058,3075940035.0
POINT (-73.9296249894324 40.61558894048983),Ryder Station,2222,FLATBUSH AVENUE,Brooklyn,11234,http://www.usps.com/,3326833,3084860051.0
POINT (-73.97924017786227 40.643882658136825),Kensington Station,419,MCDONALD AVENUE,Brooklyn,11218,http://www.usps.com/,3124536,3053340072.0
POINT (-73.7150772352872 40.745795133168485),Glen Oaks Station Station,256-29,UNION TURNPIKE,Glen Oaks,11004,http://www.usps.com/,4440956,4085130002.0
POINT (-73.80166813158878 40.761330050281366),Station A,40-03,164 STREET,Flushing,11358,http://www.usps.com/,4438193,4053390014.0
POINT (-73.78304740621928 40.74136836573631),Fresh Meadows Station,192-04,HORACE HARDING EXPRESSWAY,Fresh Meadows,11365,http://www.usps.com/,4454381,4071170004.0
POINT (-73.86448326843129 40.735232518401375),Corona-Elmhurst Station,59-01,JUNCTION BOULEVARD,Elmhurst,11373,http://www.usps.com/,4047311,4019180018.0
POINT (-73.89234920864703 40.75947200169774),Trainsmeadow Station,75-77,31 AVENUE,East Elmhurst,11370,http://www.usps.com/,4439602,4011240001.0
POINT (-74.15067053157736 40.54993967671249),Great Kills Finance Station,1,NELSON AVENUE,Staten Island,10308,http://www.usps.com/,5065712,5051430017.0
POINT (-74.16802662071647 40.57588992141374),New Springville Station,2845,RICHMOND AVENUE,Staten Island,10314,http://www.usps.com/,5127009,5024600098.0
POINT (-73.91280585045841 40.77517262626214),Woolsey Finance Station,22-66,31 STREET,Astoria,11105,http://www.usps.com/,0,4008440011.0
POINT (-74.01409508337605 40.70786930481915),Battery Park Retail Unit,88,GREENWICH STREET,New York,10006,http://www.usps.com/,1000794,1000180027.0
POINT (-74.01063182740799 40.71272970163109),Church Street Station,90,CHURCH STREET,New York,10007,http://www.usps.com/,1001230,1000860001.0
POINT (-73.98150336579984 40.72181339619085),Tompkins Square,244,EAST 3 STREET,New York,10009,http://www.usps.com/,1004595,1003850027.0
POINT (-73.98125543075516 40.730291542995374),Peter Stuyvesant Station,432,EAST 14 STREET,New York,10009,http://www.usps.com/,1006018,1004410023.0
POINT (-73.98365870504286 40.73954460798758),Madison Square,149,EAST 23 STREET,New York,10010,http://www.usps.com/,1018045,1008790030.0
POINT (-73.9985407663911 40.73452379640351),Patchin,70,WEST 10 STREET,New York,10011,http://www.usps.com/,1009454,1005730006.0
POINT (-74.00314251904068 40.741327522930675),Port Authority,76,9 AVENUE,New York,10011,http://www.usps.com/,1013043,1007390001.0
POINT (-74.00356212536224 40.74785968608804),London Terrace,234,10 AVENUE,New York,10011,http://www.usps.com/,1067979,1007217501.0
POINT (-73.99888160647936 40.74171286933181),Old Chelsea Station,217,WEST 18 STREET,New York,10011,http://www.usps.com/,1013879,1007680020.0
POINT (-73.99897583582754 40.725118769465304),Prince Station,124,GREENE STREET,New York,10012,http://www.usps.com/,1007985,1005130039.0
POINT (-73.99791681976386 40.71444310317618),Chinatown,6,DOYERS STREET,New York,10013,http://www.usps.com/,1001710,1001620044.0
