472.fipstwo,f3161,f13161
2137.statevalue,OcH,OH
1982.countytwo,Huboldt ,Humboldt 
1577.statevalue,MkS,MS
1035.county,Floydz ,Floyd 
426.county,offee ,Coffee 
2310.statevalue,PzA,PA
2092.fipstwo,f3977,f39077
588.fipstwo,f91061,f19061
364.statevalue,L,FL
594.county,Greenew ,Greene 
1349.fipstwo,fp27057,f27057
1581.county,Pearl Rivre ,Pearl River 
2934.statevalue,AV,VA
2559.statevalue,NT,TN
334.statevalue,wFL,FL
484.county,Lownes ,Lowndes 
96.fipstwo,f01313,f01133
632.county,Plpymouth ,Plymouth 
2555.statevalue,kTN,TN
2196.county,Oklahmoa ,Oklahoma 
844.fipstwo,f18038,f18083
498.fipstwo,f12315,f13215
680.county,Goodin g,Gooding 
2952.statecounty,VAx_Hampton city,VA_Hampton city
1752.statecounty,NC_ransylvania,NC_Transylvania
2970.statecounty,VmA_Lynchburg city,VA_Lynchburg city
2159.fipstwo,f40053,f40035
2527.fipstwo,f47012,f47021
848.fipstwo,f18019,f18091
2174.statevalue,KO,OK
245.fipstwo,tf06107,f06107
2567.statecounty,TN_ewis,TN_Lewis
761.statecounty,I_Massac,IL_Massac
1838.statecounty,NE_Cuswter,NE_Custer
229.county,Sa Francisco ,San Francisco 
197.county,Colus ,Colusa 
363.county,Lierty ,Liberty 
798.countytwo,Whitveside ,Whiteside 
433.county,Dad e,Dade 
322.countytwo,District of Columbai,District of Columbia
1823.countytwo,oone ,Boone 
1963.statecounty,NM_Rio Ariba,NM_Rio Arriba
2655.countytwo,Collingsworwth ,Collingsworth 
2636.county,Byrown ,Brown 
2807.countytwo,Refugi o,Refugio 
2437.county,arion ,Marion 
1256.statevalue,MlI,MI
881.fipstwo,f1815b7,f18157
147.fipstwo,rf05101,f05101
3031.countytwo,St. John Iusland,St. John Island
2158.countytwo,Cotto n,Cotton 
2096.countytwo,Lkae ,Lake 
29.countytwo,Yukon-Koyukuk Cnsus Area,Yukon-Koyukuk Census Area
664.statevalue,D,ID
3198.county,Ravleigh ,Raleigh 
1901.fipstwo,f3167,f31167
547.countytwo,Whtifield ,Whitfield 
3001.countytwo,Rihmond ,Richmond 
2753.countytwo,Lampass ,Lampasas 
3041.statevalue,T,VT
2667.statecounty,TX_Dlalam,TX_Dallam
685.statevalue,D,ID
2174.county,Jacson ,Jackson 
148.county,Ouachitka ,Ouachita 
1083.statevalue,YK,KY
2587.county,Putnaim ,Putnam 
2628.countytwo,Borde n,Borden 
570.countytwo,Calhon ,Calhoun 
1120.county,Acadia Parsih,Acadia Parish
1445.countytwo,Gyentry ,Gentry 
80.statevalue,LA,AL
121.statevalue,AsR,AR
732.countytwo,Grund y,Grundy 
1011.statecounty,KxY_Bracken,KY_Bracken
2915.fipstwo,f5131,f51031
1315.statecounty,MI_S. Joseph,MI_St. Joseph
1481.county,Nodway ,Nodaway 
1178.fipstwo,fh22117,f22117
137.fipstwo,05081,f05081
1177.statevalue,hLA,LA
2481.countytwo,Hfarding ,Harding 
2993.statecounty,VA_Portsmouthc ity,VA_Portsmouth city
2308.county,Schuylikill ,Schuylkill 
430.statecounty,GA_Cowta,GA_Coweta
637.statecounty,IA_Ringgokld,IA_Ringgold
1801.county,Rnsom ,Ransom 
531.statevalue,AG,GA
1918.fipstwo,f3015,f33015
2344.statevalue,PnR,PR
2260.countytwo,Berk s,Berks 
513.statevalue,AG,GA
2801.fipstwo,f48397,f48379
2279.county,Efrie ,Erie 
908.fipstwo,fx20027,f20027
737.countytwo,Haenry ,Henry 
2024.fipstwo,f36056,f36065
2391.countytwo,sToa Baja Municipio,Toa Baja Municipio
1938.county,Smoerset ,Somerset 
3037.county,ssex ,Essex 
3032.statevalue,I,VI
997.statevalue,S,KS
2029.statevalue,Y,NY
289.statevalue,OC,CO
1065.statevalue,YK,KY
2031.countytwo,utnam ,Putnam 
2559.county,Humphrelys ,Humphreys 
2572.countytwo,Mariion ,Marion 
2951.county,Haliafx ,Halifax 
133.fipstwo,f05037,f05073
50.county,Cresnhaw ,Crenshaw 
981.county,Sedgwic k,Sedgwick 
1805.countytwo,Sagrent ,Sargent 
2981.fipstwo,f5f1700,f51700
891.countytwo,Wyne ,Wayne 
888.countytwo,Wwarren ,Warren 
3230.statevalue,Y,WY
2755.statecounty,gTX_Lee,TX_Lee
2941.statevalue,VtA,VA
2796.fipstwo,f4v8369,f48369
1994.statecounty,NYB_ronx,NY_Bronx
1894.county,Sarepy ,Sarpy 
838.statecounty,IN_Jacksoon,IN_Jackson
1135.county,Deg Soto Parish,De Soto Parish
2921.countytwo,hesapeake city,Chesapeake city
101.countytwo,Bone ,Boone 
2151.countytwo,Caretr ,Carter 
47.statecounty,LA_Conecuh,AL_Conecuh
968.countytwo,Phillip ,Phillips 
2847.fipstwo,f84471,f48471
3069.statecounty,WA_bMason,WA_Mason
742.county,eJrsey ,Jersey 
26.statevalue,KA,AK
2819.countytwo,Scuprry ,Scurry 
210.fipstwo,f06073,f06037
2819.county,Scrry ,Scurry 
25.countytwo,Valdez-Cordova Census Arae,Valdez-Cordova Census Area
2123.statevalue,gOH,OH
1179.statevalue,A,LA
1003.countytwo,Balladr ,Ballard 
94.statecounty,eAL_Washington,AL_Washington
2273.countytwo,Columbiba ,Columbia 
2114.fipstwo,f93121,f39121
740.countytwo,Jaspe r,Jasper 
3111.statecounty,I_Iron,WI_Iron
1163.statevalue,A,LA
2160.countytwo,Crseek ,Creek 
1038.county,Gallatixn ,Gallatin 
2604.county,Vna Buren ,Van Buren 
1552.countytwo,Holme s,Holmes 
912.statecounty,KSCowley,KS_Cowley
1559.countytwo,pJefferson Davis ,Jefferson Davis 
1216.statevalue,DM,MD
1331.county,Cass ***,Cass 
1634.statecounty,T_Liberty,MT_Liberty
166.statevalue,R,AR
2816.countytwo,an Patricio ,San Patricio 
960.fipstwo,f20311,f20131
1732.county,Orang ,Orange 
2235.countytwo,Jdosephine ,Josephine 
1571.countytwo,Mapdison ,Madison 
3057.countytwo,Frankli ,Franklin 
2766.county,Maion ,Marion 
534.countytwo,Turnerz ,Turner 
1481.statecounty,MO_Nvodaway,MO_Nodaway
2257.statecounty,PA_rmstrong,PA_Armstrong
306.statecounty,CO_San Juna,CO_San Juan
2165.fipstwo,f400n47,f40047
1563.statecounty,MS_amar,MS_Lamar
645.countytwo,Uion ,Union 
2874.fipstwo,f40915,f49015
2254.countytwo,Ymhill ,Yamhill 
2055.county,Allefn ,Allen 
533.fipstwo,f1328u5,f13285
820.countytwo,Delawazre ,Delaware 
2913.county,Buckingha m,Buckingham 
1701.fipstwo,f3073,f37073
1435.fipstwo,f2u9055,f29055
2998.county,Pulaksi ,Pulaski 
372.county,Okechobee ,Okeechobee 
2425.statevalue,gSC,SC
3196.countytwo,Prqeston ,Preston 
1843.statecounty,NE_Dioxn,NE_Dixon
3115.county,Keonsha ,Kenosha 
932.county,Hamilon ,Hamilton 
2824.countytwo,Soemrvell ,Somervell 
2599.county,Sumer ,Sumner 
1213.countytwo,Montgoemry ,Montgomery 
2830.countytwo,wSisher ,Swisher 
684.statecounty,ID_eKootenai,ID_Kootenai
1363.county,Mahnome n,Mahnomen 
1587.fipstwo,f2u8121,f28121
556.county,Kaua ,Kauai 
527.statecounty,GA_Terrll,GA_Terrell
2581.statecounty,TN_Mrgan,TN_Morgan
2114.county,Nble ,Noble 
3157.county,oWod ,Wood 
2865.statevalue,xTX,TX
466.fipstwo,f31149,f13149
2803.countytwo,Reagna ,Reagan 
1704.statecounty,NCG_reene,NC_Greene
2371.fipstwo,f720e97,f72097
588.statevalue,AI,IA
1293.countytwo,Midlandq ,Midland 
676.countytwo,lEmore ,Elmore 
3168.county,Gilme r,Gilmer 
3008.fipstwo,51775,f51775
803.countytwo,Adms ,Adams 
2394.county,Veg Alta Municipio,Vega Alta Municipio
1106.statecounty,YK_Simpson,KY_Simpson
1627.statevalue,vMT,MT
670.county,Canykon ,Canyon 
779.county,Randloph ,Randolph 
1325.statevalue,N,MN
1425.fipstwo,f2903i5,f29035
1626.statecounty,MT_Glachier,MT_Glacier
3208.statevalue,WkV,WV
1492.fipstwo,f92169,f29169
1948.fipstwo,f35101,f35011
1185.statecounty,MA_Berkshisre,MA_Berkshire
2277.statecounty,PA_sDelaware,PA_Delaware
3174.countytwo,Harriso n,Harrison 
219.statecounty,CA_Npaa,CA_Napa
1271.statecounty,MI_aIonia,MI_Ionia
908.county,Cdlay ,Clay 
372.countytwo,Okeechobe e,Okeechobee 
1636.countytwo,Mdaison ,Madison 
1377.countytwo,Penningto n,Pennington 
1384.fipstwo,27127,f27127
3201.statevalue,WzV,WV
2145.statevalue,rOK,OK
579.countytwo,Claytonv ,Clayton 
287.statevalue,O,CO
607.statevalue,A,IA
2040.county,Skeneca ,Seneca 
1790.statecounty,N_McIntosh,ND_McIntosh
213.statecounty,CA_Maripiosa,CA_Mariposa
2096.fipstwo,fn39085,f39085
974.county,Ric e,Rice 
1371.county,Murary ,Murray 
2937.countytwo,pFauquier ,Fauquier 
97.statecounty,AR_rAkansas,AR_Arkansas
433.fipstwo,1f3083,f13083
1158.county,Pointe Couppee Parish,Pointe Coupee Parish
1918.statevalue,H,NH
1113.countytwo,Warern ,Warren 
877.statecounty,IN_Staarke,IN_Starke
1013.county,Breckinridrge ,Breckinridge 
111.statecounty,AR_Conpway,AR_Conway
2284.county,Greaene ,Greene 
2971.fipstwo,f51131,f51113
1693.statecounty,NC_Davdison,NC_Davidson
398.statecounty,GA_Baks,GA_Banks
3021.statevalue,A,VA
924.statecounty,KS_Franklwin,KS_Franklin
94.statevalue,jAL,AL
147.statevalue,R,AR
2857.countytwo,Williamon ,Williamson 
981.statecounty,KS_Sedwick,KS_Sedgwick
2269.statevalue,AP,PA
2077.fipstwo,f39407,f39047
499.county,Nweton ,Newton 
2088.county,enry ,Henry 
230.statevalue,AC,CA
52.countytwo,Dael ,Dale 
3120.statevalue,I,WI
1082.county,Menifsee ,Menifee 
2709.statecounty,TX_Hnsford,TX_Hansford
180.statevalue,Z,AZ
2522.statevalue,N,TN
492.statecounty,GA_Millelr,GA_Miller
3040.statecounty,VT_Lamoile,VT_Lamoille
2370.countytwo,Maunao Municipio,Maunabo Municipio
2987.statevalue,A,VA
1080.fipstwo,2f1149,f21149
2550.fipstwo,f47e067,f47067
2717.countytwo,emphill ,Hemphill 
1767.county,Bensn ,Benson 
2371.statevalue,RP,PR
2852.county,Whaarton ,Wharton 
2543.statevalue,N,TN
337.fipstwo,12023,f12023
557.county,aui ,Maui 
646.fipstwo,19177,f19177
1820.fipstwo,f31050,f31005
1404.county,Wilki n,Wilkin 
2111.statecounty,OH_oMrgan,OH_Morgan
2192.fipstwo,f40110,f40101
701.statecounty,L_Adams,IL_Adams
3118.statecounty,WI_Lafayete,WI_Lafayette
748.statecounty,ILe_Knox,IL_Knox
2405.countytwo,Abbeviglle ,Abbeville 
1897.county,Sewar ,Seward 
1418.county,Buhanan ,Buchanan 
147.countytwo,Neton ,Newton 
2608.fipstwo,fv47183,f47183
1640.countytwo,Missula ,Missoula 
2432.fipstwo,f5055,f45055
2475.county,Gant ,Grant 
1493.county,utnam ,Putnam 
247.statevalue,A,CA
317.county,Mfiddlesex ,Middlesex 
1901.statecounty,NE_Sdtanton,NE_Stanton
1422.county,amden ,Camden 
2505.countytwo,Sanbor n,Sanborn 
2012.county,Hamiltozn ,Hamilton 
1915.statecounty,NH_Graftno,NH_Grafton
2940.fipstwo,f51076,f51067
1173.statevalue,LhA,LA
926.countytwo,Goe ,Gove 
2812.countytwo,Ruqsk ,Rusk 
1116.countytwo,Wbester ,Webster 
1209.county,Garret t,Garrett 
1519.statevalue,OM,MO
2569.countytwo,Luodon ,Loudon 
1596.fipstwo,28139,f28139
1166.statecounty,LA_St. Jsames,LA_St. James
627.fipstwo,19139,f19139
2583.statevalue,N,TN
1755.county,Vancfe ,Vance 
1711.statecounty,NgC_Hoke,NC_Hoke
249.fipstwo,f6115,f06115
1910.statevalue,EN,NE
1593.fipstwo,f2133,f28133
1140.county,Franklin Parsh,Franklin Parish
792.county,Vermielion ,Vermilion 
3079.countytwo,Steven s,Stevens 
2152.statevalue,KO,OK
1883.statecounty,E_Otoe,NE_Otoe
1392.county,St .Louis ,St. Louis 
2824.statecounty,TX_Somrvell,TX_Somervell
2595.statecounty,TN_Srhelby,TN_Shelby
2627.statevalue,mTX,TX
2865.countytwo,Zvaala ,Zavala 
3099.countytwo,Dodeg ,Dodge 
1939.statevalue,NzJ,NJ
198.county,Contra tCosta ,Contra Costa 
415.statevalue,A,GA
1146.county,Jfferson Davis Parish,Jefferson Davis Parish
2936.countytwo,Falls Churc city,Falls Church city
2492.statecounty,S_DLyman,SD_Lyman
1824.statecounty,NE_Bxo Butte,NE_Box Butte
152.statecounty,AR_Poinxsett,AR_Poinsett
2926.countytwo,Caig ,Craig 
634.statecounty,IA_Polik,IA_Polk
449.fipstwo,f13115***,f13115
883.county,nion ,Union 
1501.county,Scotlaqnd ,Scotland 
2762.fipstwo,4f8301,f48301
689.county,Mahdison ,Madison 
2688.statevalue,TnX,TX
1660.county,Trearsure ,Treasure 
2348.countytwo,Fajardo Muniipio,Fajardo Municipio
3001.county,rRichmond ,Richmond 
732.statevalue,LI,IL
2747.statecounty,T_XKinney,TX_Kinney
1550.statecounty,MS_arrison,MS_Harrison
3038.fipstwo,f50011***,f50011
1902.statevalue,E,NE
3086.county,Adamsr ,Adams 
2365.statecounty,PqR_Las Piedras Municipio,PR_Las Piedras Municipio
440.statecounty,GA_Douglsa,GA_Douglas
2660.countytwo,Cookej ,Cooke 
1089.statevalue,Y,KY
456.countytwo,Godon ,Gordon 
459.county,Gwnnett ,Gwinnett 
3229.fipstwo,f65033,f56033
1033.statevalue,KhY,KY
371.fipstwo,f12s091,f12091
2232.statevalue,RO,OR
1423.countytwo,Cape Girardleau ,Cape Girardeau 
2309.county,Synder ,Snyder 
39.countytwo,herokee ,Cherokee 
872.county,Rsh ,Rush 
2152.fipstwo,f4021,f40021
3100.county,Dor ,Door 
745.county,Kan e,Kane 
1653.fipstwo,f30809,f30089
1364.fipstwo,f7089,f27089
2956.county,Henr y,Henry 
2643.fipstwo,48063,f48063
2583.statecounty,TN_Overon,TN_Overton
808.county,oBone ,Boone 
1195.statecounty,MA_Plmyouth,MA_Plymouth
610.countytwo,Joens ,Jones 
152.statevalue,R,AR
3072.fipstwo,f35051,f53051
1841.county,Dason ,Dawson 
728.statecounty,IL_Frankiln,IL_Franklin
3135.statevalue,IW,WI
2165.county,Garfeld ,Garfield 
1238.statevalue,IM,MI
1557.statevalue,SM,MS
1904.statevalue,EN,NE
1044.statevalue,YK,KY
2751.statevalue,XT,TX
1241.statecounty,MI_Alpejna,MI_Alpena
2922.county,Cheserfield ,Chesterfield 
225.county,Sacramnto ,Sacramento 
1175.statevalue,AL,LA
1184.statecounty,MA_Baarnstable,MA_Barnstable
723.fipstwo,f170j45,f17045
2209.countytwo,Seuqoyah ,Sequoyah 
1115.countytwo,Wyne ,Wayne 
2992.statevalue,A,VA
1770.statevalue,D,ND
2013.county,Herimer ,Herkimer 
2725.countytwo,Hoawrd ,Howard 
526.statevalue,A,GA
2471.countytwo,ouglas ,Douglas 
764.fipstwo,17113,f17113
1070.county,Loan ,Logan 
497.county,gMurray ,Murray 
261.statevalue,CqO,CO
2228.statevalue,dOR,OR
2971.countytwo,Msadison ,Madison 
2573.fipstwo,f47117***,f47117
2287.countytwo,Jfeferson ,Jefferson 
1462.fipstwo,f2910o9,f29109
856.statecounty,IN_Mongtomery,IN_Montgomery
1761.fipstwo,kf37193,f37193
1286.fipstwo,fb26097,f26097
676.county,Emore ,Elmore 
2801.county,Rins ,Rains 
1471.statecounty,OM_McDonald,MO_McDonald
1666.statevalue,CN,NC
1035.statecounty,KkY_Floyd,KY_Floyd
1018.county,Cambell ,Campbell 
396.statecounty,GA_Baekr,GA_Baker
1721.statevalue,uNC,NC
681.county,Ivdaho ,Idaho 
1953.statevalue,NsM,NM
1024.statevalue,Y,KY
699.statevalue,D,ID
2723.fipstwo,fu48223,f48223
3224.county,Licoln ,Lincoln 
341.statecounty,FL_Ecambia,FL_Escambia
2844.statecounty,TX_Val Vedre,TX_Val Verde
608.statevalue,IvA,IA
794.statevalue,eIL,IL
3022.county,Washingotn ,Washington 
1415.statecounty,MO_Bentotn,MO_Benton
1330.statevalue,NM,MN
3059.statecounty,W_Grant,WA_Grant
3217.countytwo,onverse ,Converse 
1812.statevalue,rND,ND
1155.statecounty,LA_Orelans,LA_Orleans
2294.countytwo,Luezerne ,Luzerne 
629.county,sceola ,Osceola 
1165.statecounty,AL_St. Helena,LA_St. Helena
906.statecounty,KS_Cheyebnne,KS_Cheyenne
1024.county,Clarkf ,Clark 
2916.fipstwo,51033,f51033
323.statevalue,E,DE
1738.countytwo,lPitt ,Pitt 
3035.county,Caleedonia ,Caledonia 
1321.countytwo,Atkin ,Aitkin 
1656.fipstwo,f3095,f30095
2031.statevalue,NaY,NY
1915.county,Graftn ,Grafton 
1648.countytwo,Praiie ,Prairie 
2411.statevalue,SdC,SC
574.statecounty,IA_Cerr oGordo,IA_Cerro Gordo
2403.countytwo,Providenc e,Providence 
899.statevalue,SK,KS
1486.countytwo,Prry ,Perry 
236.fipstwo,f06098,f06089
1169.statecounty,LA_St.o Martin,LA_St. Martin
490.statecounty,GA_cMIntosh,GA_McIntosh
1512.county,tone ,Stone 
1496.county,Rtay ,Ray 
436.fipstwo,f1308j9,f13089
291.statecounty,CO_Moffta,CO_Moffat
2908.county,Blnd ,Bland 
2604.statecounty,TN_Vn Buren,TN_Van Buren
1845.fipstwo,f310z55,f31055
2597.fipstwo,wf47161,f47161
2121.countytwo,Prebl ,Preble 
1411.fipstwo,29007,f29007
2590.county,Robertsonq ,Robertson 
1699.fipstwo,f30769,f37069
3132.statevalue,I,WI
2934.county,Fainrfax ,Fairfax 
2121.statevalue,iOH,OH
2272.county,Clinto n,Clinton 
2519.county,Bentogn ,Benton 
1191.fipstwo,f25051,f25015
187.countytwo,Piam ,Pima 
2107.statecounty,OHMercer,OH_Mercer
3062.countytwo,efferson ,Jefferson 
409.statecounty,GA_urke,GA_Burke
3129.countytwo,Onseida ,Oneida 
617.statevalue,AI,IA
1698.statevalue,NaC,NC
97.county,Arkanhsas ,Arkansas 
81.statecounty,AL_Mogran,AL_Morgan
2192.county,Muksogee ,Muskogee 
1935.county,Oecan ,Ocean 
7.statevalue,ArK,AK
49.countytwo,Covingtn ,Covington 
1323.county,Behcker ,Becker 
2660.statecounty,T_Cooke,TX_Cooke
1006.county,Bel l,Bell 
2342.countytwo,yCidra Municipio,Cidra Municipio
277.county,Hinsdael ,Hinsdale 
2564.countytwo,Lke ,Lake 
587.countytwo,Dickintson ,Dickinson 
2881.fipstwo,f4902j9,f49029
268.countytwo,Dougas ,Douglas 
2900.fipstwo,f51007***,f51007
2435.fipstwo,fm45061,f45061
2487.statevalue,qSD,SD
288.fipstwo,f80075,f08075
750.fipstwo,fv17099,f17099
512.fipstwo,f13423,f13243
772.countytwo,Peori ,Peoria 
659.fipstwo,f160y05,f16005
1154.fipstwo,2f2069,f22069
1541.county,Copah ,Copiah 
1086.statecounty,KY_Mntgomery,KY_Montgomery
2663.statecounty,TXn_Crane,TX_Crane
323.county,Knet ,Kent 
2564.statevalue,N,TN
449.statecounty,GA_Flkoyd,GA_Floyd
2207.statecounty,OKR_ogers,OK_Rogers
2492.statevalue,D,SD
1835.countytwo,Clya ,Clay 
2046.countytwo,Tompkin s,Tompkins 
1088.county,Muhlenbreg ,Muhlenberg 
2140.statecounty,OH_Wood***,OH_Wood
329.county,Brnadford ,Bradford 
1608.fipstwo,f28136,f28163
1324.statevalue,NM,MN
244.county,Trniity ,Trinity 
600.county,Harrisxon ,Harrison 
1610.county,Big orn ,Big Horn 
1294.county,Missauke e,Missaukee 
1896.fipstwo,f3157,f31157
2654.statecounty,TxX_Collin,TX_Collin
2292.statevalue,cPA,PA
693.county,Owyhe ,Owyhee 
2392.fipstwo,mf72139,f72139
549.county,Wikes ,Wilkes 
1517.countytwo,arren ,Warren 
1331.fipstwo,27021,f27021
1936.statevalue,J,NJ
842.statevalue,NI,IN
1193.statecounty,MA_Nantuckte,MA_Nantucket
1109.statevalue,KvY,KY
2742.statevalue,XT,TX
947.fipstwo,2f0105,f20105
3097.statevalue,WmI,WI
2867.statecounty,T_Beaver,UT_Beaver
1488.fipstwo,2f9161,f29161
2193.countytwo,Nloble ,Noble 
1766.fipstwo,f83003,f38003
2023.county,iNagara ,Niagara 
2823.statecounty,TXn_Smith,TX_Smith
863.fipstwo,f1g8121,f18121
624.statevalue,A,IA
1037.countytwo,mFulton ,Fulton 
1598.county,vTunica ,Tunica 
1320.countytwo,exford ,Wexford 
1499.countytwo,Salsine ,Saline 
677.countytwo,Franklinv ,Franklin 
2151.statecounty,OK_aCrter,OK_Carter
476.countytwo,oJnes ,Jones 
2829.statevalue,X,TX
2603.fipstwo,f74173,f47173
1631.county,Juith Basin ,Judith Basin 
1520.statevalue,OM,MO
1461.statecounty,MO_Laofayette,MO_Lafayette
1130.countytwo,Cwaldwell ,Caldwell 
1470.county,Mraion ,Marion 
1042.county,Grayso n,Grayson 
2002.fipstwo,3f6021,f36021
3132.countytwo,Peipn ,Pepin 
2956.statevalue,AV,VA
620.statecounty,IA_aMrion,IA_Marion
207.fipstwo,f0601,f06031
1279.statecounty,MI_Keweeaw,MI_Keweenaw
1274.countytwo,Isabenlla ,Isabella 
3181.fipstwo,f54094,f54049
291.statevalue,OC,CO
1259.fipstwo,f260h43,f26043
1645.county,Ponder a,Pondera 
1848.fipstwo,f3101,f31061
3055.fipstwo,fy53017,f53017
2651.fipstwo,48079,f48079
347.statevalue,L,FL
1442.county,Duknlin ,Dunklin 
2983.statecounty,VA_Northamzpton,VA_Northampton
1097.fipstwo,f21159,f21195
1975.countytwo,Carson Ciyt,Carson City
793.countytwo,Wabahs ,Wabash 
2962.statevalue,A,VA
2953.statevalue,VeA,VA
1840.statevalue,E,NE
954.countytwo,eade ,Meade 
2707.fipstwo,f48119,f48191
1131.statecounty,LA_Camerokn,LA_Cameron
1505.countytwo,St. Chrles ,St. Charles 
3226.statevalue,YW,WY
875.statevalue,N,IN
796.fipstwo,f1711,f17191
3021.statecounty,VA_Waren,VA_Warren
2358.statevalue,R,PR
2942.countytwo,Frederimck ,Frederick 
2101.statecounty,H_Lucas,OH_Lucas
785.fipstwo,f17711,f17171
1890.statecounty,NE_Red Wilolw,NE_Red Willow
12.statecounty,AK_enai Peninsula Borough,AK_Kenai Peninsula Borough
1062.county,Lhaurel ,Laurel 
1783.statecounty,NDv_Grant,ND_Grant
3223.county,Laarmie ,Laramie 
1506.statevalue,OM,MO
1069.fipstwo,f2139,f21139
1978.statecounty,NV_Doulas,NV_Douglas
2711.statevalue,XT,TX
1552.statevalue,MyS,MS
83.statecounty,ALPickens,AL_Pickens
1869.countytwo,eya Paha ,Keya Paha 
1469.county,Mariels ,Maries 
771.county,Oge ,Ogle 
286.countytwo,Las Anima ,Las Animas 
343.fipstwo,f1207,f12037
3062.fipstwo,fm53031,f53031
2814.statevalue,TbX,TX
2771.countytwo,McCullohc ,McCulloch 
555.statecounty,IH_Kalawao,HI_Kalawao
243.county,Tehaam ,Tehama 
1355.countytwo,Kttson ,Kittson 
660.statevalue,IwD,ID
1872.fipstwo,f3109,f31109
1407.fipstwo,f21773,f27173
189.county,xSanta Cruz ,Santa Cruz 
2409.statevalue,SjC,SC
2217.county,Wods ,Woods 
2946.statecounty,VA_Gloucestre,VA_Gloucester
216.countytwo,Modco ,Modoc 
149.statecounty,AR_Perory,AR_Perry
1181.fipstwo,f2223,f22123
741.countytwo,Jfeferson ,Jefferson 
2859.countytwo,Wimnkler ,Winkler 
1902.countytwo,Tghayer ,Thayer 
1712.countytwo,Hyed ,Hyde 
849.fipstwo,f1093,f18093
3165.county,Cay ,Clay 
2436.statevalue,CS,SC
1487.fipstwo,f21959,f29159
2614.county,Angelinac ,Angelina 
2336.county,Cnovanas Municipio,Canovanas Municipio
597.countytwo,Hamiltuon ,Hamilton 
687.statecounty,I_Lewis,ID_Lewis
2362.statecounty,PR_Laja Municipio,PR_Lajas Municipio
2131.statevalue,H,OH
3158.county,arbour ,Barbour 
1319.countytwo,Wane ,Wayne 
2043.statevalue,nNY,NY
391.county,Walotn ,Walton 
1915.countytwo,Grafotn ,Grafton 
653.fipstwo,f1191,f19191
591.countytwo,Fbloyd ,Floyd 
1143.county,Ibeville Parish,Iberville Parish
1189.statecounty,MA_Frranklin,MA_Franklin
1163.fipstwo,f2287,f22087
882.fipstwo,f1859,f18159
2753.county,Lmapasas ,Lampasas 
1037.county,Fulto ,Fulton 
2299.county,lMonroe ,Monroe 
203.county,Huboldt ,Humboldt 
1588.county,Sctt ,Scott 
912.statevalue,mKS,KS
579.county,Calyton ,Clayton 
559.statevalue,A,IA
120.countytwo,tFranklin ,Franklin 
1729.statecounty,NC_dNew Hanover,NC_New Hanover
3166.statecounty,WV_Doddirdge,WV_Doddridge
2750.countytwo,LaSalle ,La Salle 
1614.fipstwo,3f0011,f30011
1849.statevalue,E,NE
737.county,Heny ,Henry 
730.county,Gallati ,Gallatin 
215.fipstwo,f0604z7,f06047
937.countytwo,Jacskon ,Jackson 
2914.fipstwo,f1530,f51530
1474.county,Mississippi ***,Mississippi 
608.fipstwo,f11901,f19101
416.countytwo,hCarlton ,Charlton 
561.fipstwo,19007,f19007
