EstablishmentID,InspectionID,Ins_TypeDesc,EstablishmentName,PlaceName,Address,Address2,City,State,Zip,TypeDescription,InspectionDate,score,Grade,NameSearch,Intersection,ObjectId
31407,1785551,REGULAR,WESLEY MANOR,,5012 E MANSLICK RD,,LOUISVILLE,KY,40219,FOOD SERVICE (HOSPITAL / NURSING HOME,2023/08/31 00:00:00,98,A,WESLEY MANOR,,23
31844,1749433,REGULAR,IMMACULATA CLASSICAL ACADEMY,,440 ZORN AVE,,LOUISVILLE,KY,40206,SCHOOL CAFETERIA OR FOOD SERVICE,2023/04/19 00:00:00,100,A,IMMACULATA CLASSICAL ACADEMY,,24
31360,1789615,REGULAR,LA PETITE ACADEMY,,9505 US HWY 42,,LOUISVILLE,KY,40059,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2023/09/19 00:00:00,100,A,LA PETITE ACADEMY,,25
32578,1741800,REGULAR,WHITE CASTLE #19,,7400 DIXIE HWY,,LOUISVILLE,KY,40258,FOOD SERVICE,2023/03/14 00:00:00,97,A,WHITE CASTLE #19,,26
31474,1782434,REGULAR,PORTLAND ELEMENTARY SCHOOL,,3410 NORTHWESTERN PKWY,,LOUISVILLE,KY,40212,SCHOOL CAFETERIA OR FOOD SERVICE,2023/08/22 00:00:00,100,A,PORTLAND ELEMENTARY SCHOOL,,27
31409,1728226,REGULAR,WESTMINSTER TERRACE,,2116 BUECHEL BANK RD,,LOUISVILLE,KY,40218,FOOD SERVICE (HOSPITAL / NURSING HOME,2023/01/11 00:00:00,96,A,WESTMINSTER TERRACE,,28
31844,1796963,REGULAR,IMMACULATA CLASSICAL ACADEMY,,440 ZORN AVE,,LOUISVILLE,KY,40206,SCHOOL CAFETERIA OR FOOD SERVICE,2023/10/16 00:00:00,100,A,IMMACULATA CLASSICAL ACADEMY,,29
31371,1729061,REGULAR,ZACHARY TAYLOR ELEMENTARY,,9620 WESTPORT RD,,LOUISVILLE,KY,40241,SCHOOL CAFETERIA OR FOOD SERVICE,2023/01/17 00:00:00,100,A,ZACHARY TAYLOR ELEMENTARY,,30
31371,1782010,REGULAR,ZACHARY TAYLOR ELEMENTARY,,9620 WESTPORT RD,,LOUISVILLE,KY,40241,SCHOOL CAFETERIA OR FOOD SERVICE,2023/08/21 00:00:00,100,A,ZACHARY TAYLOR ELEMENTARY,,31
31372,1755562,REGULAR,TRINITY HIGH SCHOOL,,4011 SHELBYVILLE RD,,LOUISVILLE,KY,40207,SCHOOL CAFETERIA OR FOOD SERVICE,2023/05/15 00:00:00,100,A,TRINITY HIGH SCHOOL,,32
31373,1734845,REGULAR,TRUNNELL ELEMENTARY SCHOOL,,7609 ST ANDREWS CHURCH RD,,LOUISVILLE,KY,40214,SCHOOL CAFETERIA OR FOOD SERVICE,2023/02/13 00:00:00,100,A,TRUNNELL ELEMENTARY SCHOOL,,33
31373,1784873,REGULAR,TRUNNELL ELEMENTARY SCHOOL,,7609 ST ANDREWS CHURCH RD,,LOUISVILLE,KY,40214,SCHOOL CAFETERIA OR FOOD SERVICE,2023/08/29 00:00:00,100,A,TRUNNELL ELEMENTARY SCHOOL,,34
31375,1743109,REGULAR,WAGGENER HIGH SCHOOL,,330 S HUBBARDS LN,,LOUISVILLE,KY,40207,SCHOOL CAFETERIA OR FOOD SERVICE,2023/03/21 00:00:00,100,A,WAGGENER HIGH SCHOOL,,35
31375,1789116,REGULAR,WAGGENER HIGH SCHOOL,,330 S HUBBARDS LN,,LOUISVILLE,KY,40207,SCHOOL CAFETERIA OR FOOD SERVICE,2023/09/18 00:00:00,100,A,WAGGENER HIGH SCHOOL,,36
31378,1744896,REGULAR,WATTERSON ELEMENTARY,,3900 BRECKENRIDGE LN,,LOUISVILLE,KY,40218,SCHOOL CAFETERIA OR FOOD SERVICE,2023/03/29 00:00:00,100,A,WATTERSON ELEMENTARY,,37
31378,1788570,REGULAR,WATTERSON ELEMENTARY,,3900 BRECKENRIDGE LN,,LOUISVILLE,KY,40218,SCHOOL CAFETERIA OR FOOD SERVICE,2023/09/15 00:00:00,100,A,WATTERSON ELEMENTARY,,38
31379,1729318,REGULAR,WESTPORT MIDDLE SCHOOL,,8100 WESTPORT RD,,LOUISVILLE,KY,40242,SCHOOL CAFETERIA OR FOOD SERVICE,2023/01/18 00:00:00,100,A,WESTPORT MIDDLE SCHOOL,,39
31379,1784903,REGULAR,WESTPORT MIDDLE SCHOOL,,8100 WESTPORT RD,,LOUISVILLE,KY,40242,SCHOOL CAFETERIA OR FOOD SERVICE,2023/08/30 00:00:00,97,C,WESTPORT MIDDLE SCHOOL,,40
31379,1786305,FOLLOWUP,WESTPORT MIDDLE SCHOOL,,8100 WESTPORT RD,,LOUISVILLE,KY,40242,SCHOOL CAFETERIA OR FOOD SERVICE,2023/09/06 00:00:00,100,A,WESTPORT MIDDLE SCHOOL,,41
31380,1739066,REGULAR,WESTERN HIGH SCHOOL,,2501 ROCKFORD LN,,LOUISVILLE,KY,40216,SCHOOL CAFETERIA OR FOOD SERVICE,2023/03/02 00:00:00,100,A,WESTERN HIGH SCHOOL,,42
31380,1786250,REGULAR,WESTERN HIGH SCHOOL,,2501 ROCKFORD LN,,LOUISVILLE,KY,40216,SCHOOL CAFETERIA OR FOOD SERVICE,2023/09/06 00:00:00,100,A,WESTERN HIGH SCHOOL,,43
31381,1741791,REGULAR,WELLINGTON ELEMENTARY,,4800 KAUFMAN LN,,LOUISVILLE,KY,40216,SCHOOL CAFETERIA OR FOOD SERVICE,2023/03/15 00:00:00,100,A,WELLINGTON ELEMENTARY,,44
31381,1791720,REGULAR,WELLINGTON ELEMENTARY,,4800 KAUFMAN LN,,LOUISVILLE,KY,40216,SCHOOL CAFETERIA OR FOOD SERVICE,2023/09/27 00:00:00,100,A,WELLINGTON ELEMENTARY,,45
31383,1734432,REGULAR,HUDSON MIDDLE SCHOOL,,1107 S 17TH ST,,LOUISVILLE,KY,40210,SCHOOL CAFETERIA OR FOOD SERVICE,2023/02/10 00:00:00,100,A,HUDSON MIDDLE SCHOOL,,46
31383,1784565,REGULAR,HUDSON MIDDLE SCHOOL,,1107 S 17TH ST,,LOUISVILLE,KY,40210,SCHOOL CAFETERIA OR FOOD SERVICE,2023/08/29 00:00:00,99,A,HUDSON MIDDLE SCHOOL,,47
31384,1749932,REGULAR,WHEELER ELEMENTARY SCHOOL,,5700 CYNTHIA DR,,LOUISVILLE,KY,40291,SCHOOL CAFETERIA OR FOOD SERVICE,2023/04/21 00:00:00,100,A,WHEELER ELEMENTARY SCHOOL,,48
31384,1799288,REGULAR,WHEELER ELEMENTARY SCHOOL,,5700 CYNTHIA DR,,LOUISVILLE,KY,40291,SCHOOL CAFETERIA OR FOOD SERVICE,2023/10/24 00:00:00,100,A,WHEELER ELEMENTARY SCHOOL,,49
31386,1737664,REGULAR,WILDER ELEMENTARY SCHOOL,,1913 HERR LN,,LOUISVILLE,KY,40222,SCHOOL CAFETERIA OR FOOD SERVICE,2023/02/23 00:00:00,100,A,WILDER ELEMENTARY SCHOOL,,50
31386,1784635,REGULAR,WILDER ELEMENTARY SCHOOL,,1913 HERR LN,,LOUISVILLE,KY,40222,SCHOOL CAFETERIA OR FOOD SERVICE,2023/08/29 00:00:00,100,A,WILDER ELEMENTARY SCHOOL,,51
31388,1748754,REGULAR,WILT ELEMENTARY SCHOOL,,6700 PRICE LANE RD,,LOUISVILLE,KY,40229,SCHOOL CAFETERIA OR FOOD SERVICE,2023/04/17 00:00:00,99,A,WILT ELEMENTARY SCHOOL,,52
31388,1803782,REGULAR,WILT ELEMENTARY SCHOOL,,6700 PRICE LANE RD,,LOUISVILLE,KY,40229,SCHOOL CAFETERIA OR FOOD SERVICE,2023/11/10 00:00:00,99,A,WILT ELEMENTARY SCHOOL,,53
31389,1752240,REGULAR,JEFFERSON CO. TRADITIONAL MIDDLE SCHOOL,,1418 MORTON AVE,,LOUISVILLE,KY,40204,SCHOOL CAFETERIA OR FOOD SERVICE,2023/05/01 00:00:00,100,A,JEFFERSON CO. TRADITIONAL MIDDLE SCHOOL,,54
31390,1733226,REGULAR,WESTERN MIDDLE SCHOOL,,2201 W MAIN ST,,LOUISVILLE,KY,40212,SCHOOL CAFETERIA OR FOOD SERVICE,2023/02/03 00:00:00,99,A,WESTERN MIDDLE SCHOOL,,55
31390,1784941,REGULAR,WESTERN MIDDLE SCHOOL,,2201 W MAIN ST,,LOUISVILLE,KY,40212,SCHOOL CAFETERIA OR FOOD SERVICE,2023/08/30 00:00:00,100,A,WESTERN MIDDLE SCHOOL,,56
31391,1739065,REGULAR,WALLER WILLIAMS ENVIRONMENTAL SCHOOL,,2415 ROCKFORD LN,,LOUISVILLE,KY,40216,SCHOOL CAFETERIA OR FOOD SERVICE,2023/03/02 00:00:00,100,A,WALLER WILLIAMS ENVIRONMENTAL SCHOOL,,57
31391,1786249,REGULAR,WALLER WILLIAMS ENVIRONMENTAL SCHOOL,,2415 ROCKFORD LN,,LOUISVILLE,KY,40216,SCHOOL CAFETERIA OR FOOD SERVICE,2023/09/06 00:00:00,100,A,WALLER WILLIAMS ENVIRONMENTAL SCHOOL,,58
31392,1737618,REGULAR,YOUNG ELEMENTARY #374,,3526 W MUHAMMAD ALI BLVD,,LOUISVILLE,KY,40212,SCHOOL CAFETERIA OR FOOD SERVICE,2023/02/24 00:00:00,100,A,YOUNG ELEMENTARY #374,,59
31392,1783904,REGULAR,YOUNG ELEMENTARY #374,,3526 W MUHAMMAD ALI BLVD,,LOUISVILLE,KY,40212,SCHOOL CAFETERIA OR FOOD SERVICE,2023/08/28 00:00:00,100,A,YOUNG ELEMENTARY #374,,60
31396,1744556,REGULAR,ST. XAVIER HIGH SCHOOL,,1609 POPLAR LEVEL RD,,LOUISVILLE,KY,40217,SCHOOL CAFETERIA OR FOOD SERVICE,2023/03/27 00:00:00,96,A,ST. XAVIER HIGH SCHOOL,,61
31396,1794280,REGULAR,ST. XAVIER HIGH SCHOOL,,1609 POPLAR LEVEL RD,,LOUISVILLE,KY,40217,SCHOOL CAFETERIA OR FOOD SERVICE,2023/10/05 00:00:00,98,A,ST. XAVIER HIGH SCHOOL,,62
31397,1735069,REGULAR,BALLARD HIGH SCHOOL,,6000 BROWNSBORO RD,,LOUISVILLE,KY,40222,SCHOOL CAFETERIA OR FOOD SERVICE,2023/02/14 00:00:00,100,A,BALLARD HIGH SCHOOL,,63
31397,1783633,REGULAR,BALLARD HIGH SCHOOL,,6000 BROWNSBORO RD,,LOUISVILLE,KY,40222,SCHOOL CAFETERIA OR FOOD SERVICE,2023/08/25 00:00:00,100,A,BALLARD HIGH SCHOOL,,64
31398,1745005,REGULAR,BARRETT MIDDLE SCHOOL,,2561 GRINSTEAD DR,,LOUISVILLE,KY,40206,SCHOOL CAFETERIA OR FOOD SERVICE,2023/03/29 00:00:00,100,A,BARRETT MIDDLE SCHOOL,,65
31398,1784139,REGULAR,BARRETT MIDDLE SCHOOL,,2561 GRINSTEAD DR,,LOUISVILLE,KY,40206,SCHOOL CAFETERIA OR FOOD SERVICE,2023/08/28 00:00:00,100,A,BARRETT MIDDLE SCHOOL,,66
31399,1744895,REGULAR,MINOR DANIELS ACADEMY,,1960 BASHFORD MANOR LN,,LOUISVILLE,KY,40218,SCHOOL CAFETERIA OR FOOD SERVICE,2023/03/29 00:00:00,99,A,MINOR DANIELS ACADEMY,,67
31399,1788950,REGULAR,MINOR DANIELS ACADEMY,,1960 BASHFORD MANOR LN,,LOUISVILLE,KY,40218,SCHOOL CAFETERIA OR FOOD SERVICE,2023/09/18 00:00:00,99,A,MINOR DANIELS ACADEMY,,68
31399,1794870,COMPLAINT,MINOR DANIELS ACADEMY,,1960 BASHFORD MANOR LN,,LOUISVILLE,KY,40218,SCHOOL CAFETERIA OR FOOD SERVICE,2023/09/18 00:00:00,0,,MINOR DANIELS ACADEMY,,69
31399,1794871,FOLLOWUP,MINOR DANIELS ACADEMY,,1960 BASHFORD MANOR LN,,LOUISVILLE,KY,40218,SCHOOL CAFETERIA OR FOOD SERVICE,2023/09/25 00:00:00,0,,MINOR DANIELS ACADEMY,,70
31400,1743083,REGULAR,BATES ELEMENTARY SCHOOL,,7601 BARDSTOWN RD,,LOUISVILLE,KY,40291,SCHOOL CAFETERIA OR FOOD SERVICE,2023/03/21 00:00:00,100,A,BATES ELEMENTARY SCHOOL,,71
31400,1796812,REGULAR,BATES ELEMENTARY SCHOOL,,7601 BARDSTOWN RD,,LOUISVILLE,KY,40291,SCHOOL CAFETERIA OR FOOD SERVICE,2023/10/16 00:00:00,100,A,BATES ELEMENTARY SCHOOL,,72
31401,1738138,REGULAR,BETH HAVEN,,5515 JOHNSONTOWN RD,,LOUISVILLE,KY,40272,SCHOOL CAFETERIA OR FOOD SERVICE,2023/02/27 00:00:00,100,A,BETH HAVEN,,73
31401,1786412,REGULAR,BETH HAVEN,,5515 JOHNSONTOWN RD,,LOUISVILLE,KY,40272,SCHOOL CAFETERIA OR FOOD SERVICE,2023/09/06 00:00:00,100,A,BETH HAVEN,,74
31402,1752877,REGULAR,BLAKE ELEMENTARY SCHOOL,,3801 BONAVENTURE BLVD,,LOUISVILLE,KY,40219,SCHOOL CAFETERIA OR FOOD SERVICE,2023/05/02 00:00:00,100,A,BLAKE ELEMENTARY SCHOOL,,75
31043,1798128,REGULAR,KINDER CARE LEARNING CTR #424,,3804 KLONDIKE LN,,LOUISVILLE,KY,40218,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2023/10/20 00:00:00,98,A,KINDER CARE LEARNING CTR #424,,76
31802,1753897,REGULAR,WALDEN SCHOOL,,4238 WESTPORT RD,,LOUISVILLE,KY,40207,SCHOOL CAFETERIA OR FOOD SERVICE,2023/05/08 00:00:00,100,A,WALDEN SCHOOL,,77
32578,1777008,REGULAR,WHITE CASTLE #19,,7400 DIXIE HWY,,LOUISVILLE,KY,40258,FOOD SERVICE,2023/08/02 00:00:00,96,A,WHITE CASTLE #19,,78
31802,1804220,REGULAR,WALDEN SCHOOL,,4238 WESTPORT RD,,LOUISVILLE,KY,40207,SCHOOL CAFETERIA OR FOOD SERVICE,2023/11/13 00:00:00,100,A,WALDEN SCHOOL,,79
31475,1744715,REGULAR,PRICE ELEMENTARY SCHOOL,,5001 GARDEN GREEN WAY,,LOUISVILLE,KY,40218,SCHOOL CAFETERIA OR FOOD SERVICE,2023/03/28 00:00:00,100,A,PRICE ELEMENTARY SCHOOL,,80
31409,1775058,REGULAR,WESTMINSTER TERRACE,,2116 BUECHEL BANK RD,,LOUISVILLE,KY,40218,FOOD SERVICE (HOSPITAL / NURSING HOME,2023/07/26 00:00:00,94,C,WESTMINSTER TERRACE,,81
31846,1744946,REGULAR,ST. MARTHA SCHOOL,,2825 KLONDIKE LN,,LOUISVILLE,KY,40218,SCHOOL CAFETERIA OR FOOD SERVICE,2023/03/29 00:00:00,99,A,ST. MARTHA SCHOOL,,82
31409,1777355,FOLLOWUP,WESTMINSTER TERRACE,,2116 BUECHEL BANK RD,,LOUISVILLE,KY,40218,FOOD SERVICE (HOSPITAL / NURSING HOME,2023/08/03 00:00:00,100,A,WESTMINSTER TERRACE,,83
31410,1748367,REGULAR,NAZARETH HOME,,2000 NEWBURG RD,,LOUISVILLE,KY,40205,FOOD SERVICE (HOSPITAL / NURSING HOME,2023/04/14 00:00:00,97,A,NAZARETH HOME,,84
31410,1798058,REGULAR,NAZARETH HOME,,2000 NEWBURG RD,,LOUISVILLE,KY,40205,FOOD SERVICE (HOSPITAL / NURSING HOME,2023/10/19 00:00:00,100,A,NAZARETH HOME,,85
31414,1733922,REGULAR,BLUE LICK ELEMENTARY SCHOOL,,9801 BLUE LICK RD,,LOUISVILLE,KY,40229,SCHOOL CAFETERIA OR FOOD SERVICE,2023/02/07 00:00:00,100,A,BLUE LICK ELEMENTARY SCHOOL,,86
31414,1788381,REGULAR,BLUE LICK ELEMENTARY SCHOOL,,9801 BLUE LICK RD,,LOUISVILLE,KY,40229,SCHOOL CAFETERIA OR FOOD SERVICE,2023/09/14 00:00:00,100,A,BLUE LICK ELEMENTARY SCHOOL,,87
31415,1740136,REGULAR,BOWEN ELEMENTARY SCHOOL,,1601 ROOSEVELT LN,,LOUISVILLE,KY,40242,SCHOOL CAFETERIA OR FOOD SERVICE,2023/03/08 00:00:00,100,A,BOWEN ELEMENTARY SCHOOL,,88
31415,1784634,REGULAR,BOWEN ELEMENTARY SCHOOL,,1601 ROOSEVELT LN,,LOUISVILLE,KY,40242,SCHOOL CAFETERIA OR FOOD SERVICE,2023/08/29 00:00:00,100,A,BOWEN ELEMENTARY SCHOOL,,89
31417,1751755,REGULAR,BRECKINRIDGE METROPOLITAN HIGH,,1128 E BROADWAY,,LOUISVILLE,KY,40204,SCHOOL CAFETERIA OR FOOD SERVICE,2023/04/27 00:00:00,100,A,BRECKINRIDGE METROPOLITAN HIGH,,90
31417,1800951,REGULAR,BRECKINRIDGE METROPOLITAN HIGH,,1128 E BROADWAY,,LOUISVILLE,KY,40204,SCHOOL CAFETERIA OR FOOD SERVICE,2023/10/27 00:00:00,100,A,BRECKINRIDGE METROPOLITAN HIGH,,91
31418,1735702,REGULAR,DUBOIS ACADEMY,,3307 E INDIAN TRAIL,,LOUISVILLE,KY,40213,SCHOOL CAFETERIA OR FOOD SERVICE,2023/02/16 00:00:00,100,A,DUBOIS ACADEMY,,92
31418,1796644,REGULAR,DUBOIS ACADEMY,,3307 E INDIAN TRAIL,,LOUISVILLE,KY,40213,SCHOOL CAFETERIA OR FOOD SERVICE,2023/10/16 00:00:00,100,A,DUBOIS ACADEMY,,93
31419,1735627,REGULAR,BUTLER HIGH SCHOOL,,2222 CRUMS LN,,LOUISVILLE,KY,40216,SCHOOL CAFETERIA OR FOOD SERVICE,2023/02/16 00:00:00,98,A,BUTLER HIGH SCHOOL,,94
31419,1786643,REGULAR,BUTLER HIGH SCHOOL,,2222 CRUMS LN,,LOUISVILLE,KY,40216,SCHOOL CAFETERIA OR FOOD SERVICE,2023/09/07 00:00:00,100,A,BUTLER HIGH SCHOOL,,95
31421,1735870,REGULAR,BYCK ELEMENTARY SCHOOL,,2328 CEDAR ST,,LOUISVILLE,KY,40212,SCHOOL CAFETERIA OR FOOD SERVICE,2023/02/17 00:00:00,99,A,BYCK ELEMENTARY SCHOOL,,96
31421,1783156,REGULAR,BYCK ELEMENTARY SCHOOL,,2328 CEDAR ST,,LOUISVILLE,KY,40212,SCHOOL CAFETERIA OR FOOD SERVICE,2023/08/24 00:00:00,100,A,BYCK ELEMENTARY SCHOOL,,97
31422,1737156,REGULAR,DEPAUL SCHOOL,,1925 DUKER AVE,,LOUISVILLE,KY,40205,SCHOOL CAFETERIA OR FOOD SERVICE,2023/02/22 00:00:00,98,A,DEPAUL SCHOOL,,98
31422,1784572,REGULAR,DEPAUL SCHOOL,,1925 DUKER AVE,,LOUISVILLE,KY,40205,SCHOOL CAFETERIA OR FOOD SERVICE,2023/08/29 00:00:00,100,A,DEPAUL SCHOOL,,99
31424,1733591,REGULAR,MEDORA ELEMENTARY SCHOOL,,11801 DEERING RD,,LOUISVILLE,KY,40272,SCHOOL CAFETERIA OR FOOD SERVICE,2023/02/06 00:00:00,100,A,MEDORA ELEMENTARY SCHOOL,,100
31424,1783994,REGULAR,MEDORA ELEMENTARY SCHOOL,,11801 DEERING RD,,LOUISVILLE,KY,40272,SCHOOL CAFETERIA OR FOOD SERVICE,2023/08/28 00:00:00,100,A,MEDORA ELEMENTARY SCHOOL,,101
31428,1751753,REGULAR,MEYZEEK SCHOOL,,828 S JACKSON ST,,LOUISVILLE,KY,40203,SCHOOL CAFETERIA OR FOOD SERVICE,2023/04/21 00:00:00,100,A,MEYZEEK SCHOOL,,102
31428,1798863,REGULAR,MEYZEEK SCHOOL,,828 S JACKSON ST,,LOUISVILLE,KY,40203,SCHOOL CAFETERIA OR FOOD SERVICE,2023/10/23 00:00:00,100,A,MEYZEEK SCHOOL,,103
31429,1730472,REGULAR,MIDDLETOWN ELEMENTARY SCHOOL,,218 N MADISON AVE,,LOUISVILLE,KY,40243,SCHOOL CAFETERIA OR FOOD SERVICE,2023/01/23 00:00:00,100,A,MIDDLETOWN ELEMENTARY SCHOOL,,104
31429,1783312,REGULAR,MIDDLETOWN ELEMENTARY SCHOOL,,218 N MADISON AVE,,LOUISVILLE,KY,40243,SCHOOL CAFETERIA OR FOOD SERVICE,2023/08/24 00:00:00,100,A,MIDDLETOWN ELEMENTARY SCHOOL,,105
31432,1738696,REGULAR,MILLCREEK ELEMENTARY SCHOOL,,3816 DIXIE HWY,,LOUISVILLE,KY,40216,SCHOOL CAFETERIA OR FOOD SERVICE,2023/03/01 00:00:00,100,A,MILLCREEK ELEMENTARY SCHOOL,,106
32579,1728497,REGULAR,BONNIE & CLYDE'S PIZZA,,7611 DIXIE HWY,,LOUISVILLE,KY,40258,FOOD SERVICE,2023/01/12 00:00:00,95,A,BONNIE & CLYDE'S PIZZA,,107
31475,1789515,REGULAR,PRICE ELEMENTARY SCHOOL,,5001 GARDEN GREEN WAY,,LOUISVILLE,KY,40218,SCHOOL CAFETERIA OR FOOD SERVICE,2023/09/19 00:00:00,98,A,PRICE ELEMENTARY SCHOOL,,108
31043,1754948,FOLLOWUP,KINDER CARE LEARNING CTR #424,,3804 KLONDIKE LN,,LOUISVILLE,KY,40218,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2023/05/11 00:00:00,99,A,KINDER CARE LEARNING CTR #424,,109
31803,1734508,REGULAR,STONESTREET ELEMENTARY,,10007 STONESTREET RD,,LOUISVILLE,KY,40272,SCHOOL CAFETERIA OR FOOD SERVICE,2023/02/10 00:00:00,100,A,STONESTREET ELEMENTARY,,110
31432,1786641,REGULAR,MILLCREEK ELEMENTARY SCHOOL,,3816 DIXIE HWY,,LOUISVILLE,KY,40216,SCHOOL CAFETERIA OR FOOD SERVICE,2023/09/07 00:00:00,100,A,MILLCREEK ELEMENTARY SCHOOL,,111
31433,1753372,REGULAR,MINORS LANE ELEMENTARY SCHOOL,,8510 MINORS LN,,LOUISVILLE,KY,40219,SCHOOL CAFETERIA OR FOOD SERVICE,2023/05/04 00:00:00,100,A,MINORS LANE ELEMENTARY SCHOOL,,112
