vaccinationdate,age_range,first_daily_dose,first_daily_dose_cumulative,second_daily_dose,second_daily_dose_cumulative,single_daily_dose,single_daily_dose_cumulative,thirddailydose,thirddailydosecumulative,combined_all_doses,combined_all_doses_cumulative,fully_vaccinated,fully_vaccinated_cumulative,firstboosterdailydose,firstboosterdailydosecumulative,secondboosterdailydose,secondboosterdailydosecumulative
01/05/2021 10:00:00 AM,50-64,4210.0,36434,251.0,681,,0,,0,,0,251.0,681,,9,,0
01/05/2021 10:00:00 AM,65 and Older,2559.0,18577,77.0,213,,0,,0,,0,77.0,213,,3,,0
01/06/2021 10:00:00 AM,12-17,18.0,115,,7,,0,,0,,0,,7,,1,,0
01/06/2021 10:00:00 AM,18-49,8110.0,71741,882.0,2334,,0,,0,,0,882.0,2334,,7,,0
01/06/2021 10:00:00 AM,50-64,5188.0,41622,349.0,1030,,0,,0,,0,349.0,1030,1.0,10,,0
01/06/2021 10:00:00 AM,65 and Older,2894.0,21471,81.0,294,,0,,0,,0,81.0,294,1.0,4,,0
01/07/2021 10:00:00 AM,12-17,17.0,132,,7,,0,,0,,0,,7,,1,,0
01/07/2021 10:00:00 AM,18-49,8589.0,80330,1505.0,3839,,0,,0,,0,1505.0,3839,,7,,0
01/07/2021 10:00:00 AM,50-64,4968.0,46590,664.0,1694,,0,,0,,0,664.0,1694,,10,,0
01/07/2021 10:00:00 AM,65 and Older,2409.0,23880,174.0,468,,0,,0,,0,174.0,468,,4,,0
01/08/2021 10:00:00 AM,12-17,34.0,166,1.0,8,,0,,0,,0,1.0,8,,1,,0
01/08/2021 10:00:00 AM,18-49,8876.0,89206,2119.0,5958,,0,,0,,0,2119.0,5958,1.0,8,,0
01/08/2021 10:00:00 AM,50-64,5162.0,51752,1062.0,2756,,0,,0,,0,1062.0,2756,,10,,0
01/08/2021 10:00:00 AM,65 and Older,2843.0,26723,262.0,730,,0,,0,,0,262.0,730,,4,,0
01/08/2021 10:00:00 AM,Unknown,8000.0,8000,,0,,0,,0,,0,,0,,0,,0
01/09/2021 10:00:00 AM,12-17,7.0,173,,8,,0,,0,,0,,8,,1,,0
01/09/2021 10:00:00 AM,18-49,3071.0,92277,772.0,6730,,0,,0,,0,772.0,6730,,8,,0
01/09/2021 10:00:00 AM,50-64,1754.0,53506,356.0,3112,,0,,0,,0,356.0,3112,1.0,11,,0
01/09/2021 10:00:00 AM,65 and Older,1339.0,28062,90.0,820,,0,,0,,0,90.0,820,,4,,0
01/10/2021 10:00:00 AM,12-17,6.0,179,,8,,0,,0,,0,,8,,1,,0
01/10/2021 10:00:00 AM,18-49,1626.0,93903,334.0,7064,,0,,0,,0,334.0,7064,,8,,0
01/10/2021 10:00:00 AM,50-64,1023.0,54529,122.0,3234,,0,,0,,0,122.0,3234,,11,,0
01/10/2021 10:00:00 AM,65 and Older,912.0,28974,26.0,846,,0,,0,,0,26.0,846,,4,,0
01/11/2021 10:00:00 AM,12-17,20.0,199,,8,,0,,0,,0,,8,,1,,0
01/11/2021 10:00:00 AM,18-49,6839.0,100742,2540.0,9604,,0,,0,,0,2540.0,9604,2.0,10,,0
01/11/2021 10:00:00 AM,50-64,4248.0,58777,1219.0,4453,,0,,0,,0,1219.0,4453,,11,,0
01/11/2021 10:00:00 AM,65 and Older,3196.0,32170,324.0,1170,,0,,0,,0,324.0,1170,,4,,0
01/12/2021 10:00:00 AM,12-17,27.0,226,8.0,16,,0,,0,,0,8.0,16,,1,,0
01/12/2021 10:00:00 AM,18-49,8593.0,109335,3250.0,12854,,0,,0,,0,3250.0,12854,,10,,0
01/12/2021 10:00:00 AM,50-64,5134.0,63911,1890.0,6343,,0,,0,,0,1890.0,6343,,11,,0
01/12/2021 10:00:00 AM,65 and Older,4543.0,36713,1137.0,2307,,0,,0,,0,1137.0,2307,,4,,0
01/13/2021 10:00:00 AM,12-17,19.0,245,2.0,18,,0,,0,,0,2.0,18,,1,,0
01/13/2021 10:00:00 AM,18-49,9833.0,119168,2506.0,15360,,0,,0,,0,2506.0,15360,,10,,0
01/13/2021 10:00:00 AM,50-64,5812.0,69723,1423.0,7766,,0,,0,,0,1423.0,7766,,11,,0
01/13/2021 10:00:00 AM,65 and Older,3737.0,40450,648.0,2955,,0,,0,,0,648.0,2955,,4,,0
01/14/2021 10:00:00 AM,12-17,14.0,259,1.0,19,,0,,0,,0,1.0,19,,1,,0
01/14/2021 10:00:00 AM,18-49,9267.0,128435,1451.0,16811,,0,,0,,0,1451.0,16811,,10,,0
01/14/2021 10:00:00 AM,50-64,5557.0,75280,715.0,8481,,0,,0,,0,715.0,8481,1.0,12,,0
01/14/2021 10:00:00 AM,65 and Older,4031.0,44481,265.0,3220,,0,,0,,0,265.0,3220,1.0,5,,0
01/15/2021 10:00:00 AM,12-17,19.0,278,9.0,28,,0,,0,,0,9.0,28,,1,,0
01/15/2021 10:00:00 AM,18-49,10039.0,138474,1163.0,17974,,0,,0,,0,1163.0,17974,2.0,12,,0
01/15/2021 10:00:00 AM,50-64,5677.0,80957,802.0,9283,,0,,0,,0,802.0,9283,1.0,13,,0
01/15/2021 10:00:00 AM,65 and Older,4978.0,49459,507.0,3727,,0,,0,,0,507.0,3727,,5,,0
01/16/2021 10:00:00 AM,12-17,2.0,280,,28,,0,,0,,0,,28,,1,,0
01/16/2021 10:00:00 AM,18-49,2813.0,141287,780.0,18754,,0,,0,,0,780.0,18754,,12,,0
01/16/2021 10:00:00 AM,50-64,1346.0,82303,509.0,9792,,0,,0,,0,509.0,9792,,13,,0
01/16/2021 10:00:00 AM,65 and Older,2262.0,51721,484.0,4211,,0,,0,,0,484.0,4211,1.0,6,,0
01/17/2021 10:00:00 AM,12-17,6.0,286,3.0,31,,0,,0,,0,3.0,31,,1,,0
01/17/2021 10:00:00 AM,18-49,915.0,142202,679.0,19433,,0,,0,,0,679.0,19433,1.0,13,,0
01/17/2021 10:00:00 AM,50-64,581.0,82884,404.0,10196,,0,,0,,0,404.0,10196,,13,,0
01/17/2021 10:00:00 AM,65 and Older,757.0,52478,422.0,4633,,0,,0,,0,422.0,4633,,6,,0
01/18/2021 10:00:00 AM,12-17,8.0,294,2.0,33,,0,,0,,0,2.0,33,,1,,0
01/18/2021 10:00:00 AM,18-49,2286.0,144488,1549.0,20982,,0,,0,,0,1549.0,20982,1.0,14,,0
01/18/2021 10:00:00 AM,50-64,1476.0,84360,1118.0,11314,,0,,0,,0,1118.0,11314,2.0,15,,0
01/18/2021 10:00:00 AM,65 and Older,3660.0,56138,876.0,5509,,0,,0,,0,876.0,5509,,6,,0
01/19/2021 10:00:00 AM,12-17,10.0,304,1.0,34,,0,,0,,0,1.0,34,,1,,0
01/19/2021 10:00:00 AM,18-49,5092.0,149580,3258.0,24240,,0,,0,,0,3258.0,24240,1.0,15,,0
01/19/2021 10:00:00 AM,50-64,3018.0,87378,1849.0,13163,,0,,0,,0,1849.0,13163,,15,,0
01/19/2021 10:00:00 AM,65 and Older,9450.0,65588,1089.0,6598,,0,,0,,0,1089.0,6598,,6,,0
01/20/2021 10:00:00 AM,12-17,11.0,315,,34,,0,,0,,0,,34,,1,,0
01/20/2021 10:00:00 AM,18-49,5800.0,155380,3147.0,27387,,0,,0,,0,3147.0,27387,,15,,0
01/20/2021 10:00:00 AM,50-64,3575.0,90953,1750.0,14913,,0,,0,,0,1750.0,14913,,15,,0
01/20/2021 10:00:00 AM,65 and Older,11957.0,77545,829.0,7427,,0,,0,,0,829.0,7427,2.0,8,,0
01/21/2021 10:00:00 AM,12-17,19.0,334,1.0,35,,0,,0,,0,1.0,35,,1,,0
01/21/2021 10:00:00 AM,18-49,7656.0,163036,2416.0,29803,,0,,0,,0,2416.0,29803,1.0,16,,0
01/21/2021 10:00:00 AM,50-64,4482.0,95435,1367.0,16280,,0,,0,,0,1367.0,16280,2.0,17,,0
01/21/2021 10:00:00 AM,65 and Older,12630.0,90175,656.0,8083,,0,,0,,0,656.0,8083,1.0,9,,0
01/22/2021 10:00:00 AM,12-17,16.0,350,4.0,39,,0,,0,,0,4.0,39,,1,,0
01/22/2021 10:00:00 AM,18-49,9793.0,172829,1902.0,31705,,0,,0,,0,1902.0,31705,1.0,17,,0
01/22/2021 10:00:00 AM,50-64,6026.0,101461,1176.0,17456,,0,,0,,0,1176.0,17456,1.0,18,,0
01/22/2021 10:00:00 AM,65 and Older,13562.0,103737,1045.0,9128,,0,,0,,0,1045.0,9128,,9,,0
01/23/2021 10:00:00 AM,12-17,14.0,364,,39,,0,,0,,0,,39,,1,,0
01/23/2021 10:00:00 AM,18-49,3353.0,176182,970.0,32675,,0,,0,,0,970.0,32675,,17,,0
01/23/2021 10:00:00 AM,50-64,1861.0,103322,639.0,18095,,0,,0,,0,639.0,18095,1.0,19,,0
01/23/2021 10:00:00 AM,65 and Older,5286.0,109023,592.0,9720,,0,,0,,0,592.0,9720,,9,,0
01/24/2021 10:00:00 AM,12-17,17.0,381,1.0,40,,0,,0,,0,1.0,40,,1,,0
01/24/2021 10:00:00 AM,18-49,809.0,176991,759.0,33434,,0,,0,,0,759.0,33434,2.0,19,,0
01/24/2021 10:00:00 AM,50-64,598.0,103920,601.0,18696,,0,,0,,0,601.0,18696,,19,,0
01/24/2021 10:00:00 AM,65 and Older,2087.0,111110,471.0,10191,,0,,0,,0,471.0,10191,,9,,0
01/25/2021 10:00:00 AM,12-17,11.0,392,6.0,46,,0,,0,,0,6.0,46,,1,,0
01/25/2021 10:00:00 AM,18-49,4554.0,181545,4701.0,38135,,0,,0,,0,4701.0,38135,1.0,20,,0
01/25/2021 10:00:00 AM,50-64,2683.0,106603,3207.0,21903,,0,,0,,0,3207.0,21903,2.0,21,,0
01/25/2021 10:00:00 AM,65 and Older,9640.0,120750,1646.0,11837,,0,,0,,0,1646.0,11837,,9,,0
01/26/2021 10:00:00 AM,12-17,14.0,406,7.0,53,,0,,0,,0,7.0,53,,1,,0
01/26/2021 10:00:00 AM,18-49,5200.0,186745,4695.0,42830,,0,,0,,0,4695.0,42830,,20,,0
01/26/2021 10:00:00 AM,50-64,2922.0,109525,3110.0,25013,,0,,0,,0,3110.0,25013,1.0,22,,0
01/26/2021 10:00:00 AM,65 and Older,10111.0,130861,1852.0,13689,,0,,0,,0,1852.0,13689,1.0,10,,0
01/27/2021 10:00:00 AM,12-17,22.0,428,10.0,63,,0,,0,,0,10.0,63,,1,,0
01/27/2021 10:00:00 AM,18-49,6324.0,193069,7189.0,50019,,0,,0,,0,7189.0,50019,,20,,0
01/27/2021 10:00:00 AM,50-64,3740.0,113265,4268.0,29281,,0,,0,,0,4268.0,29281,,22,,0
01/27/2021 10:00:00 AM,65 and Older,15033.0,145894,2255.0,15944,,0,,0,,0,2255.0,15944,1.0,11,,0
01/28/2021 10:00:00 AM,12-17,16.0,444,8.0,71,,0,,0,,0,8.0,71,,1,,0
01/28/2021 10:00:00 AM,18-49,6367.0,199436,5216.0,55235,,0,,0,,0,5216.0,55235,3.0,23,,0
01/28/2021 10:00:00 AM,50-64,3938.0,117203,3158.0,32439,,0,,0,,0,3158.0,32439,1.0,23,,0
01/28/2021 10:00:00 AM,65 and Older,13417.0,159311,1634.0,17578,,0,,0,,0,1634.0,17578,,11,,0
01/29/2021 10:00:00 AM,12-17,59.0,503,26.0,97,,0,,0,,0,26.0,97,,1,,0
01/29/2021 10:00:00 AM,18-49,6551.0,205987,4525.0,59760,,0,,0,,0,4525.0,59760,3.0,26,,0
01/29/2021 10:00:00 AM,50-64,4224.0,121427,2711.0,35150,,0,,0,,0,2711.0,35150,2.0,25,,0
01/29/2021 10:00:00 AM,65 and Older,14975.0,174286,1583.0,19161,,0,,0,,0,1583.0,19161,3.0,14,,0
01/30/2021 10:00:00 AM,12-17,20.0,523,3.0,100,,0,,0,,0,3.0,100,,1,,0
01/30/2021 10:00:00 AM,18-49,5023.0,211010,1648.0,61408,,0,,0,,0,1648.0,61408,3.0,29,,0
01/30/2021 10:00:00 AM,50-64,2887.0,124314,844.0,35994,,0,,0,,0,844.0,35994,1.0,26,,0
01/30/2021 10:00:00 AM,65 and Older,10896.0,185182,554.0,19715,,0,,0,,0,554.0,19715,,14,,0
01/31/2021 10:00:00 AM,12-17,12.0,535,3.0,103,,0,,0,,0,3.0,103,,1,,0
01/31/2021 10:00:00 AM,18-49,1410.0,212420,735.0,62143,,0,,0,,0,735.0,62143,5.0,34,,0
01/31/2021 10:00:00 AM,50-64,825.0,125139,542.0,36536,,0,,0,,0,542.0,36536,,26,,0
01/31/2021 10:00:00 AM,65 and Older,1666.0,186848,574.0,20289,,0,,0,,0,574.0,20289,2.0,16,,0
02/01/2021 10:00:00 AM,12-17,52.0,587,10.0,113,,0,,0,,0,10.0,113,,1,,0
02/01/2021 10:00:00 AM,18-49,2266.0,214686,2722.0,64865,,0,,0,,0,2722.0,64865,31.0,65,,0
02/01/2021 10:00:00 AM,50-64,1640.0,126779,1831.0,38367,,0,,0,,0,1831.0,38367,13.0,39,,0
02/01/2021 10:00:00 AM,65 and Older,5120.0,191968,1617.0,21906,,0,,0,,0,1617.0,21906,19.0,35,,0
02/02/2021 10:00:00 AM,12-17,31.0,618,12.0,125,,0,,0,,0,12.0,125,,1,,0
02/02/2021 10:00:00 AM,18-49,3159.0,217845,7039.0,71904,,0,,0,,0,7039.0,71904,3.0,68,,0
02/02/2021 10:00:00 AM,50-64,2253.0,129032,4307.0,42674,,0,,0,,0,4307.0,42674,2.0,41,,0
02/02/2021 10:00:00 AM,65 and Older,7620.0,199588,3269.0,25175,,0,,0,,0,3269.0,25175,1.0,36,,0
02/03/2021 10:00:00 AM,12-17,25.0,643,12.0,137,,0,,0,,0,12.0,137,,1,,0
02/03/2021 10:00:00 AM,18-49,4926.0,222771,10167.0,82071,,0,,0,,0,10167.0,82071,2.0,70,,0
02/03/2021 10:00:00 AM,50-64,3338.0,132370,6045.0,48719,,0,,0,,0,6045.0,48719,,41,,0
02/03/2021 10:00:00 AM,65 and Older,10546.0,210134,3136.0,28311,,0,,0,,0,3136.0,28311,1.0,37,,0
02/04/2021 10:00:00 AM,12-17,16.0,659,13.0,150,,0,,0,,0,13.0,150,,1,,0
02/04/2021 10:00:00 AM,18-49,5464.0,228235,8515.0,90586,,0,,0,,0,8515.0,90586,,70,,0
02/04/2021 10:00:00 AM,50-64,4224.0,136594,5123.0,53842,,0,,0,,0,5123.0,53842,,41,,0
02/04/2021 10:00:00 AM,65 and Older,13164.0,223298,3141.0,31452,,0,,0,,0,3141.0,31452,2.0,39,,0
02/05/2021 10:00:00 AM,12-17,15.0,674,14.0,164,,0,,0,,0,14.0,164,,1,,0
02/05/2021 10:00:00 AM,18-49,5547.0,233782,9282.0,99868,,0,,0,,0,9282.0,99868,1.0,71,,0
02/05/2021 10:00:00 AM,50-64,3713.0,140307,5487.0,59329,,0,,0,,0,5487.0,59329,,41,,0
02/05/2021 10:00:00 AM,65 and Older,11759.0,235057,4086.0,35538,,0,,0,,0,4086.0,35538,5.0,44,,0
02/06/2021 10:00:00 AM,12-17,13.0,687,5.0,169,,0,,0,,0,5.0,169,,1,,0
02/06/2021 10:00:00 AM,18-49,3628.0,237410,3480.0,103348,,0,,0,,0,3480.0,103348,2.0,73,,0
02/06/2021 10:00:00 AM,50-64,2151.0,142458,1970.0,61299,,0,,0,,0,1970.0,61299,3.0,44,,0
02/06/2021 10:00:00 AM,65 and Older,6056.0,241113,1763.0,37301,,0,,0,,0,1763.0,37301,2.0,46,,0
02/06/2021 10:00:00 AM,Unknown,,8000,8000.0,8000,,0,,0,,0,8000.0,8000,,0,,0
02/07/2021 10:00:00 AM,12-17,7.0,694,2.0,171,,0,,0,,0,2.0,171,,1,,0
02/07/2021 10:00:00 AM,18-49,1575.0,238985,1093.0,104441,,0,,0,,0,1093.0,104441,1.0,74,,0
02/07/2021 10:00:00 AM,50-64,1120.0,143578,633.0,61932,,0,,0,,0,633.0,61932,,44,,0
02/07/2021 10:00:00 AM,65 and Older,3465.0,244578,882.0,38183,,0,,0,,0,882.0,38183,1.0,47,,0
02/08/2021 10:00:00 AM,12-17,15.0,709,12.0,183,,0,,0,,0,12.0,183,,1,,0
02/08/2021 10:00:00 AM,18-49,3454.0,242439,6220.0,110661,,0,,0,,0,6220.0,110661,6.0,80,,0
02/08/2021 10:00:00 AM,50-64,2295.0,145873,3664.0,65596,,0,,0,,0,3664.0,65596,2.0,46,,0
02/08/2021 10:00:00 AM,65 and Older,7784.0,252362,3612.0,41795,,0,,0,,0,3612.0,41795,3.0,50,,0
02/09/2021 10:00:00 AM,12-17,19.0,728,11.0,194,,0,,0,,0,11.0,194,,1,,0
02/09/2021 10:00:00 AM,18-49,4359.0,246798,6048.0,116709,,0,,0,,0,6048.0,116709,,80,,0
02/09/2021 10:00:00 AM,50-64,2895.0,148768,3642.0,69238,,0,,0,,0,3642.0,69238,,46,,0
02/09/2021 10:00:00 AM,65 and Older,10089.0,262451,4807.0,46602,,0,,0,,0,4807.0,46602,,50,,0
02/10/2021 10:00:00 AM,12-17,25.0,753,21.0,215,,0,,0,,0,21.0,215,,1,,0
02/10/2021 10:00:00 AM,18-49,4531.0,251329,9437.0,126146,,0,,0,,0,9437.0,126146,2.0,82,,0
02/10/2021 10:00:00 AM,50-64,3320.0,152088,5523.0,74761,,0,,0,,0,5523.0,74761,1.0,47,,0
02/10/2021 10:00:00 AM,65 and Older,12180.0,274631,7032.0,53634,,0,,0,,0,7032.0,53634,3.0,53,,0
02/11/2021 10:00:00 AM,12-17,26.0,779,10.0,225,,0,,0,,0,10.0,225,,1,,0
02/11/2021 10:00:00 AM,18-49,5997.0,257326,8023.0,134169,,0,,0,,0,8023.0,134169,3.0,85,,0
02/11/2021 10:00:00 AM,50-64,4190.0,156278,4354.0,79115,,0,,0,,0,4354.0,79115,3.0,50,,0
02/11/2021 10:00:00 AM,65 and Older,13317.0,287948,5839.0,59473,,0,,0,,0,5839.0,59473,2.0,55,,0
02/12/2021 10:00:00 AM,12-17,12.0,791,12.0,237,,0,,0,,0,12.0,237,,1,,0
02/12/2021 10:00:00 AM,18-49,6199.0,263525,8999.0,143168,,0,,0,,0,8999.0,143168,5.0,90,,0
02/12/2021 10:00:00 AM,50-64,4304.0,160582,5101.0,84216,,0,,0,,0,5101.0,84216,3.0,53,,0
02/12/2021 10:00:00 AM,65 and Older,10684.0,298632,6564.0,66037,,0,,0,,0,6564.0,66037,1.0,56,,0
02/13/2021 10:00:00 AM,12-17,18.0,809,8.0,245,,0,,0,,0,8.0,245,,1,,0
02/13/2021 10:00:00 AM,18-49,3039.0,266564,2394.0,145562,,0,,0,,0,2394.0,145562,,90,,0
